"","ID","sex","type","class.cor","year","birthyear.int","Scale.smoltage","scale.seaage","InterpAge","Respawner","respawner.info","firstcohort","seaageatmaturity","cohort","cohort.year.all","0+","1+","2-3+","Adult","n.offspring","cohort.total","respawner.gen","min.cohort","cohort.rank","mature","AKAP11_4_fix","c25_1441_SAC","cohort.max","cohort.max.year"
"332","Uts_16A_101","sire","Adult","Adult",2016,2008,4,4,4,0,NA,2017,4,1,2017,118,28,14,0,160,1,"semelparous",1,1,"Adult",3,3,1,2017
"333","Uts_16A_103","sire","Adult","Adult",2016,2011,3,2,2,0,NA,2017,2,1,2017,4,3,0,0,7,1,"semelparous",1,1,"Adult",2,2,1,2017
"334","Uts_16A_104","sire","Adult","Adult",2016,2012,3,1,1,0,NA,2017,1,1,2017,9,5,3,0,17,1,"semelparous",1,1,"Adult",2,2,1,2017
"335","Uts_16A_107","sire","Adult","Adult",2016,2012,3,1,1,0,NA,2017,1,1,2017,2,0,0,0,2,1,"semelparous",1,1,"Adult",1,2,1,2017
"336","Uts_16A_111","sire","Adult","Adult",2016,2008,5,3,3,0,NA,2017,3,1,2017,65,16,7,0,88,1,"semelparous",1,1,"Adult",2,3,1,2017
"337","Uts_16_0y_0250","sire","Offspring","0+",2016,2016,4,NA,NA,0,NA,2018,-2,1,2018,1,0,0,0,1,1,"semelparous",1,1,"MMP",2,2,1,2018
"338","Uts_16_0y_0359","sire","Offspring","0+",2016,2016,4,NA,NA,0,NA,2019,-1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"MMP",2,1,1,2019
"339","Uts_16_0y_0364","sire","Offspring","0+",2016,2016,4,NA,NA,0,NA,2019,-1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"MMP",1,2,1,2019
"340","Uts_16_0y_0367","sire","Offspring","0+",2016,2016,4,NA,NA,0,NA,2019,-1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"MMP",1,1,1,2019
"341","Uts_16_0y_0980","sire","Offspring","0+",2016,2016,4,NA,NA,0,NA,2017,-3,1,2017,0,1,0,0,1,1,"semelparous",1,1,"MMP",1,3,1,2017
"342","Uts_16_0y_1051","sire","Offspring","0+",2016,2016,4,NA,NA,0,NA,2018,-2,1,2018,1,0,0,0,1,1,"semelparous",1,1,"MMP",1,1,1,2018
"343","Uts_16_0y_1140","sire","Offspring","0+",2016,2016,4,NA,NA,0,NA,2018,-2,1,2018,1,0,0,0,1,1,"semelparous",1,1,"MMP",3,3,1,2018
"344","Uts_16_0y_1318","sire","Offspring","0+",2016,2016,4,NA,NA,0,NA,2019,-1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"MMP",2,2,1,2019
"345","Uts_16_0y_1432","sire","Offspring","0+",2016,2016,4,NA,NA,0,NA,2019,-1,1,2019,2,0,0,0,2,1,"semelparous",1,1,"MMP",1,2,1,2019
"346","Uts_16_0y_1692","sire","Offspring","0+",2016,2016,4,NA,NA,0,NA,2017,-3,1,2017,1,0,0,0,1,1,"semelparous",1,1,"MMP",1,2,1,2017
"347","Uts_16_0y_1715","sire","Offspring","0+",2016,2016,4,NA,NA,0,NA,2017,-3,1,2017,0,1,0,0,1,1,"semelparous",1,1,"MMP",2,2,1,2017
"348","Uts_16_0y_1826","sire","Offspring","0+",2016,2016,4,NA,NA,0,NA,2017,-3,1,2017,0,1,0,0,1,1,"semelparous",1,1,"MMP",1,2,1,2017
"349","Uts_16_0y_1942","sire","Offspring","0+",2016,2016,4,NA,NA,0,NA,2018,-2,1,2018,0,1,0,0,1,1,"semelparous",1,1,"MMP",2,2,1,2018
"350","Uts_16_0y_1985","sire","Offspring","0+",2016,2016,4,NA,NA,0,NA,2017,-3,1,2017,1,0,0,0,1,1,"semelparous",1,1,"MMP",2,2,1,2017
"351","Uts_16_0y_2138","sire","Offspring","0+",2016,2016,4,NA,NA,0,NA,2019,-1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"MMP",1,1,1,2019
"352","Uts_16_1y_0070","sire","Offspring","1+",2016,2015,4,NA,NA,0,NA,2018,-1,1,2018,1,1,0,0,2,1,"semelparous",1,1,"MMP",1,2,1,2018
"353","Uts_16_1y_0084","sire","Offspring","1+",2016,2015,4,NA,NA,0,NA,2017,-2,1,2017,1,0,0,0,1,1,"semelparous",1,1,"MMP",2,2,1,2017
"354","Uts_16_1y_0217","sire","Offspring","1+",2016,2015,4,NA,NA,0,NA,2018,-1,1,2018,1,0,0,0,1,1,"semelparous",1,1,"MMP",1,2,1,2018
"355","Uts_16_1y_0222","sire","Offspring","1+",2016,2015,4,NA,NA,0,NA,2017,-2,1,2016,0,1,0,0,1,1,"semelparous",1,1,"MMP",1,3,1,2016
"356","Uts_17A_001","sire","Adult","Adult",2017,2012,3,2,2,0,NA,2018,2,1,2018,12,3,0,0,15,1,"semelparous",1,1,"Adult",2,2,1,2018
"357","Uts_17A_003","sire","Adult","Adult",2017,2013,3,1,1,0,NA,2018,1,1,2018,2,0,0,0,2,1,"semelparous",1,1,"Adult",2,2,1,2018
"358","Uts_17A_006","sire","Adult","Adult",2017,2013,3,1,1,0,NA,2018,1,1,2018,6,0,0,0,6,1,"semelparous",1,1,"Adult",2,3,1,2018
"359","Uts_17A_009","sire","Adult","Adult",2017,2011,4,2,2,0,NA,2018,2,1,2018,5,0,0,0,5,1,"semelparous",1,1,"Adult",1,2,1,2018
"360","Uts_17A_011","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,93,9,2,0,104,1,"semelparous",1,1,"Adult",2,2,1,2018
"361","Uts_17A_013","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,2,0,0,0,2,1,"semelparous",1,1,"Adult",2,2,1,2018
"362","Uts_17A_014","sire","Adult","Adult",2017,2013,3,1,1,0,NA,2018,1,1,2018,1,0,0,0,1,1,"semelparous",1,1,"Adult",1,2,1,2018
"363","Uts_17A_015","sire","Adult","Adult",2017,2010,4,3,3,0,NA,2018,3,1,2018,34,5,0,0,39,1,"semelparous",1,1,"Adult",2,2,1,2018
"364","Uts_17A_016","sire","Adult","Adult",2017,2010,3,4,4,0,NA,2018,4,1,2018,30,5,0,0,35,1,"semelparous",1,1,"Adult",2,3,1,2018
"365","Uts_17A_019","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,1,0,0,0,1,1,"semelparous",1,1,"Adult",1,2,1,2018
"366","Uts_17A_020","sire","Adult","Adult",2017,2013,3,1,1,0,NA,2018,1,1,2018,3,0,1,0,4,1,"semelparous",1,1,"Adult",2,2,1,2018
"367","Uts_17A_021","sire","Adult","Adult",2017,2011,3,3,3,0,NA,2018,3,1,2018,34,4,1,0,39,1,"semelparous",1,1,"Adult",1,2,1,2018
"368","Uts_17A_022","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,8,1,0,0,9,1,"semelparous",1,1,"Adult",1,2,1,2018
"369","Uts_17A_023","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,31,4,0,0,35,1,"semelparous",1,1,"Adult",1,2,1,2018
"370","Uts_17A_027","sire","Adult","Adult",2017,2013,3,1,1,0,NA,2018,1,1,2018,1,0,0,0,1,1,"semelparous",1,1,"Adult",1,2,1,2018
"371","Uts_17A_028","sire","Adult","Adult",2017,2010,4,3,3,0,NA,2018,3,1,2018,18,0,0,0,18,1,"semelparous",1,1,"Adult",1,2,1,2018
"372","Uts_17A_029","sire","Adult","Adult",2017,2012,3,2,2,0,NA,2018,2,1,2018,7,2,0,0,9,1,"semelparous",1,1,"Adult",1,1,1,2018
"373","Uts_17A_030","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,10,0,0,0,10,1,"semelparous",1,1,"Adult",1,2,1,2018
"374","Uts_17A_034","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,7,2,0,0,9,1,"semelparous",1,1,"Adult",2,2,1,2018
"375","Uts_17A_035","sire","Adult","Adult",2017,2007,6,4,4,0,NA,2018,4,1,2018,20,1,1,0,22,1,"semelparous",1,1,"Adult",3,3,1,2018
"376","Uts_17A_036","sire","Adult","Adult",2017,2013,3,1,1,0,NA,2018,1,1,2018,12,0,0,0,12,1,"semelparous",1,1,"Adult",1,2,1,2018
"377","Uts_17A_041","sire","Adult","Adult",2017,2011,5,1,1,0,NA,2018,1,1,2018,4,0,0,0,4,1,"semelparous",1,1,"Adult",1,1,1,2018
"378","Uts_17A_042","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,0,1,0,0,1,1,"semelparous",1,1,"Adult",2,2,1,2018
"379","Uts_17A_043","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,1,0,0,0,1,1,"semelparous",1,1,"Adult",1,1,1,2018
"380","Uts_17A_044","sire","Adult","Adult",2017,2010,4,3,3,0,NA,2018,3,1,2018,17,4,1,0,22,1,"semelparous",1,1,"Adult",2,3,1,2018
"381","Uts_17A_048","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,2,0,0,0,2,1,"semelparous",1,1,"Adult",1,3,1,2018
"382","Uts_17A_049","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,0,1,1,0,2,1,"semelparous",1,1,"Adult",1,3,1,2018
"383","Uts_17A_050","sire","Adult","Adult",2017,2011,3,3,3,0,NA,2018,3,1,2018,7,6,1,0,14,1,"semelparous",1,1,"Adult",3,3,1,2018
"384","Uts_17A_052","sire","Adult","Adult",2017,2013,3,1,1,0,NA,2018,1,1,2018,9,2,0,0,11,1,"semelparous",1,1,"Adult",2,2,1,2018
"385","Uts_17A_053","sire","Adult","Adult",2017,2011,4,2,2,0,NA,2018,2,1,2018,20,5,0,0,25,1,"semelparous",1,1,"Adult",1,3,1,2018
"386","Uts_17A_054","sire","Adult","Adult",2017,2013,3,1,1,0,NA,2018,1,1,2018,0,1,0,0,1,1,"semelparous",1,1,"Adult",1,1,1,2018
"387","Uts_17A_057","sire","Adult","Adult",2017,2012,3,2,2,0,NA,2018,2,1,2018,55,4,0,0,59,1,"semelparous",1,1,"Adult",1,2,1,2018
"388","Uts_17A_058","sire","Adult","Adult",2017,2013,3,1,1,0,NA,2018,1,1,2018,3,1,0,0,4,1,"semelparous",1,1,"Adult",1,2,1,2018
"389","Uts_17A_059","sire","Adult","Adult",2017,2013,3,1,1,0,NA,2018,1,1,2018,1,0,0,0,1,1,"semelparous",1,1,"Adult",1,1,1,2018
"390","Uts_17A_061","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,5,0,0,0,5,1,"semelparous",1,1,"Adult",2,2,1,2018
"391","Uts_17A_062","sire","Adult","Adult",2017,2013,3,1,1,0,NA,2018,1,1,2018,2,0,0,0,2,1,"semelparous",1,1,"Adult",2,2,1,2018
"392","Uts_17A_064","sire","Adult","Adult",2017,2011,3,3,3,1,"1S1",2018,1,1,2018,33,3,0,0,36,1,"semelparous",1,1,"Adult",2,2,1,2018
"393","Uts_17A_065","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2017,0,0,1,0,1,1,"semelparous",1,1,"Adult",2,2,1,2017
"394","Uts_17A_067","sire","Adult","Adult",2017,2012,3,2,2,0,NA,2018,2,1,2018,12,3,0,0,15,1,"semelparous",1,1,"Adult",2,2,1,2018
"395","Uts_17A_069","sire","Adult","Adult",2017,2011,3,3,3,1,"1S1",2017,1,1,2018,7,1,1,0,9,1,"semelparous",1,1,"Adult",2,2,1,2018
"396","Uts_17A_070","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,11,0,0,0,11,1,"semelparous",1,1,"Adult",1,2,1,2018
"397","Uts_17A_071","sire","Adult","Adult",2017,2010,4,3,3,0,NA,2013,3,1,2012,0,1,0,0,1,3,"iteroparous",1,1,"MMP",2,2,3,2018
"398","Uts_17A_071","sire","Adult","Adult",2017,2010,4,3,3,0,NA,2013,3,1,2014,1,0,0,0,1,3,"iteroparous",1,1,"MMP",2,2,3,2018
"399","Uts_17A_071","sire","Adult","Adult",2017,2010,4,3,3,0,NA,2013,3,3,2018,8,1,0,0,9,3,"iteroparous",1,2,"Adult",2,2,3,2018
"400","Uts_17A_076","sire","Adult","Adult",2017,2012,3,2,2,0,NA,2018,2,1,2018,9,0,0,0,9,1,"semelparous",1,1,"Adult",1,3,1,2018
"401","Uts_17A_083","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,4,1,0,0,5,1,"semelparous",1,1,"Adult",2,2,1,2018
"402","Uts_17A_084","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,0,1,0,0,1,1,"semelparous",1,1,"Adult",1,1,1,2018
"403","Uts_17A_085","sire","Adult","Adult",2017,2010,4,3,3,0,NA,2018,3,1,2018,24,3,0,0,27,1,"semelparous",1,1,"Adult",3,3,1,2018
"404","Uts_17A_089","sire","Adult","Adult",2017,2013,3,1,1,0,NA,2018,1,1,2018,12,0,0,0,12,1,"semelparous",1,1,"Adult",1,3,1,2018
"405","Uts_17A_097","sire","Adult","Adult",2017,2011,3,3,3,0,NA,2018,3,1,2018,32,8,0,0,40,1,"semelparous",1,1,"Adult",2,3,1,2018
"406","Uts_17_0y_0086","sire","Offspring","0+",2017,2017,4,NA,NA,0,NA,2019,-2,1,2019,1,0,0,0,1,1,"semelparous",1,1,"MMP",1,2,1,2019
"407","Uts_17_0y_0378","sire","Offspring","0+",2017,2017,4,NA,NA,0,NA,2018,-3,1,2018,0,1,0,0,1,1,"semelparous",1,1,"MMP",1,1,1,2018
"408","Uts_17_0y_1005","sire","Offspring","0+",2017,2017,4,NA,NA,0,NA,2019,-2,1,2019,1,0,0,0,1,1,"semelparous",1,1,"MMP",2,3,1,2019
"409","Uts_17_0y_2141","sire","Offspring","0+",2017,2017,4,NA,NA,0,NA,2019,-2,1,2019,1,0,0,0,1,1,"semelparous",1,1,"MMP",1,2,1,2019
"410","Uts_17_0y_2174","sire","Offspring","0+",2017,2017,4,NA,NA,0,NA,2019,-2,1,2019,1,0,0,0,1,1,"semelparous",1,1,"MMP",1,3,1,2019
"411","Uts_17_1y_0806","sire","Offspring","1+",2017,2016,4,NA,NA,0,NA,2018,-2,1,2017,0,0,1,0,1,1,"semelparous",1,1,"MMP",2,2,1,2017
"412","Uts_17_1y_1156","sire","Offspring","1+",2017,2016,4,NA,NA,0,NA,2019,-1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"MMP",2,2,1,2019
"413","Uts_18A_002","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,4,0,0,0,4,1,"semelparous",1,1,"Adult",2,2,1,2019
"414","Uts_18A_006","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,3,0,0,0,3,1,"semelparous",1,1,"Adult",2,2,1,2019
"415","Uts_18A_007","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,2,0,0,0,2,1,"semelparous",1,1,"Adult",1,2,1,2019
"416","Uts_18A_008","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,2,0,0,0,2,1,"semelparous",1,1,"Adult",1,2,1,2019
"417","Uts_18A_009","sire","Adult","Adult",2018,2012,3,3,3,0,NA,2019,3,1,2019,28,0,0,0,28,1,"semelparous",1,1,"Adult",1,3,1,2019
"418","Uts_18A_010","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",2,2,1,2019
"419","Uts_18A_012","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,9,0,0,0,9,1,"semelparous",1,1,"Adult",2,2,1,2019
"420","Uts_18A_013","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,10,0,0,0,10,1,"semelparous",1,1,"Adult",1,2,1,2019
"421","Uts_18A_014","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,3,0,0,0,3,1,"semelparous",1,1,"Adult",2,2,1,2019
"422","Uts_18A_015","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,3,0,0,0,3,1,"semelparous",1,1,"Adult",2,2,1,2019
"423","Uts_18A_017","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,16,0,0,0,16,1,"semelparous",1,1,"Adult",1,2,1,2019
"424","Uts_18A_020","sire","Adult","Adult",2018,2012,4,NA,2,0,NA,2019,2,1,2019,4,0,0,0,4,1,"semelparous",1,1,"Adult",1,1,1,2019
"425","Uts_18A_022","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2018,1,1,2017,4,0,0,0,4,1,"semelparous",1,1,"MMP",1,1,1,2017
"426","Uts_18A_023","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,7,0,0,0,7,1,"semelparous",1,1,"Adult",2,3,1,2019
"427","Uts_18A_024","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",2,2,1,2019
"428","Uts_18A_028","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",1,1,1,2019
"429","Uts_18A_029","sire","Adult","Adult",2018,2012,4,NA,2,0,NA,2019,2,1,2019,3,0,0,0,3,1,"semelparous",1,1,"Adult",1,1,1,2019
"430","Uts_18A_032","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",2,2,1,2019
"431","Uts_18A_033","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2018,1,1,2017,1,0,0,0,1,1,"semelparous",1,1,"MMP",1,2,1,2017
"432","Uts_18A_034","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",1,1,1,2019
"433","Uts_18A_037","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,6,0,0,0,6,1,"semelparous",1,1,"Adult",2,2,1,2019
"434","Uts_18A_046","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2018,1,1,2017,1,0,0,0,1,2,"iteroparous",1,1,"MMP",1,2,2,2019
"435","Uts_18A_046","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2018,1,1,2019,27,0,0,0,27,2,"iteroparous",1,1,"Adult",1,2,2,2019
"436","Uts_18A_047","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,25,0,0,0,25,1,"semelparous",1,1,"Adult",2,2,1,2019
"437","Uts_18A_049","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,3,0,0,0,3,1,"semelparous",1,1,"Adult",2,2,1,2019
"438","Uts_18A_050","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,5,0,0,0,5,1,"semelparous",1,1,"Adult",1,1,1,2019
"439","Uts_18A_052","sire","Adult","Adult",2018,2012,4,2,2,0,NA,2014,2,1,2013,0,1,0,0,1,2,"iteroparous",1,1,"MMP",2,2,2,2019
"440","Uts_18A_052","sire","Adult","Adult",2018,2012,4,2,2,0,NA,2014,2,3,2019,13,0,0,0,13,2,"iteroparous",1,2,"Adult",2,2,2,2019
"441","Uts_18A_053","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,6,0,0,0,6,1,"semelparous",1,1,"Adult",1,3,1,2019
"442","Uts_18A_054","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,4,0,0,0,4,1,"semelparous",1,1,"Adult",1,3,1,2019
"443","Uts_18A_056","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,4,0,0,0,4,1,"semelparous",1,1,"Adult",1,2,1,2019
"444","Uts_18A_057","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,12,0,0,0,12,1,"semelparous",1,1,"Adult",1,2,1,2019
"445","Uts_18A_058","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2015,1,1,2014,2,0,0,0,2,1,"semelparous",1,1,"MMP",1,1,1,2014
"446","Uts_18A_059","sire","Adult","Adult",2018,2010,4,4,4,0,NA,2019,4,1,2019,10,0,0,0,10,1,"semelparous",1,1,"Adult",2,3,1,2019
"447","Uts_18A_065","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",1,2,1,2019
"448","Uts_18A_066","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,10,0,0,0,10,1,"semelparous",1,1,"Adult",2,2,1,2019
"449","Uts_18A_068","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,12,0,0,0,12,1,"semelparous",1,1,"Adult",2,2,1,2019
"450","Uts_18A_072","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,10,0,0,0,10,1,"semelparous",1,1,"Adult",1,1,1,2019
"451","Uts_18A_073","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2015,1,1,2014,1,0,0,0,1,1,"semelparous",1,1,"MMP",1,2,1,2014
"452","Uts_18A_078","sire","Adult","Adult",2018,2012,5,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",2,2,1,2019
"453","Uts_18A_081","sire","Adult","Adult",2018,2012,5,1,1,0,NA,2019,1,1,2019,11,0,0,0,11,1,"semelparous",1,1,"Adult",1,2,1,2019
"454","Uts_18A_082","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,11,0,0,0,11,1,"semelparous",1,1,"Adult",2,2,1,2019
"455","Uts_18A_090","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,6,0,0,0,6,1,"semelparous",1,1,"Adult",1,3,1,2019
"456","Uts_18A_091","sire","Adult","Adult",2018,2012,5,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",2,2,1,2019
"457","Uts_18A_092","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",2,2,1,2019
"458","Uts_18A_101","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,3,0,0,0,3,1,"semelparous",1,1,"Adult",2,2,1,2019
"459","Uts_18A_104","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",2,2,1,2019
"460","Uts_18A_106","sire","Adult","Adult",2018,2012,5,1,1,0,NA,2019,1,1,2019,5,0,0,0,5,1,"semelparous",1,1,"Adult",2,2,1,2019
"461","Uts_18A_107","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",2,1,1,2019
"462","Uts_18A_108","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2015,1,1,2014,0,1,0,0,1,1,"semelparous",1,1,"MMP",1,1,1,2014
"463","Uts_18A_110","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,4,0,0,0,4,1,"semelparous",1,1,"Adult",2,3,1,2019
"464","Uts_18A_112","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2015,1,1,2014,1,0,0,0,1,1,"semelparous",1,1,"MMP",1,1,1,2014
"465","Uts_18A_113","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,2,0,0,0,2,1,"semelparous",1,1,"Adult",1,2,1,2019
"466","Uts_18A_115","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,2,0,0,0,2,1,"semelparous",1,1,"Adult",1,2,1,2019
"467","Uts_18A_122","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2015,1,1,2014,1,0,0,0,1,2,"iteroparous",1,1,"MMP",1,2,2,2019
"468","Uts_18A_122","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2015,1,3,2019,3,0,0,0,3,2,"iteroparous",1,2,"Adult",1,2,2,2019
"469","Uts_18_0y_1899","sire","Offspring","0+",2018,2018,4,NA,NA,0,NA,2019,-3,1,2019,1,0,0,0,1,1,"semelparous",1,1,"MMP",1,2,1,2019
"470","Uts_18_1y_0810","sire","Offspring","1+",2018,2017,4,NA,NA,0,NA,2019,-2,1,2019,1,0,0,0,1,1,"semelparous",1,1,"MMP",2,2,1,2019
"471","Uts_18_1y_1793","sire","Offspring","1+",2018,2017,4,NA,NA,0,NA,2019,-2,1,2018,0,1,0,0,1,1,"semelparous",1,1,"MMP",1,3,1,2018
"472","Uts_18_1y_2210","sire","Offspring","1+",2018,2017,4,NA,NA,0,NA,2019,-2,1,2019,1,0,0,0,1,1,"semelparous",1,1,"MMP",1,2,1,2019
"473","Uts_18_2-3y_1125","sire","Offspring","2-3+",2018,2016,4,NA,NA,0,NA,2019,-1,1,2019,2,0,0,0,2,1,"semelparous",1,1,"MMP",1,2,1,2019
"474","Uts_18_2-3y_1677","sire","Offspring","2-3+",2018,2016,4,NA,NA,0,NA,2019,-1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"MMP",1,3,1,2019
"475","Uts_18_2-3y_1816","sire","Offspring","2-3+",2018,2016,4,NA,NA,0,NA,2018,-2,1,2017,0,0,1,0,1,1,"semelparous",1,1,"MMP",1,3,1,2017
"476","Uts_11A_22","dam","Adult","Adult",2011,2006,3,2,2,0,NA,2012,2,1,2012,19,11,1,1,32,4,"iteroparous",1,1,NA,1,2,4,2018
"477","Uts_11A_22","dam","Adult","Adult",2011,2006,3,2,2,0,NA,2012,2,2,2014,64,20,3,0,87,4,"iteroparous",1,2,NA,1,2,4,2018
"478","Uts_11A_22","dam","Adult","Adult",2011,2006,3,2,2,0,NA,2012,2,3,2016,273,38,13,0,324,4,"iteroparous",1,3,NA,1,2,4,2018
"479","Uts_11A_22","dam","Adult","Adult",2011,2006,3,2,2,0,NA,2012,2,4,2018,104,9,0,0,113,4,"iteroparous",1,4,NA,1,2,4,2018
"480","Uts_11A_28","dam","Adult","Adult",2011,2004,4,3,3,0,NA,2012,3,1,2012,26,28,2,0,56,2,"iteroparous",1,1,NA,2,2,2,2017
"481","Uts_11A_28","dam","Adult","Adult",2011,2004,4,3,3,0,NA,2012,3,3,2017,1,0,0,0,1,2,"iteroparous",1,2,NA,2,2,2,2017
"482","Uts_11A_29","dam","Adult","Adult",2011,2005,3,3,3,0,NA,2012,3,1,2012,24,28,1,1,54,1,"semelparous",1,1,NA,1,2,1,2012
"483","Uts_11A_37","dam","Adult","Adult",2011,2003,3,5,5,1,"3S1",2010,3,1,2010,0,0,0,12,12,2,"iteroparous",1,1,NA,2,2,2,2012
"484","Uts_11A_37","dam","Adult","Adult",2011,2003,3,5,5,1,"3S1",2010,3,2,2012,28,18,2,2,50,2,"iteroparous",1,2,NA,2,2,2,2012
"485","Uts_11A_39","dam","Adult","Adult",2011,2004,3,4,4,0,NA,2012,4,1,2012,25,12,0,2,39,1,"semelparous",1,1,NA,3,3,1,2012
"486","Uts_11A_52","dam","Adult","Adult",2011,2005,3,3,3,0,NA,2012,3,1,2012,4,0,1,0,5,1,"semelparous",1,1,NA,2,3,1,2012
"487","Uts_11A_53","dam","Adult","Adult",2011,2005,3,3,3,0,NA,2012,3,1,2012,32,24,4,3,63,1,"semelparous",1,1,NA,2,3,1,2012
"488","Uts_12A_003","dam","Adult","Adult",2012,2005,4,3,3,1,"1S1",2013,1,1,2013,22,4,1,1,28,1,"semelparous",1,1,NA,2,2,1,2013
"489","Uts_12A_004","dam","Adult","Adult",2012,2005,5,2,2,0,NA,2013,2,1,2013,44,3,1,0,48,1,"semelparous",1,1,NA,1,3,1,2013
