"id","dam","sire","LLRdam","LLRsire","LLRpair","OHdam","OHsire","MEpair"
"Uts_11A_01",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_02",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_03",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_04",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_05",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_06",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_07",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_08",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_09",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_10",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_11",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_12",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_13",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_14",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_15",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_16",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_17",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_18",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_19",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_20",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_21",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_22",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_23",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_24",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_25",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_26",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_27",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_28",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_29",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_30",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_31",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_32",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_33",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_34",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_35",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_36",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_37",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_38",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_39",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_40",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_41",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_42",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_44",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_45",NA,"Uts_11A_40",NA,2.88,NA,NA,0,NA
"Uts_11A_46",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_47",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_48",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_49",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_50",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_51",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_52",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_53",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_11A_54",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_001",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_002",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_003",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_004",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_005",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_006",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_007",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_008",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_009",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_010",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_011",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_012",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_013",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_014",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_015",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_016",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_017",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_019",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_020",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_021",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_022",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_023",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_024",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_025",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_026",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_027",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_028",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_030",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_031",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_033",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_034",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_035",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_12A_036",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_002",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_003",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_004",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_005",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_006",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_007",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_008",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_010",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_011",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_014",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_015",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_016",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_018",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_019",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_020",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_022",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_023",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_024",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_026",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_027",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_028",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_029",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_030",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_031",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_032",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_033",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_034",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_035",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_036",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_037",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_038",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_039",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_040",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_042",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_043",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_044",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_045",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_046",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_047",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_048",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_049",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_050",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_051",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_052",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_053",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_055",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_056",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_057",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_058",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_059",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_060",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_061",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_062",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_063",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_064",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_065",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_066",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_13A_067",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_001","Uts_11A_37",NA,5.03,NA,NA,0,NA,NA
"Uts_14A_002",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_003",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_004",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_005","Uts_11A_37",NA,4.29,NA,NA,0,NA,NA
"Uts_14A_006",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_007",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_008",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_009",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_010",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_011","Uts_11A_37",NA,2.28,NA,NA,0,NA,NA
"Uts_14A_013",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_014",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_015",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_016","Uts_11A_37",NA,3.01,NA,NA,0,NA,NA
"Uts_14A_018",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_019","Uts_11A_37",NA,5.16,NA,NA,0,NA,NA
"Uts_14A_021",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_022",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_023",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_024",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_025",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_026",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_027",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_028",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_030",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_031",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_032",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_033",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_034",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_035",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_036",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_037",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_038",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_039",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_040",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_041",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_044",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_045",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_046",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_047",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_048",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_050",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_051",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_052",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_053",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_054",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_055",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_056",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_057",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_058",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_060",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_061","Uts_11A_37",NA,2.01,NA,NA,0,NA,NA
"Uts_14A_062",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_063",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_064",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_065",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_066",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_067",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_068",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_070",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_071",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_072",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_073",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_074",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_075",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_077","Uts_11A_37",NA,2.5,NA,NA,0,NA,NA
"Uts_14A_078",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_079",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_080",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_081",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_083",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_084",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_085",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_086",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_087",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_088",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_089",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_090",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_091",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_092",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_093",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_094",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_095",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_096",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_097",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_099",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_100",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_101",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_102",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_103",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_104",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_105",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_106",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_107",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_109",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_14A_110",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_001",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_002",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_003",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_004",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_005",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_006",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_007",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_008",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_010",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_011",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_012",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_013",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_014",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_015",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_016",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_017",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_018",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_019",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_020",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_021",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_022",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_023",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_024",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_025",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_026","Uts_11A_37",NA,3.52,NA,NA,0,NA,NA
"Uts_15A_027",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_028",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_029",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_030",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_031",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_032",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_033",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_034",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_035",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_036",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_037",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_038",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_039",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_040",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_041",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_042",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_043",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_044",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_045",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_046",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_047",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_048",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_049",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_050",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_051",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_052",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_053",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_054",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_055",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_056",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_057",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_058",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_059",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_060",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_061",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_062",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_063",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_064",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_065",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_066",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_067",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_068",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_069",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_070",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_071",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_072",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_073",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_074",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_076",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_077",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_078",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_079",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_080",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_081",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_15A_082",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_001","Uts_11A_37",NA,2.23,NA,NA,0,NA,NA
"Uts_16A_002",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_003",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_004",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_005",NA,"Uts_11A_51",NA,5.84,NA,NA,0,NA
"Uts_16A_006",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_007",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_008",NA,"Uts_11A_49",NA,3.69,NA,NA,0,NA
"Uts_16A_009",NA,"Uts_11A_12",NA,3.07,NA,NA,0,NA
"Uts_16A_010","Uts_11A_53","Uts_11A_15",3.11,3.08,6.75,0,0,0
"Uts_16A_012",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_013",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_014",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_015",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_016",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_017",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_019","Uts_11A_22","Uts_13A_043",4.52,4.15,6.79,0,0,0
"Uts_16A_020",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_021",NA,"Uts_11A_06",NA,2.03,NA,NA,0,NA
"Uts_16A_022",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_023",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_024",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_025",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_026",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_027",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_028",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_029",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_030",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_031",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_032",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_034",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_035",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_036",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_037",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_038",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_039",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_040",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_041",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_042",NA,"Uts_11A_19",NA,3.28,NA,NA,0,NA
"Uts_16A_043",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_044",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_045",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_046","Uts_11A_37","Uts_11A_17",-0.55,4.46,1.79,1,0,1
"Uts_16A_047",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_048",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_049",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_050","Uts_11A_37",NA,4.12,NA,NA,0,NA,NA
"Uts_16A_051",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_052",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_053",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_054","Uts_11A_53",NA,7.1,NA,NA,0,NA,NA
"Uts_16A_055",NA,"Uts_13A_024",NA,6.71,NA,NA,0,NA
"Uts_16A_056",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_057",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_058",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_059",NA,"Uts_13A_029",NA,3.44,NA,NA,0,NA
"Uts_16A_060",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_061",NA,"Uts_11A_36",NA,2.84,NA,NA,0,NA
"Uts_16A_062",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_064",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_066",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_067",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_068",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_069",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_070",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_071",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_072",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_073",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_074",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_076",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_077",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_078",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_079",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_081","Uts_11A_29",NA,2.7,NA,NA,0,NA,NA
"Uts_16A_082",NA,"Uts_11A_11",NA,3.41,NA,NA,0,NA
"Uts_16A_083",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_084",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_085",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_086",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_087",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_089",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_090",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_091",NA,NA,NA,NA,NA,NA,NA,NA
"Uts_16A_092",NA,NA,NA,NA,NA,NA,NA,NA
