"","ID","sex","type","class.cor","year","birthyear.int","Scale.smoltage","scale.seaage","InterpAge","Respawner","respawner.info","firstcohort","seaageatmaturity","cohort","cohort.year.all","0+","1+","2-3+","Adult","n.offspring","cohort.total","respawner.gen","min.cohort","cohort.rank","mature","AKAP11_4_fix","c25_1441_SAC","cohort.max","cohort.max.year"
"288","Uts_17A_041","sire","Adult","Adult",2017,2011,5,1,1,0,NA,2018,1,1,2018,4,0,0,0,4,1,"semelparous",1,1,"Adult",1,1,1,2018
"289","Uts_17A_042","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,0,1,0,0,1,1,"semelparous",1,1,"Adult",2,2,1,2018
"290","Uts_17A_043","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,1,0,0,0,1,1,"semelparous",1,1,"Adult",1,1,1,2018
"291","Uts_17A_044","sire","Adult","Adult",2017,2010,4,3,3,0,NA,2018,3,1,2018,17,4,1,0,22,1,"semelparous",1,1,"Adult",2,3,1,2018
"292","Uts_17A_048","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,2,0,0,0,2,1,"semelparous",1,1,"Adult",1,3,1,2018
"293","Uts_17A_049","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,0,1,1,0,2,1,"semelparous",1,1,"Adult",1,3,1,2018
"294","Uts_17A_050","sire","Adult","Adult",2017,2011,3,3,3,0,NA,2018,3,1,2018,7,6,1,0,14,1,"semelparous",1,1,"Adult",3,3,1,2018
"295","Uts_17A_052","sire","Adult","Adult",2017,2013,3,1,1,0,NA,2018,1,1,2018,9,2,0,0,11,1,"semelparous",1,1,"Adult",2,2,1,2018
"296","Uts_17A_053","sire","Adult","Adult",2017,2011,4,2,2,0,NA,2018,2,1,2018,20,5,0,0,25,1,"semelparous",1,1,"Adult",1,3,1,2018
"297","Uts_17A_054","sire","Adult","Adult",2017,2013,3,1,1,0,NA,2018,1,1,2018,0,1,0,0,1,1,"semelparous",1,1,"Adult",1,1,1,2018
"298","Uts_17A_057","sire","Adult","Adult",2017,2012,3,2,2,0,NA,2018,2,1,2018,55,4,0,0,59,1,"semelparous",1,1,"Adult",1,2,1,2018
"299","Uts_17A_058","sire","Adult","Adult",2017,2013,3,1,1,0,NA,2018,1,1,2018,3,1,0,0,4,1,"semelparous",1,1,"Adult",1,2,1,2018
"300","Uts_17A_059","sire","Adult","Adult",2017,2013,3,1,1,0,NA,2018,1,1,2018,1,0,0,0,1,1,"semelparous",1,1,"Adult",1,1,1,2018
"301","Uts_17A_061","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,5,0,0,0,5,1,"semelparous",1,1,"Adult",2,2,1,2018
"302","Uts_17A_062","sire","Adult","Adult",2017,2013,3,1,1,0,NA,2018,1,1,2018,2,0,0,0,2,1,"semelparous",1,1,"Adult",2,2,1,2018
"303","Uts_17A_064","sire","Adult","Adult",2017,2011,3,3,3,1,"1S1",2018,1,1,2018,33,3,0,0,36,1,"semelparous",1,1,"Adult",2,2,1,2018
"304","Uts_17A_065","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,0,0,1,0,1,1,"semelparous",1,1,"Adult",2,2,1,2018
"305","Uts_17A_067","sire","Adult","Adult",2017,2012,3,2,2,0,NA,2018,2,1,2018,12,3,0,0,15,1,"semelparous",1,1,"Adult",2,2,1,2018
"306","Uts_17A_069","sire","Adult","Adult",2017,2011,3,3,3,1,"1S1",2017,1,1,2018,7,1,1,0,9,1,"semelparous",1,1,"Adult",2,2,1,2018
"307","Uts_17A_070","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,11,0,0,0,11,1,"semelparous",1,1,"Adult",1,2,1,2018
"308","Uts_17A_071","sire","Adult","Adult",2017,2010,4,3,3,0,NA,2015,3,1,2014,1,0,0,0,1,2,"iteroparous",1,1,"MMP",2,2,2,2018
"309","Uts_17A_071","sire","Adult","Adult",2017,2010,4,3,3,0,NA,2015,3,2,2018,8,1,0,0,9,2,"iteroparous",1,2,"Adult",2,2,2,2018
"310","Uts_17A_076","sire","Adult","Adult",2017,2012,3,2,2,0,NA,2018,2,1,2018,9,0,0,0,9,1,"semelparous",1,1,"Adult",1,3,1,2018
"311","Uts_17A_083","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,4,1,0,0,5,1,"semelparous",1,1,"Adult",2,2,1,2018
"312","Uts_17A_084","sire","Adult","Adult",2017,2012,4,1,1,0,NA,2018,1,1,2018,0,1,0,0,1,1,"semelparous",1,1,"Adult",1,1,1,2018
"313","Uts_17A_085","sire","Adult","Adult",2017,2010,4,3,3,0,NA,2018,3,1,2018,24,3,0,0,27,1,"semelparous",1,1,"Adult",3,3,1,2018
"314","Uts_17A_089","sire","Adult","Adult",2017,2013,3,1,1,0,NA,2018,1,1,2018,12,0,0,0,12,1,"semelparous",1,1,"Adult",1,3,1,2018
"315","Uts_17A_097","sire","Adult","Adult",2017,2011,3,3,3,0,NA,2018,3,1,2018,32,8,0,0,40,1,"semelparous",1,1,"Adult",2,3,1,2018
"316","Uts_18A_002","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,4,0,0,0,4,1,"semelparous",1,1,"Adult",2,2,1,2019
"317","Uts_18A_006","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,3,0,0,0,3,1,"semelparous",1,1,"Adult",2,2,1,2019
"318","Uts_18A_007","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,2,0,0,0,2,1,"semelparous",1,1,"Adult",1,2,1,2019
"319","Uts_18A_008","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,2,0,0,0,2,1,"semelparous",1,1,"Adult",1,2,1,2019
"320","Uts_18A_009","sire","Adult","Adult",2018,2012,3,3,3,0,NA,2019,3,1,2019,28,0,0,0,28,1,"semelparous",1,1,"Adult",1,3,1,2019
"321","Uts_18A_010","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",2,2,1,2019
"322","Uts_18A_012","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,9,0,0,0,9,1,"semelparous",1,1,"Adult",2,2,1,2019
"323","Uts_18A_013","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,10,0,0,0,10,1,"semelparous",1,1,"Adult",1,2,1,2019
"324","Uts_18A_014","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,3,0,0,0,3,1,"semelparous",1,1,"Adult",2,2,1,2019
"325","Uts_18A_015","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,3,0,0,0,3,1,"semelparous",1,1,"Adult",2,2,1,2019
"326","Uts_18A_017","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,16,0,0,0,16,1,"semelparous",1,1,"Adult",1,2,1,2019
"327","Uts_18A_020","sire","Adult","Adult",2018,2012,4,NA,2,0,NA,2019,2,1,2019,4,0,0,0,4,1,"semelparous",1,1,"Adult",1,1,1,2019
"328","Uts_18A_023","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,7,0,0,0,7,1,"semelparous",1,1,"Adult",2,3,1,2019
"329","Uts_18A_024","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",2,2,1,2019
"330","Uts_18A_028","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",1,1,1,2019
"331","Uts_18A_029","sire","Adult","Adult",2018,2012,4,NA,2,0,NA,2019,2,1,2019,3,0,0,0,3,1,"semelparous",1,1,"Adult",1,1,1,2019
"332","Uts_18A_032","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",2,2,1,2019
"333","Uts_18A_034","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",1,1,1,2019
"334","Uts_18A_037","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,6,0,0,0,6,1,"semelparous",1,1,"Adult",2,2,1,2019
"335","Uts_18A_046","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,27,0,0,0,27,1,"semelparous",1,1,"Adult",1,2,1,2019
"336","Uts_18A_047","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,25,0,0,0,25,1,"semelparous",1,1,"Adult",2,2,1,2019
"337","Uts_18A_049","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,3,0,0,0,3,1,"semelparous",1,1,"Adult",2,2,1,2019
"338","Uts_18A_050","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,5,0,0,0,5,1,"semelparous",1,1,"Adult",1,1,1,2019
"339","Uts_18A_052","sire","Adult","Adult",2018,2012,4,2,2,0,NA,2019,2,1,2019,13,0,0,0,13,1,"semelparous",1,1,"Adult",2,2,1,2019
"340","Uts_18A_053","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,6,0,0,0,6,1,"semelparous",1,1,"Adult",1,3,1,2019
"341","Uts_18A_054","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,4,0,0,0,4,1,"semelparous",1,1,"Adult",1,3,1,2019
"342","Uts_18A_056","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,4,0,0,0,4,1,"semelparous",1,1,"Adult",1,2,1,2019
"343","Uts_18A_057","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,12,0,0,0,12,1,"semelparous",1,1,"Adult",1,2,1,2019
"344","Uts_18A_059","sire","Adult","Adult",2018,2010,4,4,4,0,NA,2019,4,1,2019,10,0,0,0,10,1,"semelparous",1,1,"Adult",2,3,1,2019
"345","Uts_18A_065","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",1,2,1,2019
"346","Uts_18A_066","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,10,0,0,0,10,1,"semelparous",1,1,"Adult",2,2,1,2019
"347","Uts_18A_068","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,12,0,0,0,12,1,"semelparous",1,1,"Adult",2,2,1,2019
"348","Uts_18A_072","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,10,0,0,0,10,1,"semelparous",1,1,"Adult",1,1,1,2019
"349","Uts_18A_078","sire","Adult","Adult",2018,2012,5,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",2,2,1,2019
"350","Uts_18A_081","sire","Adult","Adult",2018,2012,5,1,1,0,NA,2019,1,1,2019,11,0,0,0,11,1,"semelparous",1,1,"Adult",1,2,1,2019
"351","Uts_18A_082","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,11,0,0,0,11,1,"semelparous",1,1,"Adult",2,2,1,2019
"352","Uts_18A_090","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,6,0,0,0,6,1,"semelparous",1,1,"Adult",1,3,1,2019
"353","Uts_18A_091","sire","Adult","Adult",2018,2012,5,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",2,2,1,2019
"354","Uts_18A_092","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",2,2,1,2019
"355","Uts_18A_101","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,3,0,0,0,3,1,"semelparous",1,1,"Adult",2,2,1,2019
"356","Uts_18A_104","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",2,2,1,2019
"357","Uts_18A_106","sire","Adult","Adult",2018,2012,5,1,1,0,NA,2019,1,1,2019,5,0,0,0,5,1,"semelparous",1,1,"Adult",2,2,1,2019
"358","Uts_18A_107","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,"Adult",2,1,1,2019
"359","Uts_18A_110","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,4,0,0,0,4,1,"semelparous",1,1,"Adult",2,3,1,2019
"360","Uts_18A_113","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,2,0,0,0,2,1,"semelparous",1,1,"Adult",1,2,1,2019
"361","Uts_18A_115","sire","Adult","Adult",2018,2014,3,1,1,0,NA,2019,1,1,2019,2,0,0,0,2,1,"semelparous",1,1,"Adult",1,2,1,2019
"362","Uts_18A_122","sire","Adult","Adult",2018,2013,4,1,1,0,NA,2019,1,1,2019,3,0,0,0,3,1,"semelparous",1,1,"Adult",1,2,1,2019
"363","Uts_11A_22","dam","Adult","Adult",2011,2006,3,2,2,0,NA,2012,2,1,2012,19,11,1,1,32,4,"iteroparous",1,1,NA,1,2,4,2018
"364","Uts_11A_22","dam","Adult","Adult",2011,2006,3,2,2,0,NA,2012,2,2,2014,64,21,3,0,88,4,"iteroparous",1,2,NA,1,2,4,2018
"365","Uts_11A_22","dam","Adult","Adult",2011,2006,3,2,2,0,NA,2012,2,3,2016,273,38,13,0,324,4,"iteroparous",1,3,NA,1,2,4,2018
"366","Uts_11A_22","dam","Adult","Adult",2011,2006,3,2,2,0,NA,2012,2,4,2018,105,10,0,0,115,4,"iteroparous",1,4,NA,1,2,4,2018
"367","Uts_11A_28","dam","Adult","Adult",2011,2004,4,3,3,0,NA,2012,3,1,2012,26,28,2,0,56,2,"iteroparous",1,1,NA,2,2,2,2017
"368","Uts_11A_28","dam","Adult","Adult",2011,2004,4,3,3,0,NA,2012,3,3,2017,1,0,0,0,1,2,"iteroparous",1,2,NA,2,2,2,2017
"369","Uts_11A_29","dam","Adult","Adult",2011,2005,3,3,3,0,NA,2012,3,1,2012,24,28,1,1,54,1,"semelparous",1,1,NA,1,2,1,2012
"370","Uts_11A_37","dam","Adult","Adult",2011,2003,3,5,5,1,"3S1",2010,3,1,2010,0,0,0,12,12,2,"iteroparous",1,1,NA,2,2,2,2012
"371","Uts_11A_37","dam","Adult","Adult",2011,2003,3,5,5,1,"3S1",2010,3,2,2012,28,18,2,2,50,2,"iteroparous",1,2,NA,2,2,2,2012
"372","Uts_11A_39","dam","Adult","Adult",2011,2004,3,4,4,0,NA,2012,4,1,2012,25,12,0,2,39,1,"semelparous",1,1,NA,3,3,1,2012
"373","Uts_11A_52","dam","Adult","Adult",2011,2005,3,3,3,0,NA,2012,3,1,2012,4,0,1,0,5,1,"semelparous",1,1,NA,2,3,1,2012
"374","Uts_11A_53","dam","Adult","Adult",2011,2005,3,3,3,0,NA,2012,3,1,2012,32,24,4,3,63,1,"semelparous",1,1,NA,2,3,1,2012
"375","Uts_12A_003","dam","Adult","Adult",2012,2005,4,3,3,1,"1S1",2013,1,1,2013,22,4,1,1,28,1,"semelparous",1,1,NA,2,2,1,2013
"376","Uts_12A_004","dam","Adult","Adult",2012,2005,5,2,2,0,NA,2013,2,1,2013,44,3,1,0,48,1,"semelparous",1,1,NA,1,3,1,2013
"377","Uts_12A_019","dam","Adult","Adult",2012,2007,3,2,2,0,NA,2013,2,1,2013,17,1,2,0,20,1,"semelparous",1,1,NA,1,2,1,2013
"378","Uts_12A_021","dam","Adult","Adult",2012,2007,3,2,2,0,NA,2013,2,1,2013,3,0,0,0,3,1,"semelparous",1,1,NA,2,2,1,2013
"379","Uts_12A_030","dam","Adult","Adult",2012,2007,3,2,2,0,NA,2013,2,1,2013,104,11,1,0,116,1,"semelparous",1,1,NA,1,2,1,2013
"380","Uts_12_0y_333","dam","Offspring","0+",2012,2012,4,NA,NA,0,NA,2018,2,1,2018,1,0,0,0,1,1,"semelparous",1,1,NA,2,2,1,2018
"381","Uts_12_0y_519","dam","Offspring","0+",2012,2012,4,NA,NA,0,NA,2019,3,1,2019,2,0,0,0,2,1,"semelparous",1,1,NA,2,3,1,2019
"382","Uts_12_0y_537","dam","Offspring","0+",2012,2012,4,NA,NA,0,NA,2018,2,1,2018,0,1,0,0,1,1,"semelparous",1,1,NA,2,2,1,2018
"383","Uts_12_0y_698","dam","Offspring","0+",2012,2012,4,NA,NA,0,NA,2019,3,1,2019,1,0,0,0,1,1,"semelparous",1,1,NA,1,2,1,2019
"384","Uts_12_0y_763","dam","Offspring","0+",2012,2012,4,NA,NA,0,NA,2019,3,1,2019,1,0,0,0,1,1,"semelparous",1,1,NA,2,2,1,2019
"385","Uts_12_0y_806","dam","Offspring","0+",2012,2012,4,NA,NA,0,NA,2019,3,1,2019,1,0,0,0,1,1,"semelparous",1,1,NA,2,2,1,2019
"386","Uts_13A_004","dam","Adult","Adult",2013,2007,3,3,3,0,NA,2014,3,1,2014,1,1,0,0,2,1,"semelparous",1,1,NA,1,1,1,2014
"387","Uts_13A_033","dam","Adult","Adult",2013,2007,3,3,3,0,NA,2014,3,1,2014,49,14,3,3,69,1,"semelparous",1,1,NA,1,2,1,2014
"388","Uts_13A_037","dam","Adult","Adult",2013,2006,4,3,3,0,NA,2014,3,1,2014,10,5,0,2,17,1,"semelparous",1,1,NA,2,3,1,2014
"389","Uts_13A_039","dam","Adult","Adult",2013,2007,4,2,2,0,NA,2014,2,1,2014,38,8,1,1,48,1,"semelparous",1,1,NA,1,1,1,2014
"390","Uts_13A_044","dam","Adult","Adult",2013,2007,4,2,2,0,NA,2014,2,1,2014,17,3,0,1,21,2,"iteroparous",1,1,NA,2,3,2,2017
"391","Uts_13A_044","dam","Adult","Adult",2013,2007,4,2,2,0,NA,2014,2,2,2017,1,0,0,0,1,2,"iteroparous",1,2,NA,2,3,2,2017
"392","Uts_13A_047","dam","Adult","Adult",2013,2007,3,3,3,1,"1S1",2013,1,1,2014,69,16,4,7,96,3,"iteroparous",1,1,NA,1,2,3,2018
"393","Uts_13A_047","dam","Adult","Adult",2013,2007,3,3,3,1,"1S1",2013,1,2,2016,146,33,16,0,195,3,"iteroparous",1,2,NA,1,2,3,2018
"394","Uts_13A_047","dam","Adult","Adult",2013,2007,3,3,3,1,"1S1",2013,1,3,2018,60,10,7,0,77,3,"iteroparous",1,3,NA,1,2,3,2018
"395","Uts_13A_058","dam","Adult","Adult",2013,2007,4,2,2,0,NA,2014,2,1,2014,1,1,0,1,3,1,"semelparous",1,1,NA,2,2,1,2014
"396","Uts_13A_059","dam","Adult","Adult",2013,2006,5,2,2,0,NA,2014,2,1,2014,1,0,0,0,1,1,"semelparous",1,1,NA,2,2,1,2014
"397","Uts_13A_065","dam","Adult","Adult",2013,2005,3,5,5,1,"3S1",2012,3,1,2012,12,18,3,5,38,2,"iteroparous",1,1,NA,1,2,2,2014
"398","Uts_13A_065","dam","Adult","Adult",2013,2005,3,5,5,1,"3S1",2012,3,2,2014,171,52,3,2,228,2,"iteroparous",1,2,NA,1,2,2,2014
"399","Uts_13A_066","dam","Adult","Adult",2013,2007,4,2,2,0,NA,2014,2,1,2014,8,2,0,0,10,1,"semelparous",1,1,NA,2,3,1,2014
"400","Uts_13_0y_0241","dam","Offspring","0+",2013,2013,4,NA,NA,0,NA,2019,2,1,2019,1,0,0,0,1,1,"semelparous",1,1,NA,1,2,1,2019
"401","Uts_13_0y_0283","dam","Offspring","0+",2013,2013,4,NA,NA,0,NA,2019,2,1,2019,1,0,0,0,1,1,"semelparous",1,1,NA,1,3,1,2019
"402","Uts_13_1y_0244","dam","Offspring","1+",2013,2012,4,NA,NA,0,NA,2019,3,1,2019,1,0,0,0,1,1,"semelparous",1,1,NA,1,2,1,2019
"403","Uts_13_1y_0489","dam","Offspring","1+",2013,2012,4,NA,NA,0,NA,2019,3,1,2019,1,0,0,0,1,1,"semelparous",1,1,NA,1,1,1,2019
"404","Uts_13_1y_0526","dam","Offspring","1+",2013,2012,4,NA,NA,0,NA,2019,3,1,2019,1,0,0,0,1,1,"semelparous",1,1,NA,2,3,1,2019
"405","Uts_13_1y_0758","dam","Offspring","1+",2013,2012,4,NA,NA,0,NA,2018,2,1,2018,1,0,0,0,1,1,"semelparous",1,1,NA,1,1,1,2018
"406","Uts_13_1y_0842","dam","Offspring","1+",2013,2012,4,NA,NA,0,NA,2019,3,1,2019,1,0,0,0,1,1,"semelparous",1,1,NA,2,3,1,2019
"407","Uts_13_1y_0873","dam","Offspring","1+",2013,2012,4,NA,NA,0,NA,2017,1,1,2017,1,0,0,0,1,1,"semelparous",1,1,NA,1,2,1,2017
"408","Uts_14A_018","dam","Adult","Adult",2014,2008,4,NA,2,0,NA,2015,2,1,2015,1,0,0,0,1,1,"semelparous",1,1,NA,2,2,1,2015
"409","Uts_14A_024","dam","Adult","Adult",2014,2007,4,3,3,0,NA,2015,3,1,2015,46,18,5,0,69,1,"semelparous",1,1,NA,1,2,1,2015
"410","Uts_14A_050","dam","Adult","Adult",2014,2009,3,2,2,0,NA,2015,2,1,2015,0,2,2,0,4,1,"semelparous",1,1,NA,2,1,1,2015
"411","Uts_14A_063","dam","Adult","Adult",2014,2008,4,2,2,0,NA,2015,2,1,2015,1,4,1,0,6,1,"semelparous",1,1,NA,1,2,1,2015
"412","Uts_14A_066","dam","Adult","Adult",2014,2008,4,2,2,0,NA,2015,2,1,2015,17,2,1,0,20,1,"semelparous",1,1,NA,2,3,1,2015
"413","Uts_14A_107","dam","Adult","Adult",2014,2009,3,2,2,0,NA,2015,2,1,2015,1,1,0,0,2,1,"semelparous",1,1,NA,2,2,1,2015
"414","Uts_14_0y_0354","dam","Offspring","0+",2014,2014,4,NA,NA,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,NA,2,2,1,2019
"415","Uts_14_0y_0946","dam","Offspring","0+",2014,2014,4,NA,NA,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,NA,2,3,1,2019
"416","Uts_14_1y_0281","dam","Offspring","1+",2014,2013,4,NA,NA,0,NA,2019,2,1,2019,1,0,0,0,1,1,"semelparous",1,1,NA,1,2,1,2019
"417","Uts_14_2y_0089","dam","Offspring","2-3+",2014,2012,4,NA,NA,0,NA,2017,1,1,2017,1,0,0,0,1,1,"semelparous",1,1,NA,1,1,1,2017
"418","Uts_15A_010","dam","Adult","Adult",2015,2009,4,2,2,0,NA,2016,2,1,2016,89,15,5,0,109,1,"semelparous",1,1,NA,1,1,1,2016
"419","Uts_15A_011","dam","Adult","Adult",2015,2008,4,3,3,0,NA,2016,3,1,2016,19,6,2,0,27,2,"iteroparous",1,1,NA,2,3,2,2018
"420","Uts_15A_011","dam","Adult","Adult",2015,2008,4,3,3,0,NA,2016,3,2,2018,8,2,0,0,10,2,"iteroparous",1,2,NA,2,3,2,2018
"421","Uts_15A_026","dam","Adult","Adult",2015,2010,3,2,2,0,NA,2016,2,1,2016,103,12,5,0,120,1,"semelparous",1,1,NA,2,2,1,2016
"422","Uts_15A_030","dam","Adult","Adult",2015,2007,4,4,4,1,"2S1",2015,2,1,2016,52,7,2,0,61,1,"semelparous",1,1,NA,1,2,1,2016
"423","Uts_15A_054","dam","Adult","Adult",2015,2009,4,2,2,0,NA,2016,2,1,2016,5,0,0,0,5,1,"semelparous",1,1,NA,2,3,1,2016
"424","Uts_15A_055","dam","Adult","Adult",2015,2007,4,4,4,1,"2S1",2016,2,1,2016,23,4,0,0,27,1,"semelparous",1,1,NA,1,1,1,2016
"425","Uts_15A_066","dam","Adult","Adult",2015,2006,4,5,5,1,"3S1",2014,3,1,2014,77,22,6,1,106,3,"iteroparous",1,1,NA,1,2,3,2018
"426","Uts_15A_066","dam","Adult","Adult",2015,2006,4,5,5,1,"3S1",2014,3,2,2016,181,23,5,0,209,3,"iteroparous",1,2,NA,1,2,3,2018
"427","Uts_15A_066","dam","Adult","Adult",2015,2006,4,5,5,1,"3S1",2014,3,3,2018,66,5,0,0,71,3,"iteroparous",1,3,NA,1,2,3,2018
"428","Uts_15A_067","dam","Adult","Adult",2015,2008,4,3,3,0,NA,2016,3,1,2016,4,1,1,0,6,1,"semelparous",1,1,NA,2,3,1,2016
"429","Uts_15A_077","dam","Adult","Adult",2015,2009,4,2,2,0,NA,2016,2,1,2016,4,3,0,0,7,1,"semelparous",1,1,NA,1,1,1,2016
"430","Uts_15A_078","dam","Adult","Adult",2015,2009,4,2,2,0,NA,2016,2,1,2016,18,6,3,0,27,2,"iteroparous",1,1,NA,2,2,2,2018
"431","Uts_15A_078","dam","Adult","Adult",2015,2009,4,2,2,0,NA,2016,2,2,2018,31,1,0,0,32,2,"iteroparous",1,2,NA,2,2,2,2018
"432","Uts_15_1y_0072","dam","Offspring","1+",2015,2014,4,NA,NA,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,NA,1,2,1,2019
"433","Uts_15_1y_0268","dam","Offspring","1+",2015,2014,4,NA,NA,0,NA,2019,1,1,2019,1,0,0,0,1,1,"semelparous",1,1,NA,1,1,1,2019
"434","Uts_16A_036","dam","Adult","Adult",2016,2011,3,2,2,0,NA,2017,2,1,2017,9,3,3,0,15,1,"semelparous",1,1,NA,3,3,1,2017
"435","Uts_16A_037","dam","Adult","Adult",2016,2010,3,3,3,0,NA,2017,3,1,2017,27,14,5,0,46,1,"semelparous",1,1,NA,2,2,1,2017
"436","Uts_16A_043","dam","Adult","Adult",2016,2011,3,2,2,0,NA,2017,2,1,2017,0,3,0,0,3,1,"semelparous",1,1,NA,2,2,1,2017
"437","Uts_16A_048","dam","Adult","Adult",2016,2011,3,2,2,0,NA,2017,2,1,2017,17,5,1,0,23,2,"iteroparous",1,1,NA,3,3,2,2019
"438","Uts_16A_048","dam","Adult","Adult",2016,2011,3,2,2,0,NA,2017,2,2,2019,4,0,0,0,4,2,"iteroparous",1,2,NA,3,3,2,2019
"439","Uts_16A_050","dam","Adult","Adult",2016,2009,4,3,3,0,NA,2017,3,1,2017,99,26,12,0,137,2,"iteroparous",1,1,NA,2,2,2,2019
"440","Uts_16A_050","dam","Adult","Adult",2016,2009,4,3,3,0,NA,2017,3,2,2019,85,0,0,0,85,2,"iteroparous",1,2,NA,2,2,2,2019
"441","Uts_16A_064","dam","Adult","Adult",2016,2010,4,NA,2,0,NA,2017,2,1,2017,9,4,0,0,13,1,"semelparous",1,1,NA,2,3,1,2017
"442","Uts_16A_077","dam","Adult","Adult",2016,2011,3,2,2,0,NA,2017,2,1,2017,0,1,1,0,2,1,"semelparous",1,1,NA,1,2,1,2017
"443","Uts_16A_091","dam","Adult","Adult",2016,2011,3,2,2,0,NA,2017,2,1,2017,16,5,4,0,25,1,"semelparous",1,1,NA,1,2,1,2017
"444","Uts_16A_096","dam","Adult","Adult",2016,2010,3,3,3,0,NA,2017,3,1,2017,91,16,9,0,116,2,"iteroparous",1,1,NA,2,2,2,2019
"445","Uts_16A_096","dam","Adult","Adult",2016,2010,3,3,3,0,NA,2017,3,2,2019,46,0,0,0,46,2,"iteroparous",1,2,NA,2,2,2,2019
"446","Uts_16A_102","dam","Adult","Adult",2016,2010,4,2,2,0,NA,2017,2,1,2017,25,9,1,0,35,1,"semelparous",1,1,NA,2,2,1,2017
"447","Uts_16A_105","dam","Adult","Adult",2016,2011,3,2,2,0,NA,2017,2,1,2017,18,4,3,0,25,1,"semelparous",1,1,NA,1,1,1,2017
