ID,year,date,date.fix,tag.ID,wt.kg,length.cm,sex,notes.fi,notes.en,notes.KM,dead,recapture,match.ID,Scale.smoltage,scale.seaage,Respawner,respawner.info,notes.FI,notes.ENG
Uts_15A_014,2015,15.-16.9,9/15/2015,Z08213,2.2,62,M,,,,NA,NA,,3,1,0,,,
Uts_15A_015,2015,15.-16.9,9/15/2015,Z08214,2.6,65,M,,,,NA,NA,,3,1,0,,,
Uts_15A_016,2015,16.-17.9,9/16/2015,Z08215,1.6,57,M,,,,NA,NA,,4,1,0,,,
Uts_15A_017,2015,16.-17.9,9/16/2015,Z08216,3.2,70,M,,,,NA,NA,,4,1,0,,,
Uts_15A_018,2015,16.-17.9,9/16/2015,Z08217,1.7,59,M,,,,NA,NA,,5,1,0,,,
Uts_15A_019,2015,16.-17.9,9/16/2015,Z08218,1.6,54,M,rasvaev‰ puuttuu,missing adipose fin,,NA,NA,,4,1,0,,,
Uts_15A_020,2015,16.-17.9,9/16/2015,Z08219,11.1,99,M,,,,NA,NA,,3,3,0,,,
Uts_15A_021,2015,16.-17.9,9/16/2015,Z08220,1,49,F,,,,NA,NA,,NA,NA,0,,,
Uts_15A_022,2015,16.-17.9,9/16/2015,Z08221,2.1,62,M,,,,NA,NA,,3,1,0,,,
Uts_15A_023,2015,16.-17.9,9/16/2015,Z08222,2.5,65,M,,,,NA,NA,,3,1,0,,,
Uts_15A_024,2015,17.-18.9,9/17/2015,Z08223,1.8,59,M,,,,NA,NA,,3,1,0,,,
Uts_15A_025,2015,17.-18.9,9/17/2015,Z08224,2.1,62,M,,,,NA,NA,,5,1,0,,,
Uts_15A_026,2015,17.-18.9,9/17/2015,Z08225,5.6,81,F,,,,NA,NA,,3,2,0,,,
Uts_15A_027,2015,21.-22.9,9/21/2015,Z08226,2.4,64,M,,,,NA,NA,,3,1,0,,,
Uts_15A_028,2015,21.-22.9,9/21/2015,Z08227,7.5,91,M,,,,NA,NA,,3,2,0,,,
Uts_15A_029,2015,21.-22.9,9/21/2015,Z08228,9.6,99,M,,,,NA,NA,,4,2,0,,,
Uts_15A_030,2015,21.-22.9,9/21/2015,Z08229,11.6,103,F,,,,NA,NA,,4,4,1,2S1,,
Uts_15A_031,2015,22.-23.9,9/22/2015,Z08230,2.6,66,M,,,,NA,NA,,3,1,0,,,
Uts_15A_032,2015,22.-23.9,9/22/2015,Z08231,2.7,65,M,,,,NA,NA,,4,1,0,,,
Uts_15A_033,2015,22.-23.9,9/22/2015,Z08232,1.8,59,M,,,,NA,NA,,3,1,0,,,
Uts_15A_034,2015,22.-23.9,9/22/2015,Z08233,2.2,63,M,,,,NA,NA,,NA,1,0,,,
Uts_15A_035,2015,22.-23.9,9/22/2015,Z08234,1.8,61,M,,,,NA,NA,,4,1,0,,,
Uts_15A_036,2015,22.-23.9,9/22/2015,Z08235,2.4,64,M,lohit‰it‰,salmon lice,,NA,NA,,NA,1,0,,,
Uts_15A_037,2015,22.-23.9,9/22/2015,Z08236,1.7,59,M,,,,NA,NA,,4,1,0,,,
Uts_15A_038,2015,23.-24.9,9/23/2015,Z08237,2.9,67,M,,,,NA,NA,,5,1,0,,,
Uts_15A_039,2015,23.-24.9,9/23/2015,Z08238,2,60,M,,,,NA,NA,,3,1,0,,,
Uts_15A_040,2015,23.-24.9,9/23/2015,Z08239,5.9,82,F,,,,NA,NA,,NA,2,0,,,
Uts_15A_041,2015,23.-24.9,9/23/2015,Z08240,11.4,108,M,,,,NA,NA,,3,3,0,,,
Uts_15A_042,2015,24.-25.9,9/24/2015,Z08241,1.7,58,M,,,,NA,NA,,3,1,0,,,
Uts_15A_043,2015,24.-25.9,9/24/2015,Z08242,2.7,67,M,,,,NA,NA,,3,1,0,,,
Uts_15A_044,2015,24.-25.9,9/24/2015,Z08243,2.3,64,M,,,,NA,NA,,5,1,0,,,
Uts_15A_045,2015,24.-25.9,9/24/2015,Z08244,1.7,59,M,,,,NA,NA,,3,1,0,,,
Uts_15A_046,2015,24.-25.9,9/24/2015,Z08245,2.5,65,M,,,,NA,NA,,4,1,0,,,
Uts_15A_047,2015,24.-25.9,9/24/2015,Z08246,1.7,56,M,,,,NA,NA,,3,1,0,,,
Uts_15A_048,2015,24.-25.9,9/24/2015,Z08247,2.3,62,M,,,,NA,NA,,3,1,0,,,
Uts_15A_049,2015,25.-26.9,9/25/2015,Z08248,2.3,63,M,,,,NA,NA,,3,1,0,,,
Uts_15A_050,2015,25.-26.9,9/25/2015,Z08250,2,61,M,,,,NA,NA,,3,1,0,,,
Uts_15A_051,2015,25.-26.9,9/25/2015,Z08251,1.5,56,M,,,,NA,NA,,3,1,0,,,
Uts_15A_052,2015,28.-29.9,9/28/2015,Z08252,2,60,M,,,,NA,1,Uts_17A_087,3,1,0,,,disagreement in smolt age between 1 and 2nd recapture
Uts_15A_053,2015,28.-29.9,9/28/2015,Z08253,1.5,56,M,,,,NA,NA,,3,1,0,,,
Uts_15A_054,2015,28.-29.9,9/28/2015,Z08254,6.7,85,F,,,,NA,NA,,4,2,0,,,
Uts_15A_055,2015,28.-29.9,9/28/2015,Z08255,11.5,101,F,,,,NA,NA,,NA,4,1,2S1,,
Uts_15A_056,2015,28.-29.9,9/28/2015,Z08256,1.8,62,M,,,,NA,1,Uts_17A_088,3,1,0,,,
Uts_15A_057,2015,28.-29.9,9/28/2015,Z08257,2.5,64,M,kuoli verkkoon,died in net,,1,NA,,3,1,0,,,
Uts_15A_058,2015,28.-29.9,9/28/2015,Z08258,2.1,61,M,,,,NA,NA,,3,1,0,,,
Uts_15A_059,2015,28.-29.9,9/28/2015,Z08259,2,60,M,,,,NA,NA,,3,1,0,,,
Uts_15A_060,2015,28.-29.9,9/28/2015,Z08260,1.7,62,M,,,,NA,NA,,3,1,0,,,
Uts_15A_061,2015,28.-29.9,9/28/2015,Z08261,2,62,M,,,,NA,NA,,3,1,0,,,
Uts_15A_062,2015,28.-29.9,9/28/2015,Z08262,6.9,90,F,,,,NA,NA,,3,2,0,,,
Uts_15A_063,2015,29.-30.9,9/29/2015,Z08263,1.6,57,M,,,,NA,NA,,3,1,0,,,
Uts_15A_064,2015,29.-30.9,9/29/2015,Z08264,2.7,68,M,eritt‰in kirkas,very bright colors,,NA,NA,,4,1,0,,,
Uts_15A_065,2015,29.-30.9,9/29/2015,Z08265,2,63,M,,,,NA,NA,,3,1,0,,,
Uts_15A_066,2015,31.9-1.10,9/30/2015,Z08266,13.1,111,F,,sept 31st?!,,NA,NA,,4,5,1,3S1,,
Uts_15A_067,2015,31.9-1.10,9/30/2015,Z08267,9.6,95,F,,,,NA,NA,,4,3,0,,,
Uts_15A_068,2015,31.9-1.10,9/30/2015,Z08268,3.1,68,M,,,,NA,NA,,3,1,0,,,
Uts_15A_069,2015,31.9-1.10,9/30/2015,Z08269,1.8,60,M,,,,NA,NA,,3,1,0,,,
Uts_15A_070,2015,31.9-1.10,9/30/2015,Z08270,14.2,115,M,,,,NA,NA,,3,3,0,,,
Uts_15A_071,2015,31.9-1.10,9/30/2015,Z08271,4.7,82,M,,,same male as UTS_15A_075,NA,NA,Uts_15A_075,4,2,0,,,
Uts_15A_072,2015,1.-2.10,10/1/2014,Z08272,2.3,65,M,,,,NA,NA,,3,1,0,,,
Uts_15A_073,2015,1.-2.10,10/1/2014,Z08273,2.4,65,M,rasvaev‰n reuna leikattu - todenn‰kˆisesti kala nro. 71 josta merkki irronnut,"part of the adipose fin has been cut, maybe 71",not 71,NA,NA,,3,1,0,,,
Uts_15A_074,2015,1.-2.10,10/1/2014,Z08274,1.4,57,M,,,,NA,NA,,4,1,0,,,
Uts_15A_076,2015,1.-2.10,10/1/2014,Z08276,9.8,100,M,,dates converted to 1st day,,NA,NA,,3,2,0,,,
Uts_15A_077,2015,2.-3.10,10/2/2015,Z08277,5.1,78,F,,,,NA,NA,,4,2,0,,,
Uts_15A_078,2015,2.-3.10,10/2/2015,Z08278,3.5,72,F,,,,NA,NA,,4,2,0,,,
Uts_15A_079,2015,2.-3.10,10/2/2015,Z08279,2.8,69,M,,,,NA,NA,,3,1,0,,,
Uts_15A_080,2015,2.-3.10,10/2/2015,Z08280,2.1,62,M,,,,NA,NA,,5,1,0,,,
Uts_15A_081,2015,2.-3.10,10/2/2015,Z08281,1.7,61,M,,,,NA,NA,,4,1,0,,,
Uts_15A_082,2015,2.-3.10,10/2/2015,Z08282,2.4,64,M,,,,NA,NA,,3,1,0,,,
Uts_16A_001,2016,14-Sep,9/14/2016,Z08283,2.6,63,M,,,,NA,NA,,3,1,0,,,
Uts_16A_002,2016,14-Sep,9/14/2016,Z08284,2.1,61,M,,,,NA,NA,,3,1,0,,,
Uts_16A_003,2016,15-16.9,9/15/2016,Z08285,2.1,62,M,,,,NA,NA,,3,1,0,,,
Uts_16A_004,2016,15-16.9,9/15/2016,Z08286,12.3,110,M,,,,NA,NA,,3,3,0,,,
Uts_16A_005,2016,15-16.9,9/15/2016,Z08287,2.4,62,M,,,,NA,NA,,3,1,0,,,
Uts_16A_006,2016,15-16.9,9/15/2016,Z08288,1.8,58,M,,,,NA,NA,,3,1,0,,,
Uts_16A_007,2016,15-16.9,9/15/2016,Z08289,9.5,103,M,,,,NA,NA,,3,NA,0,,,
Uts_16A_008,2016,15-16.9,9/15/2016,Z08290,1.8,59,M,,,,NA,NA,,3,1,0,,,
Uts_16A_009,2016,15-16.9,9/15/2016,Z08291,2,60,M,,,,NA,NA,,3,1,0,,,
Uts_16A_010,2016,15-16.9,9/15/2016,Z08292,2.1,61,M,,,,NA,NA,,3,1,0,,,
Uts_16A_011,2016,15-16.9,9/15/2016,Z08293,1.8,60,M,,,,NA,NA,,3,1,0,,,
Uts_16A_012,2016,15-16.9,9/15/2016,Z08294,2.3,62,M,,,,NA,NA,,4,1,0,,,
Uts_16A_013,2016,15-16.9,9/15/2016,Z08295,6.1,90,M,,,,NA,NA,,NA,NA,0,,,
Uts_16A_014,2016,15-16.9,9/15/2016,Z08296,1.4,54,M,,,,NA,NA,,3,1,0,,,
Uts_16A_015,2016,15-16.9,9/15/2016,Z08297,5,84,M,,,,NA,NA,,3,2,0,,,
Uts_16A_016,2016,15-16.9,9/15/2016,Z08298,3.6,72,M,,,,NA,NA,,3,1,0,,,
Uts_16A_017,2016,15-16.9,9/15/2016,Z08299,6.3,84,M,,,,NA,NA,,4,2,0,,,
Uts_16A_018,2016,15-16.9,9/15/2016,Z08300,1.7,59,M,,,,NA,NA,,3,1,0,,,
Uts_16A_019,2016,15-16.9,9/15/2016,Z08301,1.8,58,M,,,,NA,NA,,3,1,0,,,
Uts_16A_020,2016,15-16.9,9/15/2016,Z08302,2,61,M,,,,NA,NA,,3,1,0,,,
Uts_16A_021,2016,16.-17.9,9/16/2016,Z08303,1.8,59,M,,,,NA,NA,,3,1,0,,,
Uts_16A_022,2016,16.-17.9,9/16/2016,Z08304,1.9,60,M,,,,NA,NA,,3,1,0,,,
Uts_16A_023,2016,16.-17.9,9/16/2016,Z08305,2.2,63,M,,,,NA,NA,,4,1,0,,,
Uts_16A_024,2016,16.-17.9,9/16/2016,Z08306,2.3,61,M,,,,NA,NA,,4,1,0,,,
Uts_16A_025,2016,16.-17.9,9/16/2016,Z08307,2.3,64,M,,,,NA,NA,,4,1,0,,,
Uts_16A_026,2016,16.-17.9,9/16/2016,Z08308,2.5,65,M,,,,NA,NA,,3,1,0,,,
Uts_16A_027,2016,16.-17.9,9/16/2016,Z08309,1.4,55,M,,,,NA,NA,,3,1,0,,,
Uts_16A_028,2016,16.-17.9,9/16/2016,Z08310,5.9,88,M,,,,NA,NA,,3,2,0,,,
Uts_16A_029,2016,16.-17.9,9/16/2016,Z08311,1.8,58,M,,,,NA,NA,,3,1,0,,,
Uts_16A_030,2016,16.-17.9,9/16/2016,Z08312,1.4,53,M,,,,NA,NA,,4,1,0,,,
Uts_16A_031,2016,16.-17.9,9/16/2016,Z08313,1.5,56,M,,,,NA,NA,,NA,1,0,,,
Uts_16A_032,2016,19.-20.9,9/19/2016,Z08314,2,61,M,,,,NA,NA,,3,1,0,,,
Uts_16A_033,2016,19.-20.9,9/19/2016,Z08315,1.6,55,M,,,,NA,NA,,3,1,0,,,
Uts_16A_034,2016,19.-20.9,9/19/2016,Z08316,1.6,59,M,,,,NA,NA,,3,1,0,,,
Uts_16A_035,2016,19.-20.9,9/19/2016,Z08317,1.8,59,M,,,,NA,NA,,3,1,0,,,
Uts_16A_036,2016,19.-20.9,9/19/2016,Z08318,5.6,81,F,,,,NA,NA,,3,2,0,,,
Uts_16A_037,2016,19.-20.9,9/19/2016,Z08319,9.4,97,F,,,,NA,NA,,3,3,0,,,
Uts_16A_038,2016,20.-21.9,9/20/2016,Z08320,1.9,59,M,,,,NA,NA,,4,1,0,,,
Uts_16A_039,2016,20.-21.9,9/20/2016,Z08321,2,61,M,,,,NA,NA,,4,1,0,,,
Uts_16A_040,2016,20.-21.9,9/20/2016,Z08322,2,58,M,,,,NA,NA,,4,1,0,,,
Uts_16A_041,2016,20.-21.9,9/20/2016,Z08323,6,89,M,,,,NA,NA,,3,2,0,,,
Uts_16A_042,2016,20.-21.9,9/20/2016,Z08324,2.6,63,M,,,,NA,NA,,3,1,0,,,
Uts_16A_043,2016,20.-21.9,9/20/2016,Z08325,6.3,83,F,,,,NA,NA,,3,2,0,,,
Uts_16A_044,2016,20.-21.9,9/20/2016,Z08326,1.6,58,M,,,,NA,NA,,3,1,0,,,
Uts_16A_045,2016,20.-21.9,9/20/2016,Z08327,1.8,59,M,,,,NA,NA,,4,1,0,,,
Uts_16A_046,2016,20.-21.9,9/20/2016,,2,60,M,kuollut,dead,,1,NA,,3,1,0,,,
Uts_16A_047,2016,20.-21.9,9/20/2016,,9.3,97,M,kuollut,dead,,1,NA,,3,3,1,1S1,,
Uts_16A_048,2016,20.-21.9,9/20/2016,Z08328,6.2,84,F,,,,NA,NA,,3,2,0,,,
Uts_16A_049,2016,21.-22.9,9/21/2015,Z08329,1.8,57,M,,,,NA,NA,,3,1,0,,,
Uts_16A_050,2016,21.-22.9,9/21/2015,Z08330,9.3,99,F,,,,NA,NA,,NA,3,0,,,
Uts_16A_051,2016,21.-22.9,9/21/2015,Z08331,2,60,M,,,,NA,NA,,3,1,0,,,
Uts_16A_052,2016,21.-22.9,9/21/2015,Z08332,1,48,M,,,,NA,NA,,3,1,0,,,
Uts_16A_053,2016,21.-22.9,9/21/2015,Z08333,2.1,60,M,,,,NA,NA,,4,1,0,,,
Uts_16A_054,2016,21.-22.9,9/21/2015,Z08334,2.3,64,M,,,,NA,NA,,3,1,0,,,
Uts_16A_055,2016,22.-23.9,9/22/2016,Z08335,1.8,57,M,,,,NA,NA,,3,1,0,,,
Uts_16A_056,2016,22.-23.9,9/22/2016,Z08336,2.5,63,M,,,,NA,NA,,NA,1,0,,,
Uts_16A_057,2016,22.-23.9,9/22/2016,Z08337,1.6,56,M,,,,NA,NA,,NA,1,0,,,
Uts_16A_058,2016,22.-23.9,9/22/2016,Z08338,1.7,59,M,,,,NA,NA,,3,1,0,,,
Uts_16A_059,2016,22.-23.9,9/22/2016,Z08339,2,60,M,,,,NA,NA,,3,1,0,,,
Uts_16A_060,2016,22.-23.9,9/22/2016,Z08340,1.4,58,M,,,,NA,NA,,3,1,0,,,
Uts_16A_061,2016,22.-23.9,9/22/2016,Z08341,2,63,M,,,,NA,NA,,3,1,0,,,
Uts_16A_062,2016,22.-23.9,9/22/2016,Z08342,1.5,55,M,,,,NA,NA,,3,1,0,,,
Uts_16A_063,2016,22.-23.9,9/22/2016,Z08343,1.7,58,M,,,,NA,NA,,3,1,0,,,
Uts_16A_064,2016,22.-23.9,9/22/2016,Z08344,5.4,83,F,,,,NA,NA,,NA,NA,0,,,
Uts_16A_065,2016,23.-24.9,9/23/2016,Z08345,1.7,60,M,,,,NA,NA,,3,1,0,,,
Uts_16A_066,2016,23.-24.9,9/23/2016,Z08346,1.7,57,M,,,,NA,NA,,4,1,0,,,
Uts_16A_067,2016,23.-24.9,9/23/2016,Z08347,5.7,83,M,,,,NA,NA,,3,2,0,,,
Uts_16A_068,2016,23.-24.9,9/23/2016,Z08348,2,62,M,,,,NA,NA,,3,1,0,,,
Uts_16A_069,2016,23.-24.9,9/23/2016,Z08349,1.6,57,M,,,,NA,NA,,4,1,0,,,
Uts_16A_070,2016,23.-24.9,9/23/2016,Z08350,2.3,66,M,,,,NA,NA,,3,1,0,,,
Uts_16A_071,2016,23.-24.9,9/23/2016,Z08351,1.5,59,M,,,,NA,NA,,3,1,0,,,
Uts_16A_072,2016,26.-27.9,9/26/2016,Z08352,17,117,M,,,,NA,NA,,3,3,0,,,
Uts_16A_073,2016,26.-27.9,9/26/2016,Z08353,20.8,121,M,,,,NA,NA,,3,3,0,,,
Uts_16A_074,2016,26.-27.9,9/26/2016,Z08354,10.4,103,M,,,,NA,NA,,3,3,1,1S1,,
Uts_16A_075,2016,26.-27.9,9/26/2016,F618,6.5,88,M,,,"recapture Uts_14A_058, F618",NA,2,Uts_14A_058,4,3,1,1S1,,scale age was originally 2 but changed to 3
Uts_16A_076,2016,26.-27.9,9/26/2016,Z08355,2.1,62,M,,,,NA,NA,,3,1,0,,,
Uts_16A_077,2016,26.-27.9,9/26/2016,Z08356,6.3,85,F,,,,NA,NA,,3,2,0,,,
Uts_16A_078,2016,26.-27.9,9/26/2016,Z08357,1.8,57,M,,,,NA,NA,,3,1,0,,,
Uts_16A_079,2016,26.-27.9,9/26/2016,Z08358,3.7,74,M,,,,NA,NA,,3,2,0,,,
Uts_16A_080,2016,26.-27.9,9/26/2016,Z08359,1.8,57,M,,,,NA,NA,,3,1,0,,,
Uts_16A_081,2016,26.-27.9,9/26/2016,Z08360,2.7,62,M,,,,NA,NA,,3,1,0,,,
Uts_16A_082,2016,26.-27.9,9/26/2016,Z08361,2,61,M,,,,NA,NA,,3,1,0,,,
Uts_16A_083,2016,26.-27.9,9/26/2016,Z08362,1.9,59,M,,,,NA,NA,,3,1,0,,,
Uts_16A_084,2016,26.-27.9,9/26/2016,Z08363,2.3,61,M,,,,NA,NA,,3,1,0,,,
Uts_16A_085,2016,26.-27.9,9/26/2016,Z08364,2.2,60,M,,,,NA,NA,,4,1,0,,,
Uts_16A_086,2016,27.-28.9,9/27/2016,Z08365,2,57,M,,,,NA,NA,,3,1,0,,,
Uts_16A_087,2016,27.-28.9,9/27/2016,Z08366,13.5,106,M,,,,NA,NA,,3,3,0,,,
Uts_16A_088,2016,27.-28.9,9/27/2016,Z08367,11.6,102,M,,,"recapture, tag missing",NA,2,Uts_14A_084,3,3,1,1S1,,"seaage says 2 but should be 3, changed"
Uts_16A_089,2016,27.-28.9,9/27/2016,Z08368,2.1,59,M,,,,NA,NA,,3,1,0,,,
Uts_16A_090,2016,27.-28.9,9/27/2016,Z08369,2,58,M,,,,NA,NA,,3,1,0,,,
Uts_16A_091,2016,27.-28.9,9/27/2016,Z08370,6.1,84,F,,,,NA,NA,,3,2,0,,,
Uts_16A_092,2016,27.-28.9,9/27/2016,Z08371,4.5,81,M,,,,NA,NA,,3,2,0,,,
Uts_16A_093,2016,27.-28.9,9/27/2016,Z08372,1.4,55,M,,,,NA,NA,,3,1,0,,,
Uts_16A_094,2016,27.-28.9,9/27/2016,Z08373,1.4,54,M,,,,NA,NA,,3,1,0,,,
Uts_16A_095,2016,27.-28.9,9/27/2016,Z08374,6.8,86,M,,,,NA,NA,,3,2,0,,,
Uts_16A_096,2016,27.-28.9,9/27/2016,Z08375,9.4,97,F,,,,NA,NA,,3,3,0,,,
Uts_16A_097,2016,27.-28.9,9/27/2016,Z08376,1.5,56,M,,,,NA,NA,,4,1,0,,,
Uts_16A_098,2016,27.-28.9,9/27/2016,Z08377,2,63,M,,,,NA,NA,,NA,1,0,,,
Uts_16A_099,2016,27.-28.9,9/27/2016,Z08378,1.8,59,M,,,,NA,NA,,4,1,0,,,
Uts_16A_100,2016,28.-29.9,9/28/2016,Z08379,2,60,M,,,,NA,1,Uts_18A_001,3,1,0,,,
Uts_16A_101,2016,28.-29.9,9/28/2016,Z08380,20.4,126,M,,,,NA,NA,,NA,4,0,,,
Uts_16A_102,2016,28.-29.9,9/28/2016,Z08381,6.5,86,F,,,,NA,NA,,4,2,0,,,
Uts_16A_103,2016,28.-29.9,9/28/2016,Z08382,5,85,M,,,,NA,NA,,3,2,0,,,
Uts_16A_104,2016,28.-29.9,9/28/2016,Z08383,2,59,M,,,,NA,NA,,3,1,0,,,
Uts_16A_105,2016,28.-29.9,9/28/2016,Z08384,5.4,79,F,,,,NA,NA,,3,2,0,,,
Uts_16A_106,2016,28.-29.9,9/28/2016,Z08385,1.6,56,M,,,,NA,NA,,4,1,0,,,
Uts_16A_107,2016,28.-29.9,9/28/2016,Z08386,2,61,M,,,,NA,NA,,3,1,0,,,
Uts_16A_108,2016,28.-29.9,9/28/2016,Z08387,4.7,80,F,,,,NA,NA,,3,2,0,,,
Uts_16A_109,2016,28.-29.9,9/28/2016,F643,7.5,94,M,,,"marked previously, Uts_14A_083",NA,2,Uts_14A_083,3,3,1,1S1,,"seaage says 2 from scale, should be 3"
Uts_16A_110,2016,29.-30.9,9/29/2016,Z08388,1.9,57,M,,,,NA,NA,,3,1,0,,,
Uts_16A_111,2016,29.-30.9,9/29/2016,Z08389,18.2,117,M,,,,NA,NA,,5,3,0,,,
Uts_16A_112,2016,29.-30.9,9/29/2016,Z08390,5.6,81,F,,,,NA,NA,,3,2,0,,,
Uts_16A_113,2016,29.-30.9,9/29/2016,Z08391,8.7,97,M,,,,NA,NA,,3,2,0,,,
Uts_16A_114,2016,4.-5.10,10/4/2016,Z08392,5.9,87,M,,,,NA,NA,,4,NA,0,,,
Uts_16A_115,2016,4.-5.10,10/4/2016,Z08393,5.2,83,F,,,,NA,NA,,3,2,0,,,
Uts_16A_116,2016,4.-5.10,10/4/2016,Z08394,1.8,59,M,,,,NA,NA,,3,1,0,,,
Uts_16A_117,2016,4.-5.10,10/4/2016,Z08395,0.8,50,M,,,,NA,NA,,4,1,0,,,
Uts_17A_001,2017,14.9.2017,9/14/2017,F671,8.8,94,M,,,,NA,NA,,3,2,0,,vain 1 suomu,only one scale
Uts_17A_002,2017,14.9.2017,9/14/2017,F672,13.7,114,F,,,,NA,NA,,4,5,1,3S1,PS (uudellen kutija),repeat spawner
Uts_17A_003,2017,14.9.2017,9/14/2017,F673,2.1,63,M,,,,NA,NA,,3,1,0,,,
Uts_17A_004,2017,14.9.2017,9/14/2017,F674,8,93,M,,,,NA,NA,,3,2,0,,,
Uts_17A_005,2017,14.9.2017,9/14/2017,F675,13.1,101,F,,,,NA,NA,,4,3,0,,,
Uts_17A_006,2017,14.9.2017,9/14/2017,F676,2.3,63,M,,,,NA,NA,,3,1,0,,,
Uts_17A_007,2017,14.9.2017,9/14/2017,F677,10.2,96,F,,,,NA,NA,,4,3,0,,,
Uts_17A_008,2017,14.9.2017,9/14/2017,F678,2.8,69,M,,,,NA,NA,,4,1,0,,,
Uts_17A_009,2017,14.9.2017,9/14/2017,F679,4.4,75,M,,,,NA,NA,,4,2,0,,"kuluneet suomut, ep‰varma meri-ik‰","worn out scales, sea age uncertain"
Uts_17A_010,2017,14.9.2017,9/14/2017,F680,12.2,99,F,,,,NA,NA,,NA,3,0,,ei joki-ik‰‰,no river age
Uts_17A_011,2017,14.9.2017,9/14/2017,F681,3.4,70,M,,,,NA,NA,,NA,1,0,,ei joki-ik‰‰,no river age
Uts_17A_012,2017,14.9.2017,9/14/2017,F682,3.4,69,M,,,,NA,NA,,4,1,0,,,
Uts_17A_013,2017,15.9.2017,9/15/2017,F683,2.2,59,M,,,,NA,NA,,4,1,0,,,
Uts_17A_014,2017,15.9.2017,9/15/2017,F684,2.2,62,M,,,,NA,NA,,3,1,0,,,
Uts_17A_015,2017,15.9.2017,9/15/2017,F685,12,106,M,,,,NA,NA,,4,3,0,,,
Uts_17A_016,2017,18.9.2017,9/18/2017,F686,25,131,M,,,,NA,NA,,3,4,0,,,
Uts_17A_017,2017,18.9.2017,9/18/2017,F687,19.4,128,M,,,,NA,NA,,4,4,0,,,
Uts_17A_018,2017,18.9.2017,9/18/2017,F688,10.4,102,F,,,,NA,NA,,4,3,0,,,
Uts_17A_019,2017,18.9.2017,9/18/2017,F689,2.9,67,M,,,,NA,NA,,4,1,0,,,
Uts_17A_020,2017,18.9.2017,9/18/2017,F690,3.2,70,M,,,,NA,1,Uts_19A_003,3,1,0,,,
Uts_17A_021,2017,18.9.2017,9/18/2017,F691,13,106,M,,,,NA,NA,,3,3,0,,,
Uts_17A_022,2017,18.9.2017,9/18/2017,F692,2.1,60,M,,,,NA,NA,,4,1,0,,,
Uts_17A_023,2017,18.9.2017,9/18/2017,F693,1.8,59,M,,,,NA,NA,,4,1,0,,,
Uts_17A_024,2017,18.9.2017,9/18/2017,F694,3.2,70,M,,,,NA,NA,,4,1,0,,,
Uts_17A_025,2017,19.9.2017,9/19/2017,,2.3,62,M,kuollut,dead,,NA,NA,,4,1,0,,,
Uts_17A_026,2017,19.9.2017,9/19/2017,F695,4.6,80,F,,,,NA,NA,,4,2,0,,,
Uts_17A_027,2017,19.9.2017,9/19/2017,F696,3.1,68,M,,,,NA,NA,,3,1,0,,,
Uts_17A_028,2017,19.9.2017,9/19/2017,F697,9.4,99,M,,,,NA,NA,,4,3,0,,,
Uts_17A_029,2017,19.9.2017,9/19/2017,F698,7.7,89,M,,,,NA,NA,,3,2,0,,,
Uts_17A_030,2017,19.9.2017,9/19/2017,F699,2.6,66,M,,,,NA,NA,,4,1,0,,,
Uts_17A_031,2017,19.9.2017,9/19/2017,F700,10.3,99,F,,,,NA,NA,,NA,3,0,,ei joki-ik‰‰,no river age
Uts_17A_032,2017,19.9.2017,9/19/2017,F201,7.3,90,M,,,,NA,NA,,3,2,0,,,
Uts_17A_033,2017,19.9.2017,9/19/2017,F202,2.1,60,M,,,,NA,NA,,4,1,0,,,
Uts_17A_034,2017,20.9.2017,9/20/2017,F203,3.7,74,M,leikattu rasvaev‰,cut adipose fin,,NA,NA,,4,1,0,,,
Uts_17A_035,2017,20.9.2017,9/20/2017,F204,19.6,123,M,,,,NA,NA,,6,4,0,,,
Uts_17A_036,2017,20.9.2017,9/20/2017,F205,3.2,67,M,"outo rasvaev‰, mahdollisesti leikattu","weird adipose fin, possibly cut",,NA,NA,,3,1,0,,,
Uts_17A_037,2017,20.9.2017,9/20/2017,F206,7.6,90,M,,,,NA,NA,,3,2,0,,,
Uts_17A_038,2017,20.9.2017,9/20/2017,F207,9.5,96,M,liman‰yte puuttuu,no slime sample,,NA,NA,,3,3,0,,,
Uts_17A_039,2017,21.9.2017,9/21/2017,,8.5,95,M,kuollut,dead,,NA,NA,,4,3,0,,,
Uts_17A_040,2017,21.9.2017,9/21/2017,F208,3.6,70,M,,,,NA,NA,,4,2,0,,,
Uts_17A_041,2017,21.9.2017,9/21/2017,F209,2.7,63,M,,,,NA,NA,,5,1,0,,,
Uts_17A_042,2017,21.9.2017,9/21/2017,F210,2.9,64,M,,,,NA,NA,,4,1,0,,,
Uts_17A_043,2017,21.9.2017,9/21/2017,F211,1.4,53,M,,,,NA,NA,,4,1,0,,,
Uts_17A_044,2017,21.9.2017,9/21/2017,F212,15.9,111,M,,,,NA,NA,,4,3,0,,,
Uts_17A_045,2017,21.9.2017,9/21/2017,F213,1.7,59,M,,,,NA,NA,,4,1,0,,,
Uts_17A_046,2017,21.9.2017,9/21/2017,F214,9.4,97,F,,,,NA,NA,,3,3,0,,,
Uts_17A_047,2017,21.9.2017,9/21/2017,F215,2.7,63,M,,,,NA,NA,,4,1,0,,,
Uts_17A_048,2017,21.9.2017,9/21/2017,F216,2.5,61,M,,,,NA,NA,,4,1,0,,,
