year,ID,OffspID.ext,class,Code,new_site_code,date,site_description,lat,long,box.info,Cap.no,Cap.notes.org,Ext.notes,other.notes,sample.date,ID.tube,length.cm,class,scale.age,mature.male.parr,recapture,notes.fi,notes.eng,
2018,Uts_18_2-3y_1992,UTS_18_2-3y_1992,2-3y,21,13,9/10/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 10.9.2018, Vaahtokosken särkkä, alapuoli, 30m x 4m, 0+ (kirkas) 95, 1+(pinkki) 65, vihreä 18,  ? (violetti) 4, yht 182",36,36,,,9/14/2018,36,14.2,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_1993,UTS_18_2-3y_1993,2-3y,21,13,9/10/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 10.9.2018, Vaahtokosken särkkä, alapuoli, 30m x 4m, 0+ (kirkas) 95, 1+(pinkki) 65, vihreä 18,  ? (violetti) 4, yht 182",37,37,,,9/14/2018,37,11.3,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_1994,UTS_18_2-3y_1994,2-3y,21,13,9/10/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 10.9.2018, Vaahtokosken särkkä, alapuoli, 30m x 4m, 0+ (kirkas) 95, 1+(pinkki) 65, vihreä 18,  ? (violetti) 4, yht 182",38,38,,,9/14/2018,38,9.6,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2001,UTS_18_2-3y_2001P,2-3y,21,13,9/10/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 10.9.2018, Vaahtokosken särkkä, alapuoli, 30m x 4m, 0+ (kirkas) 95, 1+(pinkki) 65, vihreä 18,  ? (violetti) 4, yht 182",39,39 male,,,9/14/2018,39,11.2,2+,2,1,,,date of collection different than box,
2018,Uts_18_2-3y_2002,UTS_18_2-3y_2002P,2-3y,21,13,9/10/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 10.9.2018, Vaahtokosken särkkä, alapuoli, 30m x 4m, 0+ (kirkas) 95, 1+(pinkki) 65, vihreä 18,  ? (violetti) 4, yht 182",40,40 male,,,9/14/2018,40,11.6,2+,2,1,,,date of collection different than box,
2018,Uts_18_1y_1979,UTS_18_1y_1979,1y,21,13,9/10/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 10.9.2018, Vaahtokosken särkkä, alapuoli, 30m x 4m, 0+ (kirkas) 95, 1+(pinkki) 65, vihreä 18,  ? (violetti) 4, yht 182",41,41,,,9/14/2018,41,9.3,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_1995,UTS_18_2-3y_1995,2-3y,21,13,9/10/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 10.9.2018, Vaahtokosken särkkä, alapuoli, 30m x 4m, 0+ (kirkas) 95, 1+(pinkki) 65, vihreä 18,  ? (violetti) 4, yht 182",42,42,,,9/14/2018,42,16.0,3+,3,,,,date of collection different than box,
2018,Uts_18_2-3y_1996,UTS_18_2-3y_1996,2-3y,21,13,9/10/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 10.9.2018, Vaahtokosken särkkä, alapuoli, 30m x 4m, 0+ (kirkas) 95, 1+(pinkki) 65, vihreä 18,  ? (violetti) 4, yht 182",43,43,,,9/14/2018,43,12.4,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2003,UTS_18_2-3y_2003P,2-3y,21,13,9/10/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 10.9.2018, Vaahtokosken särkkä, alapuoli, 30m x 4m, 0+ (kirkas) 95, 1+(pinkki) 65, vihreä 18,  ? (violetti) 4, yht 182",44,44 male,,,9/14/2018,44,13.5,3+,3,1,,,date of collection different than box,
2018,Uts_18_2-3y_1997,UTS_18_2-3y_1997,2-3y,21,13,9/10/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 10.9.2018, Vaahtokosken särkkä, alapuoli, 30m x 4m, 0+ (kirkas) 95, 1+(pinkki) 65, vihreä 18,  ? (violetti) 4, yht 182",45,45,,,9/14/2018,45,12.4,2+,2,,,,date of collection different than box,
2018,Uts_18_1y_1980,UTS_18_1y_1980,1y,21,13,9/10/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 10.9.2018, Vaahtokosken särkkä, alapuoli, 30m x 4m, 0+ (kirkas) 95, 1+(pinkki) 65, vihreä 18,  ? (violetti) 4, yht 182",46,46,,,9/14/2018,46,9.5,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_1998,UTS_18_2-3y_1998,2-3y,21,13,9/10/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 10.9.2018, Vaahtokosken särkkä, alapuoli, 30m x 4m, 0+ (kirkas) 95, 1+(pinkki) 65, vihreä 18,  ? (violetti) 4, yht 182",47,47,,,9/14/2018,47,12.1,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_1999,UTS_18_2-3y_1999,2-3y,21,13,9/10/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 10.9.2018, Vaahtokosken särkkä, alapuoli, 30m x 4m, 0+ (kirkas) 95, 1+(pinkki) 65, vihreä 18,  ? (violetti) 4, yht 182",48,48,,,9/14/2018,48,9.8,2+,2,,,,date of collection different than box,
2018,Uts_18_1y_1981,UTS_18_1y_1981,1y,21,13,9/10/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 10.9.2018, Vaahtokosken särkkä, alapuoli, 30m x 4m, 0+ (kirkas) 95, 1+(pinkki) 65, vihreä 18,  ? (violetti) 4, yht 182",NA,RE,,,,,,,,,1,,date of collection different than box,
2018,Uts_18_2-3y_2126,UTS_18_2-3y_2126,2-3y,6,6,9/11/2018,"upstream from the bridge, West bank",69.90767707,27.04575341,"Utsjoki 2018, 11.9.2018, sillan yläpuoli, länsiranta, 0+ (kirkas) 32, 1+ (pinkki) 49, vihreä 14, ? (violetti)5, yht 100",32,32,,,9/13/2018,32,12.4,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2127,UTS_18_2-3y_2127,2-3y,6,6,9/11/2018,"upstream from the bridge, West bank",69.90767707,27.04575341,"Utsjoki 2018, 11.9.2018, sillan yläpuoli, länsiranta, 0+ (kirkas) 32, 1+ (pinkki) 49, vihreä 14, ? (violetti)5, yht 100",33,33,,,9/13/2018,33,10.4,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2128,UTS_18_2-3y_2128,2-3y,6,6,9/11/2018,"upstream from the bridge, West bank",69.90767707,27.04575341,"Utsjoki 2018, 11.9.2018, sillan yläpuoli, länsiranta, 0+ (kirkas) 32, 1+ (pinkki) 49, vihreä 14, ? (violetti)5, yht 100",34,34,,,9/13/2018,34,13.7,3+,3,,,,date of collection different than box,
2018,Uts_18_2-3y_2129,UTS_18_2-3y_2129,2-3y,6,6,9/11/2018,"upstream from the bridge, West bank",69.90767707,27.04575341,"Utsjoki 2018, 11.9.2018, sillan yläpuoli, länsiranta, 0+ (kirkas) 32, 1+ (pinkki) 49, vihreä 14, ? (violetti)5, yht 100",35,35,,,9/13/2018,35,11.7,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2130,UTS_18_2-3y_2130,2-3y,6,6,9/11/2018,"upstream from the bridge, West bank",69.90767707,27.04575341,"Utsjoki 2018, 11.9.2018, sillan yläpuoli, länsiranta, 0+ (kirkas) 32, 1+ (pinkki) 49, vihreä 14, ? (violetti)5, yht 100",36,36,,,9/13/2018,36,11.0,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2131,UTS_18_2-3y_2131,2-3y,6,6,9/11/2018,"upstream from the bridge, West bank",69.90767707,27.04575341,"Utsjoki 2018, 11.9.2018, sillan yläpuoli, länsiranta, 0+ (kirkas) 32, 1+ (pinkki) 49, vihreä 14, ? (violetti)5, yht 100",37,37,,,9/13/2018,37,11.4,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2140,UTS_18_2-3y_2140P,2-3y,6,6,9/11/2018,"upstream from the bridge, West bank",69.90767707,27.04575341,"Utsjoki 2018, 11.9.2018, sillan yläpuoli, länsiranta, 0+ (kirkas) 32, 1+ (pinkki) 49, vihreä 14, ? (violetti)5, yht 100",38,38 male,,,9/13/2018,38,9.4,2+,2,1,,,date of collection different than box,
2018,Uts_18_2-3y_2132,UTS_18_2-3y_2132,2-3y,6,6,9/11/2018,"upstream from the bridge, West bank",69.90767707,27.04575341,"Utsjoki 2018, 11.9.2018, sillan yläpuoli, länsiranta, 0+ (kirkas) 32, 1+ (pinkki) 49, vihreä 14, ? (violetti)5, yht 100",39,39,,,9/13/2018,39,13.6,3+,3,,,,date of collection different than box,
2018,Uts_18_2-3y_2141,UTS_18_2-3y_2141P,2-3y,6,6,9/11/2018,"upstream from the bridge, West bank",69.90767707,27.04575341,"Utsjoki 2018, 11.9.2018, sillan yläpuoli, länsiranta, 0+ (kirkas) 32, 1+ (pinkki) 49, vihreä 14, ? (violetti)5, yht 100",40,40,,,9/13/2018,40,11.7,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2133,UTS_18_2-3y_2133,2-3y,6,6,9/11/2018,"upstream from the bridge, West bank",69.90767707,27.04575341,"Utsjoki 2018, 11.9.2018, sillan yläpuoli, länsiranta, 0+ (kirkas) 32, 1+ (pinkki) 49, vihreä 14, ? (violetti)5, yht 100",41,41,,,9/13/2018,41,11.8,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2142,UTS_18_2-3y_2142P,2-3y,6,6,9/11/2018,"upstream from the bridge, West bank",69.90767707,27.04575341,"Utsjoki 2018, 11.9.2018, sillan yläpuoli, länsiranta, 0+ (kirkas) 32, 1+ (pinkki) 49, vihreä 14, ? (violetti)5, yht 100",42,42 RE male,,,9/13/2018,42,11.5,2+,2,1,,,date of collection different than box,
2018,Uts_18_2-3y_2134,UTS_18_2-3y_2134,2-3y,6,6,9/11/2018,"upstream from the bridge, West bank",69.90767707,27.04575341,"Utsjoki 2018, 11.9.2018, sillan yläpuoli, länsiranta, 0+ (kirkas) 32, 1+ (pinkki) 49, vihreä 14, ? (violetti)5, yht 100",43,43,,,9/13/2018,43,11.6,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2135,UTS_18_2-3y_2135,2-3y,6,6,9/11/2018,"upstream from the bridge, West bank",69.90767707,27.04575341,"Utsjoki 2018, 11.9.2018, sillan yläpuoli, länsiranta, 0+ (kirkas) 32, 1+ (pinkki) 49, vihreä 14, ? (violetti)5, yht 100",44,44,,,9/13/2018,44,10.9,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2136,UTS_18_2-3y_2136,2-3y,6,6,9/11/2018,"upstream from the bridge, West bank",69.90767707,27.04575341,"Utsjoki 2018, 11.9.2018, sillan yläpuoli, länsiranta, 0+ (kirkas) 32, 1+ (pinkki) 49, vihreä 14, ? (violetti)5, yht 100",45,45,,,9/13/2018,45,11.3,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2143,UTS_18_2-3y_2143P,2-3y,6,6,9/11/2018,"upstream from the bridge, West bank",69.90767707,27.04575341,"Utsjoki 2018, 11.9.2018, sillan yläpuoli, länsiranta, 0+ (kirkas) 32, 1+ (pinkki) 49, vihreä 14, ? (violetti)5, yht 100",46,46 RE male,,,9/13/2018,46,13.5,3+,3,1,,,date of collection different than box,
2018,Uts_18_2-3y_2137,UTS_18_2-3y_2137,2-3y,6,6,9/11/2018,"upstream from the bridge, West bank",69.90767707,27.04575341,"Utsjoki 2018, 11.9.2018, sillan yläpuoli, länsiranta, 0+ (kirkas) 32, 1+ (pinkki) 49, vihreä 14, ? (violetti)5, yht 100",47,47,,,9/13/2018,47,11.6,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2138,UTS_18_2-3y_2138,2-3y,6,6,9/11/2018,"upstream from the bridge, West bank",69.90767707,27.04575341,"Utsjoki 2018, 11.9.2018, sillan yläpuoli, länsiranta, 0+ (kirkas) 32, 1+ (pinkki) 49, vihreä 14, ? (violetti)5, yht 100",48,48,,,9/13/2018,48,10.9,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2139,UTS_18_2-3y_2139,2-3y,6,6,9/11/2018,"upstream from the bridge, West bank",69.90767707,27.04575341,"Utsjoki 2018, 11.9.2018, sillan yläpuoli, länsiranta, 0+ (kirkas) 32, 1+ (pinkki) 49, vihreä 14, ? (violetti)5, yht 100",49,49,,,9/13/2018,49,10.9,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2144,UTS_18_2-3y_2144P,2-3y,6,6,9/11/2018,"upstream from the bridge, West bank",69.90767707,27.04575341,"Utsjoki 2018, 11.9.2018, sillan yläpuoli, länsiranta, 0+ (kirkas) 32, 1+ (pinkki) 49, vihreä 14, ? (violetti)5, yht 100",50,50 male,,,9/13/2018,50,11.6,2+,2,1,,,date of collection different than box,
2018,Uts_18_2-3y_2337,UTS_18_2-3y_2337,2-3y,7,7,9/11/2018,"Cross reed, west bank",69.90438915,27.0406894,"Utsjoki 2018, 11.9.2018, Pikkukoste 25m x 3m, 0+ (kirkas) 38, 1+ (pinkki) 15, vihreä 3, yht 56",28,28,,id's were written wrong,9/13/2018,28,10.0,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2338,UTS_18_2-3y_2338,2-3y,7,7,9/11/2018,"Cross reed, west bank",69.90438915,27.0406894,"Utsjoki 2018, 11.9.2018, Pikkukoste 25m x 3m, 0+ (kirkas) 38, 1+ (pinkki) 15, vihreä 3, yht 56",29,29,,id's were written wrong,9/13/2018,29,11.1,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2339,UTS_18_2-3y_2339,2-3y,7,7,9/11/2018,"Cross reed, west bank",69.90438915,27.0406894,"Utsjoki 2018, 11.9.2018, Pikkukoste 25m x 3m, 0+ (kirkas) 38, 1+ (pinkki) 15, vihreä 3, yht 56",30,30,,id's were written wrong,9/13/2018,30,9.3,2+,2,,,,date of collection different than box,
2018,Uts_18_1y_2336,UTS_18_1y_2336,1y,7,7,9/11/2018,"Cross reed, west bank",69.90438915,27.0406894,"Utsjoki 2018, 11.9.2018, Pikkukoste 25m x 3m, 0+ (kirkas) 38, 1+ (pinkki) 15, vihreä 3, yht 56",31,31,,,9/13/2018,31,5.5,0+,0,,,,date of collection different than box,
2018,Uts_18_1y_2335,UTS_18_1y_2335,1y,7,7,9/11/2018,"Cross reed, west bank",69.90438915,27.0406894,"Utsjoki 2018, 11.9.2018, Pikkukoste 25m x 3m, 0+ (kirkas) 38, 1+ (pinkki) 15, vihreä 3, yht 56",NA,see note!,,"dry, added EtOH. Seija 17.4.2019",,,,,,,,,date of collection different than box,
2018,Uts_18_2-3y_2257,UTS_18_2-3y_2257,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",1,1,,,9/13/2018,1,10.6,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2283,UTS_18_2-3y_2283P,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",2,2 male,,,9/13/2018,2,12.0,2+,2,1,,,date of collection different than box,
2018,Uts_18_2-3y_2258,UTS_18_2-3y_2258,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",3,3,,,9/13/2018,3,11.3,2+,2,,1,,date of collection different than box,
2018,Uts_18_2-3y_2259,UTS_18_2-3y_2259,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",4,4,,,9/13/2018,4,12.9,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2260,UTS_18_2-3y_2260,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",5,5,,,9/13/2018,5,12.0,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2261,UTS_18_2-3y_2261,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",6,6,,,9/13/2018,6,10.7,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2262,UTS_18_2-3y_2262,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",7,7,,,9/13/2018,7,9.5,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2263,UTS_18_2-3y_2263,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",8,8,,,9/13/2018,8,10.0,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2264,UTS_18_2-3y_2264,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",9,9,,,9/13/2018,9,11.8,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2265,UTS_18_2-3y_2265,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",10,10,,,9/13/2018,10,9.7,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2266,UTS_18_2-3y_2266,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",11,11,,,9/13/2018,11,11.2,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2267,UTS_18_2-3y_2267,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",12,12,,,9/13/2018,12,12.5,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2268,UTS_18_2-3y_2268,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",13,13,,,9/13/2018,13,10.2,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2269,UTS_18_2-3y_2269,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",14,14,,,9/13/2018,14,11.6,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2270,UTS_18_2-3y_2270,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",15,15,,,9/13/2018,15,11.1,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2271,UTS_18_2-3y_2271,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",16,16,,,9/13/2018,16,11.6,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2272,UTS_18_2-3y_2272,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",17,17,,,9/13/2018,17,12.6,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2273,UTS_18_2-3y_2273,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",18,18,,,9/13/2018,18,9.8,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2274,UTS_18_2-3y_2274,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",19,19,,,9/13/2018,19,10.8,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2275,UTS_18_2-3y_2275,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",20,20,,,9/13/2018,20,11.4,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2276,UTS_18_2-3y_2276,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",21,21,,,9/13/2018,21,11.0,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2277,UTS_18_2-3y_2277,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",22,22,,,9/13/2018,22,9.8,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2278,UTS_18_2-3y_2278,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",23,23,,,9/13/2018,23,9.9,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2279,UTS_18_2-3y_2279,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",24,24,,,9/13/2018,24,10.5,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2280,UTS_18_2-3y_2280,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",25,25,,,9/13/2018,25,9.3,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2281,UTS_18_2-3y_2281,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",26,26,,,9/13/2018,26,10.3,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2282,UTS_18_2-3y_2282,2-3y,21,13,9/11/2018,foam pool,69.90218463,27.03517478,"Utsjoki 2018, 11.9.2018, Vaahtokosteen särkkä, yläpuoli, 0+ (kirkas) 46, 1+ (pinkki) 65, vihreä 27, ? (violetti) 1, yht 139",27,27,,,9/13/2018,27,10.1,2+,2,,,,date of collection different than box,
2018,Uts_18_2-3y_2502,UTS_18_2-3y_2502,2-3y,1,1,9/12/2018,Utsjoki estuary West,69.91076441,27.04733883,"Utsjoki 2018, 12.9.2018, Utsjokisuu, 0+ (kirkas) 58, 1+ (pinkki) 101, vihreä 30, violetti 12, yht 201",1,1,,,9/12/2018,1,14.2,2+,2,,,,,
2018,Uts_18_2-3y_2503,UTS_18_2-3y_2503,2-3y,1,1,9/12/2018,Utsjoki estuary West,69.91076441,27.04733883,"Utsjoki 2018, 12.9.2018, Utsjokisuu, 0+ (kirkas) 58, 1+ (pinkki) 101, vihreä 30, violetti 12, yht 201",2,2,,,9/12/2018,2,11.6,2+,2,,,,,
2018,Uts_18_2-3y_2504,UTS_18_2-3y_2504,2-3y,1,1,9/12/2018,Utsjoki estuary West,69.91076441,27.04733883,"Utsjoki 2018, 12.9.2018, Utsjokisuu, 0+ (kirkas) 58, 1+ (pinkki) 101, vihreä 30, violetti 12, yht 201",3,3,,,9/12/2018,3,12.3,2+,2,,,,,
2018,Uts_18_2-3y_2505,UTS_18_2-3y_2505,2-3y,1,1,9/12/2018,Utsjoki estuary West,69.91076441,27.04733883,"Utsjoki 2018, 12.9.2018, Utsjokisuu, 0+ (kirkas) 58, 1+ (pinkki) 101, vihreä 30, violetti 12, yht 201",4,4,,,9/12/2018,4,12.2,2+,2,,,,,
2018,Uts_18_2-3y_2506,UTS_18_2-3y_2506,2-3y,1,1,9/12/2018,Utsjoki estuary West,69.91076441,27.04733883,"Utsjoki 2018, 12.9.2018, Utsjokisuu, 0+ (kirkas) 58, 1+ (pinkki) 101, vihreä 30, violetti 12, yht 201",5,5,,,9/12/2018,5,12.6,3+,3,,,,,
2018,Uts_18_2-3y_2507,UTS_18_2-3y_2507,2-3y,1,1,9/12/2018,Utsjoki estuary West,69.91076441,27.04733883,"Utsjoki 2018, 12.9.2018, Utsjokisuu, 0+ (kirkas) 58, 1+ (pinkki) 101, vihreä 30, violetti 12, yht 201",6,6,,,9/12/2018,6,11.2,2+,2,,,,,
2018,Uts_18_2-3y_2508,UTS_18_2-3y_2508,2-3y,1,1,9/12/2018,Utsjoki estuary West,69.91076441,27.04733883,"Utsjoki 2018, 12.9.2018, Utsjokisuu, 0+ (kirkas) 58, 1+ (pinkki) 101, vihreä 30, violetti 12, yht 201",7,7,,,9/12/2018,7,10.2,2+,,,,ei suomuja! Ikä arvioitu,"no scale, age estimated 2+",
2018,Uts_18_2-3y_2509,UTS_18_2-3y_2509,2-3y,1,1,9/12/2018,Utsjoki estuary West,69.91076441,27.04733883,"Utsjoki 2018, 12.9.2018, Utsjokisuu, 0+ (kirkas) 58, 1+ (pinkki) 101, vihreä 30, violetti 12, yht 201",8,8,,,9/12/2018,8,11.3,2+,2,,,,,
