year,ID,OffspID.ext,class,Code,new_site_code,date,site_description,lat,long,box.info,Cap.no,Cap.notes.org,Ext.notes,other.notes,sample.date,ID.tube,length.cm,class,scale.age,mature.male.parr,recapture,notes.fi,notes.eng,
2014,Uts_14_1y_0174,,1y,2,2,9/8/2014,Utsjoki estuary East,69.91078526,27.0496451,NA,NA,NA,NA,NA,,,,,,,,,,
2015,,,3y,1,1,,Utsjoki estuary west,,,,,,,,9/2/2015,1,14.3, 3+ ,3,,,,,
2015,,,3y,1,1,,Utsjoki estuary west,,,,,,,,9/2/2015,2,13.5, 3+ ,3,,,,,
2015,,,2y,1,1,,Utsjoki estuary west,,,,,,,,9/2/2015,3,9.7, 2+ ,2,,,,,
2015,,,3y,1,1,,Utsjoki estuary west,,,,,,,,9/2/2015,4,14.4, 3+ ,3,,,,,
2015,,,2y,1,1,,Utsjoki estuary west,,,,,,,,9/2/2015,5,9.7, 2+ ,2,,,,,
2015,,,2y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,1,12.0, 2+ ,2,,,,,
2015,,,3y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,2,14.7, 3+ ,3,,,,,
2015,,,2y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,3,12.1, 2+ ,2,,,,,
2015,,,3y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,4,13.0, 3+ ,3,,,,,
2015,,,2y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,5,13.0, 2+ ,2,,,,,
2015,,,3y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,6,12.8, 4+ ,4,,,,,
2015,,,2y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,7,12.0, 2+ ,2,,,,,
2015,,,3y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,8,13.6, 3+ ,3,,,,,
2015,,,3y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,9,13.1, 3+ ,3,,,,,
2015,,,3y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,10,13.3, 3+ ,3,,,,,
2015,,,3y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,11,13.0, 3+ ,3,1,,,,
2015,,,2y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,12,12.0, 2+ ,2,,,,,
2015,,,3y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,13,12.5, 3+ ,3,,,,,
2015,,,3y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,14,13.0, 3+ ,3,,,,,
2015,,,2y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,15,12.9, 2+ ,2,,,,,
2015,,,2y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,16,11.8, 2+ ,2,,,,,
2015,,,3y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,17,11.9, 3+ ,3,,,,,
2015,,,2y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,18,13.2,,,,,reg., regenerating scale ,
2015,,,2y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,19,12.9, 2+ ,2,,,,,
2015,,,3y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,20,13.5, 3+ ,3,,,,,
2015,,,2y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,21,12.4, 2+ ,2,,,,,
2015,,,3y,2,2,,Utsjoki estuary east,,,,,,,,9/3/2015,22,11.5, 3+ ,3,1,,,,
2015,,,2y,,,,,,,,,,,,9/4/2015,1,12.0, 2+ ,2,,,,,
2015,,,2y,,,,,,,,,,,,9/4/2015,2,12.6, 2+ ,2,,,,,
2015,,,2y,,,,,,,,,,,,9/4/2015,3,13.5, 2+ ,2,,,,,
2015,,,2y,,,,,,,,,,,,9/4/2015,4,13.0, 2+ ,2,,,,,
2015,,,2y,,,,,,,,,,,,9/4/2015,5,11.6, 2+ ,2,,,,,
2015,,,2y,,,,,,,,,,,,9/4/2015,6,12.5, 2+ ,2,,,,,
2015,,,2y,,,,,,,,,,,,9/4/2015,7,12.8, 2+ ,2,,,,,
2015,,,2y,,,,,,,,,,,,9/4/2015,8,12.3, 2+ ,2,,,,,
2015,,,2y,,,,,,,,,,,,9/4/2015,9,11.7, 2+ ,2,,,,,
2015,,,1y,12,12,9/7/2015,Goldeneye nest reeds,,,,,,,,9/7/2015,1,9.6, 1+ ,1,,,,,
2015,,,2y,14,16,9/8/2015,"Hotel reed, East bank",69.90472091,27.03553956,,,,,,9/8/2015,1,15.1, 2+ ,2,,,,,
2015,,,2y,14,16,9/8/2015,"Hotel reed, East bank",69.90472091,27.03553956,,,,,,9/8/2015,2,14.0, 2+ ,2,,,,,
2015,,,3y,14,16,9/8/2015,"Hotel reed, East bank",69.90472091,27.03553956,,,,,,9/8/2015,3,14.1, 3+ ,3,,,,,
2015,,,2y,14,16,9/8/2015,"Hotel reed, East bank",69.90472091,27.03553956,,,,,,9/8/2015,4,9.7, 2+ ,2,,,,,
2015,,,2y,14,16,9/8/2015,"Hotel reed, East bank",69.90472091,27.03553956,,,,,,9/8/2015,5,12.6, 2+ ,2,,,,,
2015,,,2y,14,16,9/8/2015,"Hotel reed, East bank",69.90472091,27.03553956,,,,,,9/8/2015,6,12.9, 2+ ,2,,,,,
2015,,,3y,14,16,9/8/2015,"Hotel reed, East bank",69.90472091,27.03553956,,,,,,9/8/2015,7,14.0, 3+ ,3,,,,,
2015,,,3y,14,16,9/8/2015,"Hotel reed, East bank",69.90472091,27.03553956,,,,,,9/8/2015,8,12.4, 2+ ,2,,,,,
2015,,,2y,14,16,9/8/2015,"Hotel reed, East bank",69.90472091,27.03553956,,,,,,9/8/2015,9,12.2, 2+ ,2,,,,,
2015,,,3y,14,16,9/8/2015,"Hotel reed, East bank",69.90472091,27.03553956,,,,,,9/8/2015,10,13.0, 3+ ,3,,,,,
2015,,,2y,14,16,9/8/2015,"Hotel reed, East bank",69.90472091,27.03553956,,,,,,9/8/2015,11,14.2, 2+ ,2,,,,,
2015,,,2y,14,16,9/8/2015,"Hotel reed, East bank",69.90472091,27.03553956,,,,,,9/8/2015,12,12.2, 2+ ,2,,,,,
2015,,,2y,14,16,9/8/2015,"Hotel reed, East bank",69.90472091,27.03553956,,,,,,9/8/2015,13,13.5, 2+ ,2,,,,,
2015,,,2y,14,16,9/8/2015,"Hotel reed, East bank",69.90472091,27.03553956,,,,,,9/8/2015,14,12.4, 2+ ,2,,,,,
2015,,,2y,14,16,9/8/2015,"Hotel reed, East bank",69.90472091,27.03553956,,,,,,9/8/2015,15,14.0, 2+ ,2,,,,,
2015,,,2y,14,16,9/8/2015,"Hotel reed, East bank",69.90472091,27.03553956,,,,,,9/8/2015,16,13.4, 2+ ,2,,,,,
2015,,,2y,14,16,9/8/2015,"Hotel reed, East bank",69.90472091,27.03553956,,,,,,9/8/2015,17,14.0, 2+ ,2,,,,,
2015,,,3y,14,16,9/8/2015,"Hotel reed, East bank",69.90472091,27.03553956,,,,,,9/8/2015,18,13.9, 3+ ,3,,,,,
2015,,,2y,14,16,9/8/2015,"Hotel reed, East bank",69.90472091,27.03553956,,,,,,9/8/2015,19,12.9, 2+ ,2,,,,,
2015,,,3y,,,,,,,,,,,,9/9/2015,1,14.4, 3+ ,3,,,,,
2015,,,2y,,,,,,,,,,,,9/9/2015,2,12.5, 2+ ,2,,,,,
2015,,,2y,,,,,,,,,,,,9/9/2015,3,14.6, 2+ ,2,,,,,
2015,,,2y,,,,,,,,,,,,9/9/2015,4,12.4, 2+ ,2,,,,,
2015,,,2y,,,,,,,,,,,,9/9/2015,5,12.5, 2+ ,2,,,,,
2015,,,3y,,,,,,,,,,,,9/9/2015,6,14.7, 3+ ,3,,,,,
2015,,,2y,,,,,,,,,,,,9/9/2015,7,14.1, 2+ ,2,,,,,
2015,,,,,,,,,,,,,,,9/9/2015,8,12.5,,,,, ei suomuja ,no scale,
2015,,,2y,,,,,,,,,,,,9/9/2015,9,12.2, 2+ ,2,,,,,
2015,,,2y,,,,,,,,,,,,9/9/2015,10,9.7, 2+ ,2,,,,,
2015,,,3y,,,,,,,,,,,,9/9/2015,11,14.3, 3+ ,3,,,,,
2015,,,3y,,,,,,,,,,,,9/9/2015,12,12.9, 3+ ,3,,,,,
2015,,,3y,,,,,,,,,,,,9/9/2015,13,13.5, 3+ ,3,,,,,
2015,,,3y,,,,,,,,,,,,9/9/2015,14,12.7, 3+ ,3,,,,,
2015,,,2y,,,,,,,,,,,,9/9/2015,15,11.8, 2+ ,2,,,,,
2015,,,3y,,,,,,,,,,,,9/9/2015,16,13.9, 3+ ,3,,,,,
2015,,,3y,,,,,,,,,,,,9/9/2015,17,14.7, 3+ ,3,,,,,
2015,,,3y,,,,,,,,,,,,9/9/2015,18,13.8, 3+ ,3,,,,,
2015,,,3y,,,,,,,,,,,,9/9/2015,19,14.5, 3+ ,3,,,,,
2015,,,2y,,,,,,,,,,,,9/9/2015,20,13.5, 2+ ,2,,,,,
2015,,,2y,,,,,,,,,,,,9/9/2015,21,13.2, 2+ ,2,,,,,
2015,,,2y,,,,,,,,,,,,9/9/2015,22,12.6, 2+ ,2,,,,,
2015,,,2y,,,,,,,,,,,,9/9/2015,23,12.0, 2+ ,2,,,,,
2015,,,3y,,,,,,,,,,,,9/9/2015,24,13.3, 3+ ,3,,,,,
2015,,,3y,,,,,,,,,,,,9/9/2015,25,14.2, 3+ ,3,1,,,,
2015,,,2y,,,,,,,,,,,,9/9/2015,26,12.6, 2+ ,2,,,,,
2015,,,3y,,,,,,,,,,,,9/10/2015,1,13.8, 3+ ,3,,,,,
2015,,,3y,,,,,,,,,,,,9/10/2015,2,14.9, 3+ ,3,,,,,
2015,,,2y,,,,,,,,,,,,9/10/2015,3,12.1, 2+ ,2,,,,,
2015,,,2y,,,,,,,,,,,,9/10/2015,4,11.9, 2+ ,2,,,,,
2015,,,3y,,,,,,,,,,,,9/10/2015,5,14.6, 3+ ,3,,,,,
2015,,,2y,,,,,,,,,,,,9/10/2015,6,12.0, 2+ ,2,,,,,
2015,,,3y,,,,,,,,,,,,9/10/2015,7,13.5, 3+ ,3,,,,,
2015,,,3y,,,,,,,,,,,,9/10/2015,8,14.3, 3+ ,3,,,,,
2015,,,3y,,,,,,,,,,,,9/10/2015,9,13.9, 3+ ,3,,,,,
2015,,,3y,,,,,,,,,,,,9/10/2015,10,14.7, 3+ ,3,,,,,
2015,,,2y,,,,,,,,,,,,9/10/2015,11,12.4, 2+ ,2,,,,,
2015,,,2y,,,,,,,,,,,,9/10/2015,12,12.3, 2+ ,2,,,,,
2015,,,3y,,,,,,,,,,,,9/22/2015,1,14.7, 3+ ,3,1,,,,
2015,,,2y,,,,,,,,,,,,9/22/2015,2,12.6, 2+ ,2,1,,,,
2016,Uts_16_0y_0001,UTS_16_0y_0001,0y,2,2,9/2/2016,Utsjoki estuary East,69.91078526,27.0496451,"BOX 1 0+, UTSJOKI 2016 SALMON, 2.9.2016 UTSJOEN VANHA UOMA 1-35, 5.9.2016 HOTELLIN NIVA 36-81, LO309 ",1,1,ECG_041,,,,,,,,,,,
2016,Uts_16_1y_0001,UTS_16_1y_0001,1y,2,2,9/2/2016,Utsjoki estuary East,69.91078526,27.0496451,"BOX 31 1+, UTSJOKI2016 SALMON, 2.9.2016, UTSJOEN VANHA UOMA, 1-8, 5.9.2016, HOTELLIN NIVA, 9-26, 6.9.2016, HOTELLIN NIVA, 27-50, 7.9.2016 SILLAN YLÄPUOLI, LÄNSIRANTA 51-81, LO339",1,1,ECG_67,,,,,,,,,,,
2016,Uts_16_2y_0001,UTS_16_2y_0001,2y,2,2,9/2/2016,Utsjoki estuary East,69.91078526,27.0496451,"BOX 36 2+, UTSJOKI 2016 SALMON, 2.9. UTSJOEN VANHA UOMA, 1-8, 5.9. HOTELLIN NIVA, 9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA 10-15, 8.9. KYLÄTALON SÄRKÄT, 20-21, 9.9. HOTELLIN NIVA, VASTARANTA, 16-19, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 22 , 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA 23-24, 12.9. POIKKISÄRKKÄ, 25-29, 13.9. VAAHTOKOSTESÄRKKÄ, 30-36, LO344",1,1,ECG_071,,,,,,,,,,,
2016,Uts_16_3y_0001,UTS_16_3y_0001,3y,2,2,9/2/2016,Utsjoki estuary East,69.91078526,27.0496451,"BOX 37 3+, UTSJOKI 2016 SALMON, 2.9. UTSJOKI VANHA UOMA, 1-5, 5.9. HOTELLIN NIVA, 6, 6.9. HOTELLIN NIVA, YLÄOSA, 7-9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA, 10-18, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 19-25, 8.9. KYLÄTALON SÄRKÄT, 26, 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA, 27-30, 9.9. HOTELLIN NIVA, VASTARANTA, 31-40, 12.9. POIKKISÄRKKÄ, 41-44, 13.9. VAAHTOKOSTESÄRKKÄ, 45, + Ptec.MALES 46,47,48, LO345",1,1,ECG_071,,,,,,,,,,,
2016,Uts_16_2y_0002,UTS_16_2y_0002,2y,2,2,9/2/2016,Utsjoki estuary East,69.91078526,27.0496451,"BOX 36 2+, UTSJOKI 2016 SALMON, 2.9. UTSJOEN VANHA UOMA, 1-8, 5.9. HOTELLIN NIVA, 9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA 10-15, 8.9. KYLÄTALON SÄRKÄT, 20-21, 9.9. HOTELLIN NIVA, VASTARANTA, 16-19, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 22 , 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA 23-24, 12.9. POIKKISÄRKKÄ, 25-29, 13.9. VAAHTOKOSTESÄRKKÄ, 30-36, LO344",2,2(pencil),ECG_071,,9/2/2016,2,12.1,2+,2,,,,,
2016,Uts_16_3y_0002,UTS_16_3y_0002,3y,2,2,9/2/2016,Utsjoki estuary East,69.91078526,27.0496451,"BOX 37 3+, UTSJOKI 2016 SALMON, 2.9. UTSJOKI VANHA UOMA, 1-5, 5.9. HOTELLIN NIVA, 6, 6.9. HOTELLIN NIVA, YLÄOSA, 7-9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA, 10-18, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 19-25, 8.9. KYLÄTALON SÄRKÄT, 26, 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA, 27-30, 9.9. HOTELLIN NIVA, VASTARANTA, 31-40, 12.9. POIKKISÄRKKÄ, 41-44, 13.9. VAAHTOKOSTESÄRKKÄ, 45, + Ptec.MALES 46,47,48, LO345",3,3(pencil),ECG_071,,9/2/2016,3,14.2,3+,3,,,,,
2016,Uts_16_2y_0004,UTS_16_2y_0004,2y,2,2,9/2/2016,Utsjoki estuary East,69.91078526,27.0496451,"BOX 36 2+, UTSJOKI 2016 SALMON, 2.9. UTSJOEN VANHA UOMA, 1-8, 5.9. HOTELLIN NIVA, 9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA 10-15, 8.9. KYLÄTALON SÄRKÄT, 20-21, 9.9. HOTELLIN NIVA, VASTARANTA, 16-19, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 22 , 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA 23-24, 12.9. POIKKISÄRKKÄ, 25-29, 13.9. VAAHTOKOSTESÄRKKÄ, 30-36, LO344",4,4(pencil),ECG_071,,9/2/2016,4,12.0,2+,2,,,,,
2016,Uts_16_3y_0005,UTS_16_3y_0005,3y,2,2,9/2/2016,Utsjoki estuary East,69.91078526,27.0496451,"BOX 37 3+, UTSJOKI 2016 SALMON, 2.9. UTSJOKI VANHA UOMA, 1-5, 5.9. HOTELLIN NIVA, 6, 6.9. HOTELLIN NIVA, YLÄOSA, 7-9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA, 10-18, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 19-25, 8.9. KYLÄTALON SÄRKÄT, 26, 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA, 27-30, 9.9. HOTELLIN NIVA, VASTARANTA, 31-40, 12.9. POIKKISÄRKKÄ, 41-44, 13.9. VAAHTOKOSTESÄRKKÄ, 45, + Ptec.MALES 46,47,48, LO345",5,5,ECG_071,,9/2/2016,5,14.4,,,,,kaikki reg. 3+???,all regenrating scales,
2016,Uts_16_2y_0006,UTS_16_2y_0006,2y,2,2,9/2/2016,Utsjoki estuary East,69.91078526,27.0496451,"BOX 36 2+, UTSJOKI 2016 SALMON, 2.9. UTSJOEN VANHA UOMA, 1-8, 5.9. HOTELLIN NIVA, 9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA 10-15, 8.9. KYLÄTALON SÄRKÄT, 20-21, 9.9. HOTELLIN NIVA, VASTARANTA, 16-19, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 22 , 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA 23-24, 12.9. POIKKISÄRKKÄ, 25-29, 13.9. VAAHTOKOSTESÄRKKÄ, 30-36, LO344",6,6.(pencil),ECG_071,,9/2/2016,6,12.0,2+,2,,,,,
2016,Uts_16_3y_0003,UTS_16_3y_0003,3y,2,2,9/2/2016,Utsjoki estuary East,69.91078526,27.0496451,"BOX 37 3+, UTSJOKI 2016 SALMON, 2.9. UTSJOKI VANHA UOMA, 1-5, 5.9. HOTELLIN NIVA, 6, 6.9. HOTELLIN NIVA, YLÄOSA, 7-9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA, 10-18, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 19-25, 8.9. KYLÄTALON SÄRKÄT, 26, 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA, 27-30, 9.9. HOTELLIN NIVA, VASTARANTA, 31-40, 12.9. POIKKISÄRKKÄ, 41-44, 13.9. VAAHTOKOSTESÄRKKÄ, 45, + Ptec.MALES 46,47,48, LO345",7,7(pencil),ECG_071,,9/2/2016,7,13.4,3+,3,,,,,
2016,Uts_16_1y_0008,UTS_16_1y_0008,1y,2,2,9/2/2016,Utsjoki estuary East,69.91078526,27.0496451,"BOX 31 1+, UTSJOKI2016 SALMON, 2.9.2016, UTSJOEN VANHA UOMA, 1-8, 5.9.2016, HOTELLIN NIVA, 9-26, 6.9.2016, HOTELLIN NIVA, 27-50, 7.9.2016 SILLAN YLÄPUOLI, LÄNSIRANTA 51-81, LO339",8,8,ECG_67,,,,,,,,,,,
2016,Uts_16_2y_0008,UTS_16_2y_0008,2y,2,2,9/2/2016,Utsjoki estuary East,69.91078526,27.0496451,"BOX 36 2+, UTSJOKI 2016 SALMON, 2.9. UTSJOEN VANHA UOMA, 1-8, 5.9. HOTELLIN NIVA, 9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA 10-15, 8.9. KYLÄTALON SÄRKÄT, 20-21, 9.9. HOTELLIN NIVA, VASTARANTA, 16-19, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 22 , 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA 23-24, 12.9. POIKKISÄRKKÄ, 25-29, 13.9. VAAHTOKOSTESÄRKKÄ, 30-36, LO344",8,8,ECG_071,,,,,,,,,,,
2016,Uts_16_3y_0004,UTS_16_3y_0004,3y,2,2,9/2/2016,Utsjoki estuary East,69.91078526,27.0496451,"BOX 37 3+, UTSJOKI 2016 SALMON, 2.9. UTSJOKI VANHA UOMA, 1-5, 5.9. HOTELLIN NIVA, 6, 6.9. HOTELLIN NIVA, YLÄOSA, 7-9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA, 10-18, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 19-25, 8.9. KYLÄTALON SÄRKÄT, 26, 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA, 27-30, 9.9. HOTELLIN NIVA, VASTARANTA, 31-40, 12.9. POIKKISÄRKKÄ, 41-44, 13.9. VAAHTOKOSTESÄRKKÄ, 45, + Ptec.MALES 46,47,48, LO345",8,8(pencil),ECG_071,,9/2/2016,8,13.0,2+,2,,,,,
2016,Uts_16_0y_0035,UTS_16_0y_0035,0y,2,2,9/2/2016,Utsjoki estuary East,69.91078526,27.0496451,"BOX 1 0+, UTSJOKI 2016 SALMON, 2.9.2016 UTSJOEN VANHA UOMA 1-35, 5.9.2016 HOTELLIN NIVA 36-81, LO309",35,35,ECG_041,,,,,,,,,,,
2016,Uts_16_3y_0006,UTS_16_3y_0006,3y,14,16,9/5/2016,"Hotel reed, East bank",69.90472091,27.03553956,"BOX 37 3+, UTSJOKI 2016 SALMON, 2.9. UTSJOKI VANHA UOMA, 1-5, 5.9. HOTELLIN NIVA, 6, 6.9. HOTELLIN NIVA, YLÄOSA, 7-9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA, 10-18, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 19-25, 8.9. KYLÄTALON SÄRKÄT, 26, 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA, 27-30, 9.9. HOTELLIN NIVA, VASTARANTA, 31-40, 12.9. POIKKISÄRKKÄ, 41-44, 13.9. VAAHTOKOSTESÄRKKÄ, 45, + Ptec.MALES 46,47,48, LO345",6,6,ECG_071,,,,,,,,,,,
2016,Uts_16_1y_0009,UTS_16_1y_0009,1y,14,16,9/5/2016,"Hotel reed, East bank",69.90472091,27.03553956,"BOX 31 1+, UTSJOKI2016 SALMON, 2.9.2016, UTSJOEN VANHA UOMA, 1-8, 5.9.2016, HOTELLIN NIVA, 9-26, 6.9.2016, HOTELLIN NIVA, 27-50, 7.9.2016 SILLAN YLÄPUOLI, LÄNSIRANTA 51-81, LO339",9,9,ECG_67,,,,,,,,,,,
2016,Uts_16_2y_0009,UTS_16_2y_0009,2y,14,16,9/5/2016,"Hotel reed, East bank",69.90472091,27.03553956,"BOX 36 2+, UTSJOKI 2016 SALMON, 2.9. UTSJOEN VANHA UOMA, 1-8, 5.9. HOTELLIN NIVA, 9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA 10-15, 8.9. KYLÄTALON SÄRKÄT, 20-21, 9.9. HOTELLIN NIVA, VASTARANTA, 16-19, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 22 , 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA 23-24, 12.9. POIKKISÄRKKÄ, 25-29, 13.9. VAAHTOKOSTESÄRKKÄ, 30-36, LO344",9,9,ECG_071,,,,,,,,,,,
2016,Uts_16_1y_0026,UTS_16_1y_0026,1y,14,16,9/5/2016,"Hotel reed, East bank",69.90472091,27.03553956,"BOX 31 1+, UTSJOKI2016 SALMON, 2.9.2016, UTSJOEN VANHA UOMA, 1-8, 5.9.2016, HOTELLIN NIVA, 9-26, 6.9.2016, HOTELLIN NIVA, 27-50, 7.9.2016 SILLAN YLÄPUOLI, LÄNSIRANTA 51-81, LO339",26,26,ECG_67,,,,,,,,,,,
2016,Uts_16_0y_0036,UTS_16_0y_0036,0y,14,16,9/5/2016,"Hotel reed, East bank",69.90472091,27.03553956,"BOX 1 0+, UTSJOKI 2016 SALMON, 2.9.2016 UTSJOEN VANHA UOMA 1-35, 5.9.2016 HOTELLIN NIVA 36-81, LO309",36,36,ECG_041,,,,,,,,,,,
2016,Uts_16_0y_0081,UTS_16_0y_0081,0y,14,16,9/5/2016,"Hotel reed, East bank",69.90472091,27.03553956,"BOX 1 0+, UTSJOKI 2016 SALMON, 2.9.2016 UTSJOEN VANHA UOMA 1-35, 5.9.2016 HOTELLIN NIVA 36-81, LO309",81,81,ECG_041,,,,,,,,,,,
2016,Uts_16_0y_0082,UTS_16_0y_0082,0y,14,16,9/5/2016,"Hotel reed, East bank",69.90472091,27.03553956,"BOX 2 0+, UTSJOKI 2016 SALMON, 5.9.2016 HOTELLIN NIVA 82-162, LO310",82,82,ECG_041,,,,,,,,,,,
2016,Uts_16_0y_0162,UTS_16_0y_0162,0y,14,16,9/5/2016,"Hotel reed, East bank",69.90472091,27.03553956,"BOX 2 0+, UTSJOKI 2016 SALMON, 5.9.2016 HOTELLIN NIVA 82-162, LO310",162,162,ECG_042,,,,,,,,,,,
2016,Uts_16_0y_0163,UTS_16_0y_0163,0y,14,16,9/5/2016,"Hotel reed, East bank",69.90472091,27.03553956,"BOX 3 0+, UTSJOKI 2016 SALMON, 5.9.2016 HOTELLIN NIVA 163-243, 311",163,163,ECG_042,,,,,,,,,,,
2016,Uts_16_0y_0243,UTS_16_0y_0243,0y,14,16,9/5/2016,"Hotel reed, East bank",69.90472091,27.03553956,"BOX 3 0+, UTSJOKI 2016 SALMON, 5.9.2016 HOTELLIN NIVA 163-243, 311",243,243,ECG_043,,,,,,,,,,,
2016,Uts_16_0y_0244,UTS_16_0y_0244,0y,14,16,9/5/2016,"Hotel reed, East bank",69.90472091,27.03553956,"BOX 4 0+, UTSJOKI 2016 SALMON, 5.9.2016, HOTELLIN NIVA 244-324, LO312",244,244,ECG_043,,,,,,,,,,,
2016,Uts_16_0y_0324,UTS_16_0y_0324,0y,14,16,9/5/2016,"Hotel reed, East bank",69.90472091,27.03553956,"BOX 4 0+, UTSJOKI 2016 SALMON, 5.9.2016, HOTELLIN NIVA 244-324, LO312",324,324,ECG_044,,,,,,,,,,,
2016,Uts_16_0y_0325,UTS_16_0y_0325,0y,14,16,9/5/2016,"Hotel reed, East bank",69.90472091,27.03553956,"BOX 5 0+, UTSJOKI 2016 SALMON, 5.9.2016 HOTELLIN NIVA 325-344, 6.9.2016 HOTELLIN NIVA, (YLÄOSA) 345-405, LO313",325,325,ECG_044,,,,,,,,,,,
2016,Uts_16_3y_0008,UTS_16_3y_0008,3y,16,18,9/6/2016,upstream from Hotel reed,69.90535494,27.03455251,"BOX 37 3+, UTSJOKI 2016 SALMON, 2.9. UTSJOKI VANHA UOMA, 1-5, 5.9. HOTELLIN NIVA, 6, 6.9. HOTELLIN NIVA, YLÄOSA, 7-9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA, 10-18, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 19-25, 8.9. KYLÄTALON SÄRKÄT, 26, 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA, 27-30, 9.9. HOTELLIN NIVA, VASTARANTA, 31-40, 12.9. POIKKISÄRKKÄ, 41-44, 13.9. VAAHTOKOSTESÄRKKÄ, 45, + Ptec.MALES 46,47,48, LO345",3,3(pencil),ECG_071,,9/6/2016,3,13.5,2+,2,,,,,
2016,Uts_16_3y_0007,UTS_16_3y_0007,3y,16,18,9/6/2016,upstream from Hotel reed,69.90535494,27.03455251,"BOX 37 3+, UTSJOKI 2016 SALMON, 2.9. UTSJOKI VANHA UOMA, 1-5, 5.9. HOTELLIN NIVA, 6, 6.9. HOTELLIN NIVA, YLÄOSA, 7-9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA, 10-18, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 19-25, 8.9. KYLÄTALON SÄRKÄT, 26, 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA, 27-30, 9.9. HOTELLIN NIVA, VASTARANTA, 31-40, 12.9. POIKKISÄRKKÄ, 41-44, 13.9. VAAHTOKOSTESÄRKKÄ, 45, + Ptec.MALES 46,47,48, LO345",7,7,ECG_071,,,,,,,,,,,
