"","sex","ID","year","date","date.fix","tag.ID","wt.kg","length.cm","condition","notes.fi","notes.en","notes.KM","dead","recapture","match.ID","Scale.smoltage","scale.seaage","InterpAge","Respawner","respawner.info","notes.FI","notes.ENG"
"334","M","Uts_15A_009",2015,"14-15.9","9/14/2015","Z08208",2.2,62,0.148029304839338,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"335","M","Uts_15A_012",2015,"15.-16.9","9/15/2015","Z08211",2.3,64,-0.200864315980362,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"336","M","Uts_15A_013",2015,"15.-16.9","9/15/2015","Z08212",2.1,62,0.0480293048393379,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"337","M","Uts_15A_014",2015,"15.-16.9","9/15/2015","Z08213",2.2,62,0.148029304839338,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"338","M","Uts_15A_015",2015,"15.-16.9","9/15/2015","Z08214",2.6,65,-0.125311126390212,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"339","M","Uts_15A_016",2015,"16.-17.9","9/16/2015","Z08215",1.6,57,0.670263356888583,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"340","M","Uts_15A_017",2015,"16.-17.9","9/16/2015","Z08216",3.2,70,-0.647545178439457,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"341","M","Uts_15A_018",2015,"16.-17.9","9/16/2015","Z08217",1.7,59,0.321369736068885,NA,NA,NA,NA,NA,NA,5,1,1,0,NA,NA,NA
"342","M","Uts_15A_019",2015,"16.-17.9","9/16/2015","Z08218",1.6,54,1.34360378811813,"rasvaev‰ puuttuu","missing adipose fin",NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"343","M","Uts_15A_020",2015,"16.-17.9","9/16/2015","Z08219",11.1,99,0.74349731967491,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"344","M","Uts_15A_022",2015,"16.-17.9","9/16/2015","Z08221",2.1,62,0.0480293048393379,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"345","M","Uts_15A_023",2015,"16.-17.9","9/16/2015","Z08222",2.5,65,-0.225311126390212,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"346","M","Uts_15A_024",2015,"17.-18.9","9/17/2015","Z08223",1.8,59,0.421369736068886,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"347","M","Uts_15A_025",2015,"17.-18.9","9/17/2015","Z08224",2.1,62,0.0480293048393379,NA,NA,NA,NA,NA,NA,5,1,1,0,NA,NA,NA
"348","M","Uts_15A_027",2015,"21.-22.9","9/21/2015","Z08226",2.4,64,-0.100864315980362,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"349","M","Uts_15A_028",2015,"21.-22.9","9/21/2015","Z08227",7.5,91,-1.06092819704629,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"350","M","Uts_15A_029",2015,"21.-22.9","9/21/2015","Z08228",9.6,99,-0.75650268032509,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"351","M","Uts_15A_031",2015,"22.-23.9","9/22/2015","Z08230",2.6,66,-0.349757936800061,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"352","M","Uts_15A_032",2015,"22.-23.9","9/22/2015","Z08231",2.7,65,-0.0253111263902115,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"353","M","Uts_15A_033",2015,"22.-23.9","9/22/2015","Z08232",1.8,59,0.421369736068886,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"354","M","Uts_15A_034",2015,"22.-23.9","9/22/2015","Z08233",2.2,63,-0.0764175055705119,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA
"355","M","Uts_15A_035",2015,"22.-23.9","9/22/2015","Z08234",1.8,61,-0.0275238847508141,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"356","M","Uts_15A_036",2015,"22.-23.9","9/22/2015","Z08235",2.4,64,-0.100864315980362,"lohit‰it‰","salmon lice",NA,NA,NA,NA,NA,1,1,0,NA,NA,NA
"357","M","Uts_15A_037",2015,"22.-23.9","9/22/2015","Z08236",1.7,59,0.321369736068885,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"358","M","Uts_15A_038",2015,"23.-24.9","9/23/2015","Z08237",2.9,67,-0.27420474720991,NA,NA,NA,NA,NA,NA,5,1,1,0,NA,NA,NA
"359","M","Uts_15A_039",2015,"23.-24.9","9/23/2015","Z08238",2,60,0.396922925659036,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"360","M","Uts_15A_041",2015,"23.-24.9","9/23/2015","Z08240",11.4,108,-0.976523974013732,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"361","M","Uts_15A_042",2015,"24.-25.9","9/24/2015","Z08241",1.7,58,0.545816546478733,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"362","M","Uts_15A_043",2015,"24.-25.9","9/24/2015","Z08242",2.7,67,-0.474204747209909,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"363","M","Uts_15A_044",2015,"24.-25.9","9/24/2015","Z08243",2.3,64,-0.200864315980362,NA,NA,NA,NA,NA,NA,5,1,1,0,NA,NA,NA
"364","M","Uts_15A_045",2015,"24.-25.9","9/24/2015","Z08244",1.7,59,0.321369736068885,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"365","M","Uts_15A_046",2015,"24.-25.9","9/24/2015","Z08245",2.5,65,-0.225311126390212,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"366","M","Uts_15A_047",2015,"24.-25.9","9/24/2015","Z08246",1.7,56,0.994710167298433,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"367","M","Uts_15A_048",2015,"24.-25.9","9/24/2015","Z08247",2.3,62,0.248029304839338,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"368","M","Uts_15A_049",2015,"25.-26.9","9/25/2015","Z08248",2.3,63,0.0235824944294878,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"369","M","Uts_15A_050",2015,"25.-26.9","9/25/2015","Z08250",2,61,0.172476115249186,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"370","M","Uts_15A_051",2015,"25.-26.9","9/25/2015","Z08251",1.5,56,0.794710167298433,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"371","M","Uts_15A_052",2015,"28.-29.9","9/28/2015","Z08252",2,60,0.396922925659036,NA,NA,NA,NA,1,"Uts_17A_087",3,1,1,0,NA,NA,"disagreement in smolt age between 1 and 2nd recapture"
"372","M","Uts_15A_053",2015,"28.-29.9","9/28/2015","Z08253",1.5,56,0.794710167298433,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"373","M","Uts_15A_056",2015,"28.-29.9","9/28/2015","Z08256",1.8,62,-0.251970695160662,NA,NA,NA,NA,1,"Uts_17A_088",3,1,1,0,NA,NA,NA
"374","M","Uts_15A_057",2015,"28.-29.9","9/28/2015","Z08257",2.5,64,-0.000864315980361852,"kuoli verkkoon","died in net",NA,1,NA,NA,3,1,1,0,NA,NA,NA
"375","M","Uts_15A_058",2015,"28.-29.9","9/28/2015","Z08258",2.1,61,0.272476115249186,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"376","M","Uts_15A_059",2015,"28.-29.9","9/28/2015","Z08259",2,60,0.396922925659036,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"377","M","Uts_15A_060",2015,"28.-29.9","9/28/2015","Z08260",1.7,62,-0.351970695160662,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"378","M","Uts_15A_061",2015,"28.-29.9","9/28/2015","Z08261",2,62,-0.0519706951606622,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"379","M","Uts_15A_063",2015,"29.-30.9","9/29/2015","Z08263",1.6,57,0.670263356888583,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"380","M","Uts_15A_064",2015,"29.-30.9","9/29/2015","Z08264",2.7,68,-0.698651557619759,"eritt‰in kirkas","very bright colors",NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"381","M","Uts_15A_065",2015,"29.-30.9","9/29/2015","Z08265",2,63,-0.276417505570512,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"382","M","Uts_15A_068",2015,"31.9-1.10","9/30/2015","Z08268",3.1,68,-0.298651557619759,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"383","M","Uts_15A_069",2015,"31.9-1.10","9/30/2015","Z08269",1.8,60,0.196922925659036,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"384","M","Uts_15A_070",2015,"31.9-1.10","9/30/2015","Z08270",14.2,115,0.25234835311732,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"385","M","Uts_15A_071",2015,"31.9-1.10","9/30/2015","Z08271",4.7,82,-1.84090690335765,NA,NA,"same male as UTS_15A_075",NA,NA,"Uts_15A_075",4,2,2,0,NA,NA,NA
"386","M","Uts_15A_072",2015,"1.-2.10","10/1/2014","Z08272",2.3,65,-0.425311126390212,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"387","M","Uts_15A_073",2015,"1.-2.10","10/1/2014","Z08273",2.4,65,-0.325311126390212,"rasvaev‰n reuna leikattu - todenn‰kˆisesti kala nro. 71 josta merkki irronnut","part of the adipose fin has been cut, maybe 71","not 71",NA,NA,NA,3,1,1,0,NA,NA,NA
"388","M","Uts_15A_074",2015,"1.-2.10","10/1/2014","Z08274",1.4,57,0.470263356888583,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"389","M","Uts_15A_076",2015,"1.-2.10","10/1/2014","Z08276",9.8,100,-0.78094949073494,NA,"dates converted to 1st day",NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"390","M","Uts_15A_079",2015,"2.-3.10","10/2/2015","Z08279",2.8,69,-0.823098368029609,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"391","M","Uts_15A_080",2015,"2.-3.10","10/2/2015","Z08280",2.1,62,0.0480293048393379,NA,NA,NA,NA,NA,NA,5,1,1,0,NA,NA,NA
"392","M","Uts_15A_081",2015,"2.-3.10","10/2/2015","Z08281",1.7,61,-0.127523884750814,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"393","M","Uts_15A_082",2015,"2.-3.10","10/2/2015","Z08282",2.4,64,-0.100864315980362,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"394","M","Uts_16A_001",2016,"14-Sep","9/14/2016","Z08283",2.6,63,0.323582494429488,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"395","M","Uts_16A_002",2016,"14-Sep","9/14/2016","Z08284",2.1,61,0.272476115249186,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"396","M","Uts_16A_003",2016,"15-16.9","9/15/2016","Z08285",2.1,62,0.0480293048393379,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"397","M","Uts_16A_004",2016,"15-16.9","9/15/2016","Z08286",12.3,110,-0.525417594833431,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"398","M","Uts_16A_005",2016,"15-16.9","9/15/2016","Z08287",2.4,62,0.348029304839338,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"399","M","Uts_16A_006",2016,"15-16.9","9/15/2016","Z08288",1.8,58,0.645816546478734,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"400","M","Uts_16A_007",2016,"15-16.9","9/15/2016","Z08289",9.5,103,-1.75428992196449,NA,NA,NA,NA,NA,NA,3,NA,3,0,NA,NA,NA
"401","M","Uts_16A_008",2016,"15-16.9","9/15/2016","Z08290",1.8,59,0.421369736068886,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"402","M","Uts_16A_009",2016,"15-16.9","9/15/2016","Z08291",2,60,0.396922925659036,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"403","M","Uts_16A_010",2016,"15-16.9","9/15/2016","Z08292",2.1,61,0.272476115249186,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"404","M","Uts_16A_011",2016,"15-16.9","9/15/2016","Z08293",1.8,60,0.196922925659036,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"405","M","Uts_16A_012",2016,"15-16.9","9/15/2016","Z08294",2.3,62,0.248029304839338,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"406","M","Uts_16A_013",2016,"15-16.9","9/15/2016","Z08295",6.1,90,-2.23648138663645,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA
"407","M","Uts_16A_014",2016,"15-16.9","9/15/2016","Z08296",1.4,54,1.14360378811813,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"408","M","Uts_16A_015",2016,"15-16.9","9/15/2016","Z08297",5,84,-1.98980052417735,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"409","M","Uts_16A_016",2016,"15-16.9","9/15/2016","Z08298",3.6,72,-0.696438799259157,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"410","M","Uts_16A_017",2016,"15-16.9","9/15/2016","Z08299",6.3,84,-0.689800524177351,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"411","M","Uts_16A_018",2016,"15-16.9","9/15/2016","Z08300",1.7,59,0.321369736068885,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"412","M","Uts_16A_019",2016,"15-16.9","9/15/2016","Z08301",1.8,58,0.645816546478734,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"413","M","Uts_16A_020",2016,"15-16.9","9/15/2016","Z08302",2,61,0.172476115249186,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"414","M","Uts_16A_021",2016,"16.-17.9","9/16/2016","Z08303",1.8,59,0.421369736068886,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"415","M","Uts_16A_022",2016,"16.-17.9","9/16/2016","Z08304",1.9,60,0.296922925659036,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"416","M","Uts_16A_023",2016,"16.-17.9","9/16/2016","Z08305",2.2,63,-0.0764175055705119,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"417","M","Uts_16A_024",2016,"16.-17.9","9/16/2016","Z08306",2.3,61,0.472476115249186,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"418","M","Uts_16A_025",2016,"16.-17.9","9/16/2016","Z08307",2.3,64,-0.200864315980362,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"419","M","Uts_16A_026",2016,"16.-17.9","9/16/2016","Z08308",2.5,65,-0.225311126390212,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"420","M","Uts_16A_027",2016,"16.-17.9","9/16/2016","Z08309",1.4,55,0.919156977708283,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"421","M","Uts_16A_028",2016,"16.-17.9","9/16/2016","Z08310",5.9,88,-1.98758776581675,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"422","M","Uts_16A_029",2016,"16.-17.9","9/16/2016","Z08311",1.8,58,0.645816546478734,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"423","M","Uts_16A_030",2016,"16.-17.9","9/16/2016","Z08312",1.4,53,1.36805059852798,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"424","M","Uts_16A_031",2016,"16.-17.9","9/16/2016","Z08313",1.5,56,0.794710167298433,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA
"425","M","Uts_16A_032",2016,"19.-20.9","9/19/2016","Z08314",2,61,0.172476115249186,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"426","M","Uts_16A_033",2016,"19.-20.9","9/19/2016","Z08315",1.6,55,1.11915697770828,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"427","M","Uts_16A_034",2016,"19.-20.9","9/19/2016","Z08316",1.6,59,0.221369736068886,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"428","M","Uts_16A_035",2016,"19.-20.9","9/19/2016","Z08317",1.8,59,0.421369736068886,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"429","M","Uts_16A_038",2016,"20.-21.9","9/20/2016","Z08320",1.9,59,0.521369736068885,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"430","M","Uts_16A_039",2016,"20.-21.9","9/20/2016","Z08321",2,61,0.172476115249186,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"431","M","Uts_16A_040",2016,"20.-21.9","9/20/2016","Z08322",2,58,0.845816546478733,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"432","M","Uts_16A_041",2016,"20.-21.9","9/20/2016","Z08323",6,89,-2.11203457622659,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"433","M","Uts_16A_042",2016,"20.-21.9","9/20/2016","Z08324",2.6,63,0.323582494429488,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"434","M","Uts_16A_044",2016,"20.-21.9","9/20/2016","Z08326",1.6,58,0.445816546478734,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"435","M","Uts_16A_045",2016,"20.-21.9","9/20/2016","Z08327",1.8,59,0.421369736068886,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"436","M","Uts_16A_046",2016,"20.-21.9","9/20/2016",NA,2,60,0.396922925659036,"kuollut","dead",NA,1,NA,NA,3,1,1,0,NA,NA,NA
"437","M","Uts_16A_047",2016,"20.-21.9","9/20/2016",NA,9.3,97,-0.607609059505389,"kuollut","dead",NA,1,NA,NA,3,3,3,1,10,NA,NA
"438","M","Uts_16A_049",2016,"21.-22.9","9/21/2015","Z08329",1.8,57,0.870263356888583,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"439","M","Uts_16A_051",2016,"21.-22.9","9/21/2015","Z08331",2,60,0.396922925659036,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"440","M","Uts_16A_052",2016,"21.-22.9","9/21/2015","Z08332",1,48,2.09028465057723,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"441","M","Uts_16A_053",2016,"21.-22.9","9/21/2015","Z08333",2.1,60,0.496922925659036,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"442","M","Uts_16A_054",2016,"21.-22.9","9/21/2015","Z08334",2.3,64,-0.200864315980362,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"443","M","Uts_16A_055",2016,"22.-23.9","9/22/2016","Z08335",1.8,57,0.870263356888583,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"444","M","Uts_16A_056",2016,"22.-23.9","9/22/2016","Z08336",2.5,63,0.223582494429488,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA
"445","M","Uts_16A_057",2016,"22.-23.9","9/22/2016","Z08337",1.6,56,0.894710167298433,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA
"446","M","Uts_16A_058",2016,"22.-23.9","9/22/2016","Z08338",1.7,59,0.321369736068885,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"447","M","Uts_16A_059",2016,"22.-23.9","9/22/2016","Z08339",2,60,0.396922925659036,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"448","M","Uts_16A_060",2016,"22.-23.9","9/22/2016","Z08340",1.4,58,0.245816546478733,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"449","M","Uts_16A_061",2016,"22.-23.9","9/22/2016","Z08341",2,63,-0.276417505570512,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"450","M","Uts_16A_062",2016,"22.-23.9","9/22/2016","Z08342",1.5,55,1.01915697770828,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"451","M","Uts_16A_063",2016,"22.-23.9","9/22/2016","Z08343",1.7,58,0.545816546478733,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"452","M","Uts_16A_065",2016,"23.-24.9","9/23/2016","Z08345",1.7,60,0.0969229256590356,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"453","M","Uts_16A_066",2016,"23.-24.9","9/23/2016","Z08346",1.7,57,0.770263356888583,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"454","M","Uts_16A_067",2016,"23.-24.9","9/23/2016","Z08347",5.7,83,-1.0653537137675,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"455","M","Uts_16A_068",2016,"23.-24.9","9/23/2016","Z08348",2,62,-0.0519706951606622,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"456","M","Uts_16A_069",2016,"23.-24.9","9/23/2016","Z08349",1.6,57,0.670263356888583,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"457","M","Uts_16A_070",2016,"23.-24.9","9/23/2016","Z08350",2.3,66,-0.649757936800062,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"458","M","Uts_16A_071",2016,"23.-24.9","9/23/2016","Z08351",1.5,59,0.121369736068885,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"459","M","Uts_16A_072",2016,"26.-27.9","9/26/2016","Z08352",17,117,2.60345473229762,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"460","M","Uts_16A_073",2016,"26.-27.9","9/26/2016","Z08353",20.8,121,5.50566749065823,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"461","M","Uts_16A_074",2016,"26.-27.9","9/26/2016","Z08354",10.4,103,-0.854289921964488,NA,NA,NA,NA,NA,NA,3,3,3,1,10,NA,NA
"462","M","Uts_16A_075",2016,"26.-27.9","9/26/2016","F618",6.5,88,-1.38758776581675,NA,NA,"recapture Uts_14A_058, F618",NA,2,"Uts_14A_058",4,3,3,1,10,NA,"scale age was originally 2 but changed to 3"
"463","M","Uts_16A_076",2016,"26.-27.9","9/26/2016","Z08355",2.1,62,0.0480293048393379,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"464","M","Uts_16A_078",2016,"26.-27.9","9/26/2016","Z08357",1.8,57,0.870263356888583,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"465","M","Uts_16A_079",2016,"26.-27.9","9/26/2016","Z08358",3.7,74,-1.04533242007886,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"466","M","Uts_16A_080",2016,"26.-27.9","9/26/2016","Z08359",1.8,57,0.870263356888583,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"467","M","Uts_16A_081",2016,"26.-27.9","9/26/2016","Z08360",2.7,62,0.648029304839338,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"468","M","Uts_16A_082",2016,"26.-27.9","9/26/2016","Z08361",2,61,0.172476115249186,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"469","M","Uts_16A_083",2016,"26.-27.9","9/26/2016","Z08362",1.9,59,0.521369736068885,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"470","M","Uts_16A_084",2016,"26.-27.9","9/26/2016","Z08363",2.3,61,0.472476115249186,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"471","M","Uts_16A_085",2016,"26.-27.9","9/26/2016","Z08364",2.2,60,0.596922925659036,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"472","M","Uts_16A_086",2016,"27.-28.9","9/27/2016","Z08365",2,57,1.07026335688858,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"473","M","Uts_16A_087",2016,"27.-28.9","9/27/2016","Z08366",13.5,106,1.57236964680596,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"474","M","Uts_16A_088",2016,"27.-28.9","9/27/2016","Z08367",11.6,102,0.570156888445362,NA,NA,"recapture, tag missing",NA,2,"Uts_14A_084",3,3,3,1,10,NA,"seaage says 2 but should be 3, changed"
"475","M","Uts_16A_089",2016,"27.-28.9","9/27/2016","Z08368",2.1,59,0.721369736068886,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"476","M","Uts_16A_090",2016,"27.-28.9","9/27/2016","Z08369",2,58,0.845816546478733,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"477","M","Uts_16A_092",2016,"27.-28.9","9/27/2016","Z08371",4.5,81,-1.8164600929478,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"478","M","Uts_16A_093",2016,"27.-28.9","9/27/2016","Z08372",1.4,55,0.919156977708283,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"479","M","Uts_16A_094",2016,"27.-28.9","9/27/2016","Z08373",1.4,54,1.14360378811813,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"480","M","Uts_16A_095",2016,"27.-28.9","9/27/2016","Z08374",6.8,86,-0.638694144997047,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"481","M","Uts_16A_097",2016,"27.-28.9","9/27/2016","Z08376",1.5,56,0.794710167298433,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"482","M","Uts_16A_098",2016,"27.-28.9","9/27/2016","Z08377",2,63,-0.276417505570512,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA
"483","M","Uts_16A_099",2016,"27.-28.9","9/27/2016","Z08378",1.8,59,0.421369736068886,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"484","M","Uts_16A_100",2016,"28.-29.9","9/28/2016","Z08379",2,60,0.396922925659036,NA,NA,NA,NA,1,"Uts_18A_001",3,1,1,0,NA,NA,NA
"485","M","Uts_16A_101",2016,"28.-29.9","9/28/2016","Z08380",20.4,126,3.98343343860898,NA,NA,NA,NA,NA,NA,NA,4,4,0,NA,NA,NA
"486","M","Uts_16A_103",2016,"28.-29.9","9/28/2016","Z08382",5,85,-2.2142473345872,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"487","M","Uts_16A_104",2016,"28.-29.9","9/28/2016","Z08383",2,59,0.621369736068885,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"488","M","Uts_16A_106",2016,"28.-29.9","9/28/2016","Z08385",1.6,56,0.894710167298433,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"489","M","Uts_16A_107",2016,"28.-29.9","9/28/2016","Z08386",2,61,0.172476115249186,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"490","M","Uts_16A_109",2016,"28.-29.9","9/28/2016","F643",7.5,94,-1.73426862827584,NA,NA,"marked previously, Uts_14A_083",NA,2,"Uts_14A_083",3,3,3,1,10,NA,"seaage says 2 from scale, should be 3"
"491","M","Uts_16A_110",2016,"29.-30.9","9/29/2016","Z08388",1.9,57,0.970263356888583,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
