"","sex","ID","year","date","date.fix","tag.ID","wt.kg","length.cm","condition","notes.fi","notes.en","notes.KM","dead","recapture","match.ID","Scale.smoltage","scale.seaage","InterpAge","Respawner","respawner.info","notes.FI","notes.ENG"
"492","M","Uts_16A_111",2016,"29.-30.9","9/29/2016","Z08389",18.2,117,3.80345473229762,NA,NA,NA,NA,NA,NA,5,3,3,0,NA,NA,NA
"493","M","Uts_16A_113",2016,"29.-30.9","9/29/2016","Z08391",8.7,97,-1.20760905950539,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"494","M","Uts_16A_114",2016,"4.-5.10","10/4/2016","Z08392",5.9,87,-1.7631409554069,NA,NA,NA,NA,NA,NA,4,NA,2,0,NA,NA,NA
"495","M","Uts_16A_116",2016,"4.-5.10","10/4/2016","Z08394",1.8,59,0.421369736068886,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"496","M","Uts_16A_117",2016,"4.-5.10","10/4/2016","Z08395",0.8,50,1.44139102975753,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"497","M","Uts_17A_001",2017,"14.9.2017","9/14/2017","F671",8.8,94,-0.434268628275841,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,"vain 1 suomu","only one scale"
"498","M","Uts_17A_003",2017,"14.9.2017","9/14/2017","F673",2.1,63,-0.176417505570512,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"499","M","Uts_17A_004",2017,"14.9.2017","9/14/2017","F674",8,93,-1.00982181786599,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"500","M","Uts_17A_006",2017,"14.9.2017","9/14/2017","F676",2.3,63,0.0235824944294878,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"501","M","Uts_17A_008",2017,"14.9.2017","9/14/2017","F678",2.8,69,-0.823098368029609,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"502","M","Uts_17A_009",2017,"14.9.2017","9/14/2017","F679",4.4,75,-0.569779230488704,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,"kuluneet suomut, ep‰varma meri-ik‰","worn out scales, sea age uncertain"
"503","M","Uts_17A_011",2017,"14.9.2017","9/14/2017","F681",3.4,70,-0.447545178439457,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,"ei joki-ik‰‰","no river age"
"504","M","Uts_17A_012",2017,"14.9.2017","9/14/2017","F682",3.4,69,-0.223098368029609,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"505","M","Uts_17A_013",2017,"15.9.2017","9/15/2017","F683",2.2,59,0.821369736068886,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"506","M","Uts_17A_014",2017,"15.9.2017","9/15/2017","F684",2.2,62,0.148029304839338,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"507","M","Uts_17A_015",2017,"15.9.2017","9/15/2017","F685",12,106,0.0723696468059636,NA,NA,NA,NA,NA,NA,4,3,3,0,NA,NA,NA
"508","M","Uts_17A_016",2017,"18.9.2017","9/18/2017","F686",25,131,7.46119938655973,NA,NA,NA,NA,NA,NA,3,4,4,0,NA,NA,NA
"509","M","Uts_17A_017",2017,"18.9.2017","9/18/2017","F687",19.4,128,2.53453981778928,NA,NA,NA,NA,NA,NA,4,4,4,0,NA,NA,NA
"510","M","Uts_17A_019",2017,"18.9.2017","9/18/2017","F689",2.9,67,-0.27420474720991,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"511","M","Uts_17A_020",2017,"18.9.2017","9/18/2017","F690",3.2,70,-0.647545178439457,NA,NA,NA,NA,1,"Uts_19A_003",3,1,1,0,NA,NA,NA
"512","M","Uts_17A_021",2017,"18.9.2017","9/18/2017","F691",13,106,1.07236964680596,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"513","M","Uts_17A_022",2017,"18.9.2017","9/18/2017","F692",2.1,60,0.496922925659036,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"514","M","Uts_17A_023",2017,"18.9.2017","9/18/2017","F693",1.8,59,0.421369736068886,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"515","M","Uts_17A_024",2017,"18.9.2017","9/18/2017","F694",3.2,70,-0.647545178439457,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"516","M","Uts_17A_025",2017,"19.9.2017","9/19/2017",NA,2.3,62,0.248029304839338,"kuollut","dead",NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"517","M","Uts_17A_027",2017,"19.9.2017","9/19/2017","F696",3.1,68,-0.298651557619759,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"518","M","Uts_17A_028",2017,"19.9.2017","9/19/2017","F697",9.4,99,-0.956502680325089,NA,NA,NA,NA,NA,NA,4,3,3,0,NA,NA,NA
"519","M","Uts_17A_029",2017,"19.9.2017","9/19/2017","F698",7.7,89,-0.412034576226595,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"520","M","Uts_17A_030",2017,"19.9.2017","9/19/2017","F699",2.6,66,-0.349757936800061,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"521","M","Uts_17A_032",2017,"19.9.2017","9/19/2017","F201",7.3,90,-1.03648138663645,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"522","M","Uts_17A_033",2017,"19.9.2017","9/19/2017","F202",2.1,60,0.496922925659036,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"523","M","Uts_17A_034",2017,"20.9.2017","9/20/2017","F203",3.7,74,-1.04533242007886,"leikattu rasvaev‰","cut adipose fin",NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"524","M","Uts_17A_035",2017,"20.9.2017","9/20/2017","F204",19.6,123,3.85677386983853,NA,NA,NA,NA,NA,NA,6,4,4,0,NA,NA,NA
"525","M","Uts_17A_036",2017,"20.9.2017","9/20/2017","F205",3.2,67,0.0257952527900907,"outo rasvaev‰, mahdollisesti leikattu","weird adipose fin, possibly cut",NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"526","M","Uts_17A_037",2017,"20.9.2017","9/20/2017","F206",7.6,90,-0.736481386636447,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"527","M","Uts_17A_038",2017,"20.9.2017","9/20/2017","F207",9.5,96,-0.183162249095542,"liman‰yte puuttuu","no slime sample",NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"528","M","Uts_17A_039",2017,"21.9.2017","9/21/2017",NA,8.5,95,-0.958715438685694,"kuollut","dead",NA,NA,NA,NA,4,3,3,0,NA,NA,NA
"529","M","Uts_17A_040",2017,"21.9.2017","9/21/2017","F208",3.6,70,-0.247545178439457,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"530","M","Uts_17A_041",2017,"21.9.2017","9/21/2017","F209",2.7,63,0.423582494429488,NA,NA,NA,NA,NA,NA,5,1,1,0,NA,NA,NA
"531","M","Uts_17A_042",2017,"21.9.2017","9/21/2017","F210",2.9,64,0.399135684019638,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"532","M","Uts_17A_043",2017,"21.9.2017","9/21/2017","F211",1.4,53,1.36805059852798,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"533","M","Uts_17A_044",2017,"21.9.2017","9/21/2017","F212",15.9,111,2.85013559475672,NA,NA,NA,NA,NA,NA,4,3,3,0,NA,NA,NA
"534","M","Uts_17A_045",2017,"21.9.2017","9/21/2017","F213",1.7,59,0.321369736068885,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"535","M","Uts_17A_047",2017,"21.9.2017","9/21/2017","F215",2.7,63,0.423582494429488,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"536","M","Uts_17A_048",2017,"21.9.2017","9/21/2017","F216",2.5,61,0.672476115249186,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"537","M","Uts_17A_049",2017,"21.9.2017","9/21/2017","F217",3.1,71,-0.971991988849307,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"538","M","Uts_17A_050",2017,"21.9.2017","9/21/2017","F218",17.8,114,4.07679516352717,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"539","M","Uts_17A_051",2017,"21.9.2017","9/21/2017","F219",3.2,70,-0.647545178439457,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"540","M","Uts_17A_052",2017,"21.9.2017","9/21/2017","F220",3.6,73,-0.920885609669005,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"541","M","Uts_17A_053",2017,"21.9.2017","9/21/2017","F221",3.9,73,-0.620885609669005,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"542","M","Uts_17A_054",2017,"21.9.2017","9/21/2017",NA,1.7,59,0.321369736068885,"ei nuolimerkki‰ (karkasi laitettaessa)","no mark because it escaped",NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"543","M","Uts_17A_055",2017,"25.9.2017","9/25/2017","F222",2.1,62,0.0480293048393379,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"544","M","Uts_17A_057",2017,"25.9.2017","9/25/2017","F224",3.8,73,-0.720885609669005,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"545","M","Uts_17A_058",2017,"25.9.2017","9/25/2017","F225",2.5,64,-0.000864315980361852,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"546","M","Uts_17A_059",2017,"25.9.2017","9/25/2017","F226",2.4,62,0.348029304839338,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"547","M","Uts_17A_060",2017,"25.9.2017","9/25/2017","F227",2.3,64,-0.200864315980362,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"548","M","Uts_17A_061",2017,"25.9.2017","9/25/2017","F228",2.3,64,-0.200864315980362,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,"ei joki-ik‰‰","no river age"
"549","M","Uts_17A_062",2017,"25.9.2017","9/25/2017","F229",3,74,-1.74533242007886,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"550","M","Uts_17A_063",2017,"25.9.2017","9/25/2017","F230",1.9,60,0.296922925659036,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"551","M","Uts_17A_064",2017,"25.9.2017","9/25/2017","F231",4.8,83,-1.9653537137675,NA,NA,NA,NA,NA,NA,3,3,3,1,10,"PS (uudellen kutija)","repeat spawner"
"552","M","Uts_17A_065",2017,"25.9.2017","9/25/2017","F232",2.2,62,0.148029304839338,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"553","M","Uts_17A_067",2017,"25.9.2017","9/25/2017","F234",8.5,96,-1.18316224909554,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,NA,NA
"554","M","Uts_17A_068",2017,"25.9.2017","9/25/2017","F235",4,83,-2.7653537137675,NA,NA,NA,NA,NA,NA,4,3,3,1,10,"PS (uudellen kutija)","repeat spawner"
"555","M","Uts_17A_069",2017,"25.9.2017","9/25/2017","F236",6.1,88,-1.78758776581675,NA,NA,NA,NA,NA,NA,3,3,3,1,10,"PS (uudellen kutija)","repeat spawner"
"556","M","Uts_17A_070",2017,"25.9.2017","9/25/2017","F237",2.5,66,-0.449757936800061,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"557","M","Uts_17A_071",2017,"25.9.2017","9/25/2017","F238",8.3,93,-0.709821817865993,NA,NA,NA,NA,NA,NA,4,3,3,0,NA,NA,NA
"558","M","Uts_17A_076",2017,"26.9.2017","9/26/2017","F243",3.9,75,-1.0697792304887,NA,NA,NA,NA,NA,NA,3,2,2,0,NA,"kuluneet suomut, ep‰varma meri-ik‰","worn out scales, sea age uncertain"
"559","M","Uts_17A_079",2017,"27.9.2017","9/27/2017","F246",12.4,109,-0.200970784423584,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"560","M","Uts_17A_080",2017,"27.9.2017","9/27/2017","F247",1.7,59,0.321369736068885,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"561","M","Uts_17A_081",2017,"27.9.2017","9/27/2017","F248",3,70,-0.847545178439457,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"562","M","Uts_17A_082",2017,"27.9.2017","9/27/2017","F249",3.5,72,-0.796438799259157,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,"ei joki-ik‰‰","no river age"
"563","M","Uts_17A_083",2017,"28.9.2017","9/28/2017","F250",1.8,60,0.196922925659036,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"564","M","Uts_17A_084",2017,"28.9.2017","9/28/2017","ZO8396",3.5,73,-1.020885609669,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"565","M","Uts_17A_085",2017,"28.9.2017","9/28/2017","ZO8397",15.5,114,1.77679516352717,NA,NA,NA,NA,NA,NA,4,3,3,0,NA,NA,NA
"566","M","Uts_17A_086",2017,"1.10.2017","10/1/2017","ZO8398",3.2,73,-1.320885609669,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"567","M","Uts_17A_087",2017,"1.10.2017","10/1/2017","ZO8241",6.3,90,-2.03648138663645,"edellisten vuosien merkki - uudelleenkutija!","marked from previous, Uts_15A_041","tag lost, recpature",NA,2,"Uts_15A_052",3,3,3,1,10,"PS (uudellen kutija)","disagreement in smolt age between 1 and 2nd recapture, used 1st sample as it is likely less degraded, also says 2S1 but captured 2 years so its 1S1"
"568","M","Uts_17A_088",2017,"1.10.2017","10/1/2017","ZO8256",7.2,94,-2.03426862827584,"edellisten vuosien merkki - uudelleenkutija!","marked from previous, Uts15A_056","tag lost, recpature",NA,2,"Uts_15A_056",3,3,3,1,10,"PS (uudellen kutija)","2S1 but captured 2 years so its 1S1"
"569","M","Uts_17A_089",2017,"1.10.2017","10/1/2017","ZO8399",2.3,65,-0.425311126390212,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"570","M","Uts_17A_091",2017,"2.10.2017","10/2/2017","130.0",2.3,66,-0.649757936800062,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"571","M","Uts_17A_092",2017,"2.10.2017","10/2/2017","129.0",1.6,56,0.894710167298433,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"572","M","Uts_17A_093",2017,"2.10.2017","10/2/2017","128.0",14.4,110,1.57458240516657,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,"ei joki-ik‰‰","no river age"
"573","M","Uts_17A_094",2017,"2.10.2017","10/2/2017","127.0",2.8,68,-0.59865155761976,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"574","M","Uts_17A_095",2017,"2.10.2017","10/2/2017","126.0",1.9,60,0.296922925659036,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"575","M","Uts_17A_097",2017,"4.10.2017","10/4/2017","YL9883",17.6,117,3.20345473229762,"kulkutettu! (kyl‰talon niska)","drift net at location",NA,NA,NA,NA,3,3,3,0,NA,"kuluneet suomut, ep‰varma meri-ik‰","worn out scales, sea age uncertain"
"576","M","Uts_18A_001",2018,"13.9.2018","9/13/2018","ZO8379",10.4,101,-0.405396301144789,"merkki vuodelta 2016!","marked from previous, Uts_16A_100",NA,NA,2,"Uts_16A_100",3,3,3,1,10,"1S2: Kala merkitty Utsjoessa vuonna 28.-29.9.2016. Pituus merkint‰hetkell‰ 60 cm, paino 2,0 kg.","based on recapture, fw age should be 3, 1S2 is wrong"
"577","M","Uts_18A_002",2018,"13.9.2018","9/13/2018","F868",2.4,64,-0.100864315980362,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"578","M","Uts_18A_003",2018,"13.9.2018","9/13/2018","F869",2,61,0.172476115249186,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"579","M","Uts_18A_004",2018,"14.9.2018","9/14/2018","F870",2.1,62,0.0480293048393379,"ei rasvaev‰‰","no adipose fin",NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"580","M","Uts_18A_005",2018,"15.9.2018","9/15/2018","F871",2,61,0.172476115249186,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"581","M","Uts_18A_006",2018,"15.9.2018","9/15/2018","F872",2.2,64,-0.300864315980362,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"582","M","Uts_18A_007",2018,"15.9.2018","9/15/2018","F873",2.6,67,-0.574204747209909,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"583","M","Uts_18A_008",2018,"16.9.2018","9/16/2018","F874",2.4,62,0.348029304839338,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"584","M","Uts_18A_009",2018,"16.9.2018","9/16/2018","F875",15.6,115,1.65234835311732,NA,NA,NA,NA,NA,NA,3,3,3,0,NA,NA,NA
"585","M","Uts_18A_010",2018,"16.9.2018","9/16/2018","F876",2.5,65,-0.225311126390212,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"586","M","Uts_18A_011",2018,"16.9.2018","9/16/2018","F877",2.1,62,0.0480293048393379,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"587","M","Uts_18A_012",2018,"16.9.2018","9/16/2018","F878",2.3,62,0.248029304839338,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"588","M","Uts_18A_013",2018,"16.9.2018","9/16/2018","F879",2.6,64,0.0991356840196382,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"589","M","Uts_18A_014",2018,"16.9.2018","9/16/2018","F880",2.3,65,-0.425311126390212,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"590","M","Uts_18A_015",2018,"16.9.2018","9/16/2018","F881",2.5,66,-0.449757936800061,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"591","M","Uts_18A_016",2018,"16.9.2018","9/16/2018","F882",1.9,59,0.521369736068885,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"592","M","Uts_18A_017",2018,"17.9.2018","9/17/2018","F883",2.1,62,0.0480293048393379,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"593","M","Uts_18A_018",2018,"17.9.2018","9/17/2018","F884",2.4,63,0.123582494429488,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"594","M","Uts_18A_019",2018,"17.9.2018","9/17/2018","F885",1.9,61,0.0724761152491857,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"595","M","Uts_18A_020",2018,"17.9.2018","9/17/2018","F887",4.1,76,-1.09422604089855,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,"kassikala","bag fish"
"596","M","Uts_18A_022",2018,"17.9.2018","9/17/2018","F888",2.2,64,-0.300864315980362,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"597","M","Uts_18A_023",2018,"17.9.2018","9/17/2018","F889",2.7,66,-0.249757936800061,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"598","M","Uts_18A_024",2018,"17.9.2018","9/17/2018","F890",2.3,62,0.248029304839338,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"599","M","Uts_18A_025",2018,"17.9.2018","9/17/2018","F891",1.8,60,0.196922925659036,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"600","M","Uts_18A_026",2018,"17.9.2018","9/17/2018","F892",2.2,61,0.372476115249186,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"601","M","Uts_18A_027",2018,"17.9.2018","9/17/2018","F893",1.9,60,0.296922925659036,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"602","M","Uts_18A_028",2018,"17.9.2018","9/17/2018","F894",2.4,63,0.123582494429488,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"603","M","Uts_18A_029",2018,"18.9.2018","9/18/2018","F895",7.2,90,-1.13648138663645,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,"ei suomuja","no scale"
"604","M","Uts_18A_030",2018,"18.9.2018","9/18/2018","F896",1.8,58,0.645816546478734,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"605","M","Uts_18A_031",2018,"18.9.2018","9/18/2018","F897",2.2,63,-0.0764175055705119,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"606","M","Uts_18A_032",2018,"18.9.2018","9/18/2018","F898",2,62,-0.0519706951606622,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"607","M","Uts_18A_033",2018,"18.9.2018","9/18/2018","F899",2.5,65,-0.225311126390212,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"608","M","Uts_18A_034",2018,"18.9.2018","9/18/2018","F900",2.5,65,-0.225311126390212,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,"kuluneet suomut, onko 4.1S1+????","worn out scales, 4SW1?"
"609","M","Uts_18A_035",2018,"18.9.2018","9/18/2018","F901",1.5,56,0.794710167298433,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,"reg.","no river age"
"610","M","Uts_18A_036",2018,"19.9.2018","9/19/2018","F902",1.6,56,0.894710167298433,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"611","M","Uts_18A_037",2018,"20.9.2018","9/20/2018","F903",2.9,66,-0.0497579368000616,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,"reg.","no river age"
"612","M","Uts_18A_039",2018,"20.9.2018","9/20/2018","F905",2,59,0.621369736068885,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"613","M","Uts_18A_040",2018,"20.9.2018","9/20/2018","F906",2,60,0.396922925659036,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"614","M","Uts_18A_041",2018,"20.9.2018","9/20/2018","F907",2.6,67,-0.574204747209909,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"615","M","Uts_18A_043",2018,"20.9.2018","9/20/2018","F909",1.3,57,0.370263356888583,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"616","M","Uts_18A_044",2018,"20.9.2018","9/20/2018","F910",2.6,64,0.0991356840196382,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"617","M","Uts_18A_046",2018,"21.9.2018","9/21/2018","F912",3.6,72,-0.696438799259157,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"618","M","Uts_18A_047",2018,"21.9.2018","9/21/2018","F913",3.3,70,-0.547545178439457,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"619","M","Uts_18A_048",2018,"21.9.2018","9/21/2018","F914",2.5,64,-0.000864315980361852,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"620","M","Uts_18A_049",2018,"21.9.2018","9/21/2018","F915",2.6,66,-0.349757936800061,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"621","M","Uts_18A_050",2018,"22.9.2018","9/22/2018","F916",2.5,60,0.896922925659036,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"622","M","Uts_18A_051",2018,"22.9.2018","9/22/2018","F917",2.3,62,0.248029304839338,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,"reg.","no river age"
"623","M","Uts_18A_052",2018,"22.9.2018","9/22/2018","F918",4,75,-0.969779230488705,NA,NA,NA,NA,NA,NA,4,2,2,0,NA,NA,NA
"624","M","Uts_18A_053",2018,"22.9.2018","9/22/2018","F919",2.6,66,-0.349757936800061,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"625","M","Uts_18A_054",2018,"22.9.2018","9/22/2018","F920",2.7,64,0.199135684019638,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,"reg.","no river age"
"626","M","Uts_18A_055",2018,"22.9.2018","9/22/2018","F921",2.5,63,0.223582494429488,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"627","M","Uts_18A_056",2018,"24.9.2018","9/24/2018","F922",1.6,54,1.34360378811813,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"628","M","Uts_18A_057",2018,"24.9.2018","9/24/2018","F923",2.5,64,-0.000864315980361852,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"629","M","Uts_18A_058",2018,"24.9.2018","9/24/2018","F924",1.7,57,0.770263356888583,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"630","M","Uts_18A_059",2018,"25.9.2018","9/25/2018","F925",14.6,113,1.10124197393702,NA,NA,NA,NA,NA,NA,4,4,4,0,NA,NA,NA
"631","M","Uts_18A_061",2018,"25.9.2018","9/25/2018","F927",2,60,0.396922925659036,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"632","M","Uts_18A_062",2018,"25.9.2018","9/25/2018","F928",1.8,57,0.870263356888583,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"633","M","Uts_18A_063",2018,"25.9.2018","9/25/2018","F929",2.1,62,0.0480293048393379,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"634","M","Uts_18A_064",2018,"25.9.2018","9/25/2018","F930",2,63,-0.276417505570512,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"635","M","Uts_18A_065",2018,"25.9.2018","9/25/2018","F931",1.7,54,1.44360378811813,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"636","M","Uts_18A_066",2018,"25.9.2018","9/25/2018","F932",2.3,65,-0.425311126390212,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"637","M","Uts_18A_067",2018,"26.9.2018","9/26/2018","F933",2,61,0.172476115249186,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"638","M","Uts_18A_068",2018,"26.9.2018","9/26/2018","F934",2.3,64,-0.200864315980362,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"639","M","Uts_18A_069",2018,"26.9.2018","9/26/2018","F935",2,60,0.396922925659036,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"640","M","Uts_18A_070",2018,"26.9.2018","9/26/2018","F936",1.7,57,0.770263356888583,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"641","M","Uts_18A_072",2018,"27.9.2018","9/27/2018","F938",1.8,59,0.421369736068886,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"642","M","Uts_18A_073",2018,"27.9.2018","9/27/2018","F939",2,60,0.396922925659036,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"643","M","Uts_18A_074",2018,"27.9.2018","9/27/2018","F940",2.3,66,-0.649757936800062,NA,NA,NA,NA,NA,NA,3,1,1,0,NA,NA,NA
"644","M","Uts_18A_075",2018,"27.9.2018","9/27/2018","F941",1.8,58,0.645816546478734,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"645","M","Uts_18A_076",2018,"27.9.2018","9/27/2018","F942",2.4,64,-0.100864315980362,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
"646","M","Uts_18A_077",2018,"28.9.2018","9/28/2018","F943",2.1,62,0.0480293048393379,NA,NA,NA,NA,NA,NA,4,1,1,0,NA,NA,NA
