ID,Sex,BirthYear
Uts_14_1y_0233,2,2013
Uts_14_1y_0234,2,2013
Uts_14_1y_0235,1,2013
Uts_14_1y_0236,1,2013
Uts_14_1y_0237,1,2013
Uts_14_1y_0238,1,2013
Uts_14_1y_0239,1,2013
Uts_14_1y_0240,2,2013
Uts_14_1y_0241,1,2013
Uts_14_1y_0242,2,2013
Uts_14_1y_0243,1,2013
Uts_14_1y_0244,2,2013
Uts_14_1y_0245,1,2013
Uts_14_1y_0246,2,2013
Uts_14_1y_0247,2,2013
Uts_14_1y_0248,1,2013
Uts_14_1y_0249,1,2013
Uts_14_1y_0250,2,2013
Uts_14_1y_0251,2,2013
Uts_14_1y_0252,2,2013
Uts_14_1y_0253,1,2013
Uts_14_1y_0254,2,2013
Uts_14_1y_0255,2,2013
Uts_14_1y_0256,2,2013
Uts_14_1y_0257,2,2013
Uts_14_1y_0258,2,2013
Uts_14_1y_0259,1,2013
Uts_14_1y_0260,1,2013
Uts_14_1y_0261,2,2013
Uts_14_1y_0262,2,2013
Uts_14_1y_0263,2,2013
Uts_14_1y_0264,2,2013
Uts_14_1y_0265,2,2013
Uts_14_1y_0266,1,2013
Uts_14_1y_0267,1,2013
Uts_14_1y_0268,1,2013
Uts_14_1y_0269,2,2013
Uts_14_1y_0270,1,2013
Uts_14_1y_0271,2,2013
Uts_14_1y_0272,2,2013
Uts_14_1y_0273,2,2013
Uts_14_1y_0274,1,2013
Uts_14_1y_0275,1,2013
Uts_14_1y_0276,2,2013
Uts_14_1y_0277,2,2013
Uts_14_1y_0278,2,2013
Uts_14_1y_0279,2,2013
Uts_14_1y_0280,1,2013
Uts_14_1y_0281,1,2013
Uts_14_1y_0282,1,2013
Uts_14_1y_0283,2,2013
Uts_14_1y_0284,2,2013
Uts_14_1y_0285,2,2013
Uts_14_1y_0286,1,2013
Uts_14_1y_0287,1,2013
Uts_14_1y_0288,1,2013
Uts_14_1y_0289,2,2013
Uts_14_1y_0290,1,2013
Uts_14_1y_0291,1,2013
Uts_14_1y_0292,2,2013
Uts_14_1y_0293,1,2013
Uts_14_1y_0294,2,2013
Uts_14_1y_0295,1,2013
Uts_14_1y_0296,2,2013
Uts_14_1y_0297,2,2013
Uts_14_1y_0298,1,2013
Uts_14_1y_0299,1,2013
Uts_14_1y_0300,2,2013
Uts_14_1y_0301,1,2013
Uts_14_1y_0302,1,2013
Uts_14_1y_0303,2,2013
Uts_14_1y_0304,1,2013
Uts_14_1y_0305,1,2013
Uts_14_1y_0306,1,2013
Uts_14_1y_0307,2,2013
Uts_14_1y_0308,1,2013
Uts_14_1y_0309,1,2013
Uts_14_1y_0310,2,2013
Uts_14_1y_0311,1,2013
Uts_14_1y_0312,2,2013
Uts_14_1y_0313,2,2013
Uts_14_1y_0314,2,2013
Uts_14_1y_0315,1,2013
Uts_14_1y_0316,2,2013
Uts_14_1y_0317,1,2013
Uts_14_1y_0318,2,2013
Uts_14_1y_0319,1,2013
Uts_14_1y_0320,1,2013
Uts_14_1y_0321,2,2013
Uts_14_1y_0322,1,2013
Uts_14_1y_0323,2,2013
Uts_14_1y_0324,2,2013
Uts_14_1y_0325,1,2013
Uts_14_1y_0326,1,2013
Uts_14_1y_0327,2,2013
Uts_14_1y_0328,1,2013
Uts_14_1y_0329,2,2013
Uts_14_1y_0330,1,2013
Uts_14_1y_0331,1,2013
Uts_14_1y_0332,2,2013
Uts_14_1y_0333,2,2013
Uts_14_1y_0334,2,2013
Uts_14_1y_0335,1,2013
Uts_14_1y_0336,1,2013
Uts_14_1y_0337,1,2013
Uts_14_1y_0338,2,2013
Uts_14_1y_0339,2,2013
Uts_14_1y_0340,1,2013
Uts_14_1y_0341,2,2013
Uts_14_1y_0342,1,2013
Uts_14_1y_0343,2,2013
Uts_14_1y_0344,2,2013
Uts_14_1y_0345,1,2013
Uts_14_1y_0346,1,2013
Uts_14_1y_0347,1,2013
Uts_14_1y_0348,2,2013
Uts_14_1y_0349,2,2013
Uts_14_1y_0350,2,2013
Uts_14_1y_0351,2,2013
Uts_14_1y_0352,1,2013
Uts_14_1y_0353,1,2013
Uts_14_1y_0354,2,2013
Uts_14_1y_0355,1,2013
Uts_14_1y_0356,1,2013
Uts_14_1y_0357,1,2013
Uts_14_1y_0358,2,2013
Uts_14_1y_0359,2,2013
Uts_14_1y_0360,2,2013
Uts_14_1y_0361,1,2013
Uts_14_1y_0362,1,2013
Uts_14_1y_0363,2,2013
Uts_14_1y_0364,2,2013
Uts_14_1y_0365,2,2013
Uts_14_1y_0366,1,2013
Uts_14_1y_0367,2,2013
Uts_14_1y_0368,1,2013
Uts_14_1y_0369,2,2013
Uts_14_1y_0370,1,2013
Uts_14_1y_0371,2,2013
Uts_14_1y_0372,1,2013
Uts_14_1y_0373,1,2013
Uts_14_1y_0374,2,2013
Uts_14_1y_0375,1,2013
Uts_14_1y_0376,2,2013
Uts_14_1y_0377,1,2013
Uts_14_1y_0378,2,2013
Uts_14_1y_0379,2,2013
Uts_14_1y_0380,1,2013
Uts_14_1y_0381,2,2013
Uts_14_1y_0383,2,2013
Uts_14_1y_0384,2,2013
Uts_14_1y_0385,1,2013
Uts_14_1y_0386,1,2013
Uts_14_1y_0387,1,2013
Uts_14_1y_0388,2,2013
Uts_14_1y_0389,2,2013
Uts_14_1y_0390,1,2013
Uts_14_1y_0391,1,2013
Uts_14_1y_0392,2,2013
Uts_14_1y_0393,2,2013
Uts_14_1y_0394,2,2013
Uts_14_1y_0396,2,2013
Uts_14_1y_0397,2,2013
Uts_14_1y_0398,1,2013
Uts_14_1y_0399,1,2013
Uts_14_1y_0400,1,2013
Uts_14_1y_0401,1,2013
Uts_14_1y_0402,2,2013
Uts_14_1y_0403,1,2013
Uts_14_1y_0404,2,2013
Uts_14_1y_0405,1,2013
Uts_14_1y_0406,1,2013
Uts_14_1y_0407,2,2013
Uts_14_1y_0408,2,2013
Uts_14_1y_0409,1,2013
Uts_14_1y_0410,1,2013
Uts_14_1y_0411,1,2013
Uts_14_1y_0412,1,2013
Uts_14_1y_0413,2,2013
Uts_14_1y_0414,2,2013
Uts_14_1y_0415,2,2013
Uts_14_1y_0416,1,2013
Uts_14_1y_0417,1,2013
Uts_14_1y_0418,2,2013
Uts_14_1y_0419,1,2013
Uts_14_1y_0420,1,2013
Uts_14_1y_0421,2,2013
Uts_14_1y_0422,1,2013
Uts_14_1y_0423,1,2013
Uts_14_1y_0424,2,2013
Uts_14_1y_0425,1,2013
Uts_14_1y_0426,2,2013
Uts_14_1y_0427,1,2013
Uts_14_1y_0428,1,2013
Uts_14_1y_0429,1,2013
Uts_14_1y_0430,1,2013
Uts_14_1y_0431,2,2013
Uts_14_1y_0432,1,2013
Uts_14_1y_0433,2,2013
Uts_14_1y_0434,2,2013
Uts_14_1y_0435,1,2013
Uts_14_1y_0436,2,2013
Uts_14_1y_0437,2,2013
Uts_14_1y_0438,2,2013
Uts_14_1y_0439,1,2013
Uts_14_1y_0440,1,2013
Uts_14_1y_0441,2,2013
Uts_14_1y_0442,2,2013
Uts_14_1y_0443,2,2013
Uts_14_1y_0444,1,2013
Uts_14_1y_0445,1,2013
Uts_14_1y_0446,1,2013
Uts_14_1y_0447,1,2013
Uts_14_1y_0448,1,2013
Uts_14_2pp_048,2,2012
Uts_14_2pp_049,2,2012
Uts_14_2pp_050,2,2012
Uts_14_2pp_051,2,2012
Uts_14_2pp_085,2,2012
Uts_14_2pp_086,2,2012
Uts_14_2pp_087,2,2012
Uts_14_2pp_142,2,2012
Uts_14_2pp_154,2,2012
Uts_14_2pp_164,2,2012
Uts_14_2pp_178,2,2012
Uts_14_2pp_180,2,2012
Uts_14_2pp_182,2,2012
Uts_14_2y_0001,1,2012
Uts_14_2y_0002,2,2012
Uts_14_2y_0003,2,2012
Uts_14_2y_0004,1,2012
Uts_14_2y_0005,1,2012
Uts_14_2y_0006,2,2012
Uts_14_2y_0007,2,2012
Uts_14_2y_0008,2,2012
Uts_14_2y_0009,1,2012
Uts_14_2y_0010,1,2012
Uts_14_2y_0011,2,2012
Uts_14_2y_0012,2,2012
Uts_14_2y_0013,2,2012
Uts_14_2y_0014,2,2012
Uts_14_2y_0015,1,2012
Uts_14_2y_0016,1,2012
Uts_14_2y_0017,2,2012
Uts_14_2y_0018,2,2012
Uts_14_2y_0019,2,2012
Uts_14_2y_0020,1,2012
Uts_14_2y_0021,2,2012
Uts_14_2y_0022,2,2012
Uts_14_2y_0023,2,2012
Uts_14_2y_0024,2,2012
Uts_14_2y_0025,2,2012
Uts_14_2y_0026,1,2012
Uts_14_2y_0027,1,2012
Uts_14_2y_0028,1,2012
Uts_14_2y_0029,1,2012
Uts_14_2y_0030,1,2012
Uts_14_2y_0031,1,2012
Uts_14_2y_0032,1,2012
Uts_14_2y_0033,2,2012
Uts_14_2y_0034,2,2012
Uts_14_2y_0035,1,2012
Uts_14_2y_0036,1,2012
Uts_14_2y_0037,1,2012
Uts_14_2y_0038,1,2012
Uts_14_2y_0039,2,2012
Uts_14_2y_0040,2,2012
Uts_14_2y_0041,1,2012
Uts_14_2y_0042,2,2012
Uts_14_2y_0043,1,2012
Uts_14_2y_0044,1,2012
Uts_14_2y_0045,1,2012
Uts_14_2y_0046,1,2012
Uts_14_2y_0047,2,2012
Uts_14_2y_0052,2,2012
Uts_14_2y_0053,2,2012
Uts_14_2y_0054,1,2012
Uts_14_2y_0055,2,2012
Uts_14_2y_0056,2,2012
Uts_14_2y_0057,1,2012
Uts_14_2y_0058,1,2012
Uts_14_2y_0059,2,2012
Uts_14_2y_0060,2,2012
Uts_14_2y_0061,2,2012
Uts_14_2y_0062,1,2012
Uts_14_2y_0063,2,2012
Uts_14_2y_0064,1,2012
Uts_14_2y_0065,2,2012
Uts_14_2y_0066,1,2012
Uts_14_2y_0067,1,2012
Uts_14_2y_0068,2,2012
Uts_14_2y_0069,1,2012
Uts_14_2y_0070,1,2012
Uts_14_2y_0071,2,2012
Uts_14_2y_0072,2,2012
Uts_14_2y_0073,1,2012
Uts_14_2y_0074,1,2012
Uts_14_2y_0075,1,2012
Uts_14_2y_0076,2,2012
Uts_14_2y_0077,1,2012
Uts_14_2y_0078,2,2012
Uts_14_2y_0079,1,2012
Uts_14_2y_0080,1,2012
Uts_14_2y_0081,1,2012
Uts_14_2y_0082,2,2012
Uts_14_2y_0083,1,2012
Uts_14_2y_0084,1,2012
Uts_14_2y_0088,2,2012
Uts_14_2y_0089,1,2012
Uts_14_2y_0090,1,2012
Uts_14_2y_0091,2,2012
Uts_14_2y_0092,1,2012
Uts_14_2y_0093,1,2012
Uts_14_2y_0094,1,2012
Uts_14_2y_0095,1,2012
Uts_14_2y_0096,1,2012
Uts_14_2y_0097,1,2012
Uts_14_2y_0098,2,2012
Uts_14_2y_0099,1,2012
Uts_14_2y_0100,1,2012
Uts_14_2y_0101,2,2012
Uts_14_2y_0102,2,2012
Uts_14_2y_0103,2,2012
Uts_14_2y_0104,2,2012
Uts_14_2y_0105,2,2012
Uts_14_2y_0106,1,2012
Uts_14_2y_0107,2,2012
Uts_14_2y_0108,1,2012
Uts_14_2y_0109,2,2012
Uts_14_2y_0110,2,2012
Uts_14_2y_0111,2,2012
Uts_14_2y_0112,2,2012
Uts_14_2y_0113,1,2012
Uts_14_2y_0114,1,2012
Uts_14_2y_0115,2,2012
Uts_14_2y_0116,1,2012
Uts_14_2y_0117,2,2012
Uts_14_2y_0118,1,2012
Uts_14_2y_0119,2,2012
Uts_14_2y_0120,1,2012
Uts_14_2y_0121,1,2012
Uts_14_2y_0122,1,2012
Uts_14_2y_0123,2,2012
Uts_14_2y_0124,2,2012
Uts_14_2y_0125,1,2012
Uts_14_2y_0126,1,2012
Uts_14_2y_0127,1,2012
Uts_14_2y_0128,1,2012
Uts_14_2y_0129,2,2012
Uts_14_2y_0130,2,2012
Uts_14_2y_0131,2,2012
Uts_14_2y_0132,1,2012
Uts_14_2y_0133,2,2012
Uts_14_2y_0134,2,2012
Uts_14_2y_0135,1,2012
Uts_14_2y_0136,1,2012
Uts_14_2y_0137,2,2012
Uts_14_2y_0138,1,2012
Uts_14_2y_0139,1,2012
Uts_14_2y_0140,1,2012
Uts_14_2y_0141,1,2012
Uts_14_2y_0143,2,2012
Uts_14_2y_0144,2,2012
Uts_14_2y_0145,1,2012
Uts_14_2y_0146,1,2012
Uts_14_2y_0147,1,2012
Uts_14_2y_0148,1,2012
Uts_14_2y_0149,2,2012
Uts_14_2y_0150,2,2012
Uts_14_2y_0151,1,2012
Uts_14_2y_0152,1,2012
Uts_14_2y_0153,1,2012
Uts_14_2y_0155,1,2012
Uts_14_2y_0156,2,2012
Uts_14_2y_0157,2,2012
Uts_14_2y_0158,1,2012
Uts_14_2y_0159,1,2012
Uts_14_2y_0160,2,2012
Uts_14_2y_0161,1,2012
Uts_14_2y_0162,1,2012
Uts_14_2y_0163,2,2012
Uts_14_2y_0165,2,2012
Uts_14_2y_0166,1,2012
Uts_14_2y_0167,2,2012
Uts_14_2y_0168,2,2012
Uts_14_2y_0169,2,2012
Uts_14_2y_0170,1,2012
Uts_14_2y_0171,1,2012
Uts_14_2y_0172,1,2012
Uts_14_2y_0173,2,2012
Uts_14_2y_0174,1,2012
Uts_14_2y_0175,2,2012
Uts_14_2y_0176,2,2012
Uts_14_2y_0177,1,2012
Uts_14_2y_0179,1,2012
Uts_14_2y_0181,1,2012
Uts_14_2y_0183,2,2012
Uts_14_2y_0184,2,2012
Uts_15_0y_0001,1,2015
Uts_15_0y_0002,1,2015
Uts_15_0y_0003,2,2015
Uts_15_0y_0004,1,2015
Uts_15_0y_0005,2,2015
Uts_15_0y_0006,2,2015
Uts_15_0y_0007,1,2015
Uts_15_0y_0008,2,2015
Uts_15_0y_0009,2,2015
Uts_15_0y_0010,1,2015
Uts_15_0y_0011,1,2015
Uts_15_0y_0012,1,2015
Uts_15_0y_0013,2,2015
Uts_15_0y_0014,2,2015
Uts_15_0y_0015,1,2015
Uts_15_0y_0016,1,2015
Uts_15_0y_0017,1,2015
Uts_15_0y_0018,1,2015
Uts_15_0y_0020,1,2015
Uts_15_0y_0021,1,2015
Uts_15_0y_0022,1,2015
Uts_15_0y_0023,2,2015
Uts_15_0y_0024,2,2015
Uts_15_0y_0025,1,2015
Uts_15_0y_0026,1,2015
Uts_15_0y_0027,1,2015
Uts_15_0y_0028,1,2015
Uts_15_0y_0030,2,2015
Uts_15_0y_0031,1,2015
Uts_15_0y_0032,2,2015
Uts_15_0y_0033,1,2015
Uts_15_0y_0034,2,2015
Uts_15_0y_0035,1,2015
Uts_15_0y_0036,2,2015
Uts_15_0y_0037,2,2015
Uts_15_0y_0038,2,2015
Uts_15_0y_0039,1,2015
Uts_15_0y_0040,2,2015
Uts_15_0y_0041,2,2015
Uts_15_0y_0042,2,2015
Uts_15_0y_0043,1,2015
Uts_15_0y_0044,1,2015
Uts_15_0y_0045,2,2015
Uts_15_0y_0046,1,2015
Uts_15_0y_0047,1,2015
Uts_15_0y_0048,2,2015
Uts_15_0y_0049,2,2015
Uts_15_0y_0050,2,2015
Uts_15_0y_0051,2,2015
Uts_15_0y_0052,2,2015
Uts_15_0y_0053,1,2015
Uts_15_0y_0054,2,2015
Uts_15_0y_0055,2,2015
Uts_15_0y_0056,1,2015
Uts_15_0y_0057,1,2015
Uts_15_0y_0058,2,2015
Uts_15_0y_0059,1,2015
Uts_15_0y_0060,2,2015
Uts_15_0y_0061,2,2015
Uts_15_0y_0062,2,2015
Uts_15_0y_0063,2,2015
Uts_15_0y_0064,1,2015
Uts_15_0y_0065,1,2015
Uts_15_0y_0066,1,2015
Uts_15_0y_0067,2,2015
Uts_15_0y_0068,1,2015
Uts_15_0y_0069,1,2015
Uts_15_0y_0070,1,2015
Uts_15_0y_0071,1,2015
Uts_15_0y_0072,1,2015
Uts_15_0y_0073,2,2015
Uts_15_0y_0074,2,2015
Uts_15_0y_0075,1,2015
Uts_15_0y_0076,2,2015
Uts_15_0y_0077,1,2015
Uts_15_0y_0078,2,2015
Uts_15_0y_0079,2,2015
Uts_15_0y_0080,1,2015
Uts_15_0y_0081,2,2015
Uts_15_0y_0082,1,2015
Uts_15_0y_0083,2,2015
Uts_15_0y_0084,2,2015
Uts_15_0y_0085,2,2015
Uts_15_0y_0086,1,2015
Uts_15_0y_0087,2,2015
Uts_15_0y_0088,2,2015
Uts_15_0y_0089,2,2015
Uts_15_0y_0090,1,2015
Uts_15_0y_0091,1,2015
Uts_15_0y_0092,2,2015
Uts_15_0y_0093,1,2015
Uts_15_0y_0094,1,2015
Uts_15_0y_0095,2,2015
Uts_15_0y_0096,1,2015
Uts_15_0y_0097,2,2015
Uts_15_0y_0098,1,2015
Uts_15_0y_0099,2,2015
Uts_15_0y_0100,1,2015
Uts_15_0y_0101,2,2015
Uts_15_0y_0102,2,2015
Uts_15_0y_0103,1,2015
Uts_15_0y_0104,2,2015
Uts_15_0y_0105,2,2015
Uts_15_0y_0106,2,2015
Uts_15_0y_0107,1,2015
Uts_15_0y_0108,1,2015
Uts_15_0y_0109,2,2015
Uts_15_0y_0110,2,2015
Uts_15_0y_0111,2,2015
Uts_15_0y_0112,2,2015
Uts_15_0y_0113,2,2015
Uts_15_0y_0114,1,2015
Uts_15_0y_0115,2,2015
Uts_15_0y_0116,2,2015
Uts_15_0y_0117,2,2015
Uts_15_0y_0118,2,2015
Uts_15_0y_0119,2,2015
Uts_15_0y_0120,1,2015
Uts_15_0y_0121,2,2015
Uts_15_0y_0122,2,2015
Uts_15_0y_0123,2,2015
Uts_15_0y_0124,2,2015
Uts_15_0y_0125,1,2015
Uts_15_0y_0126,2,2015
Uts_15_0y_0127,2,2015
Uts_15_0y_0128,1,2015
Uts_15_0y_0129,2,2015
Uts_15_0y_0130,2,2015
Uts_15_0y_0131,2,2015
Uts_15_0y_0132,2,2015
Uts_15_0y_0133,1,2015
Uts_15_0y_0134,1,2015
Uts_15_0y_0135,1,2015
Uts_15_0y_0136,2,2015
Uts_15_0y_0137,1,2015
Uts_15_0y_0138,2,2015
Uts_15_0y_0139,2,2015
Uts_15_0y_0140,1,2015
Uts_15_0y_0141,2,2015
Uts_15_0y_0142,1,2015
Uts_15_0y_0143,2,2015
Uts_15_0y_0144,1,2015
Uts_15_0y_0145,2,2015
Uts_15_0y_0146,2,2015
Uts_15_0y_0147,1,2015
Uts_15_0y_0148,1,2015
Uts_15_0y_0149,1,2015
Uts_15_0y_0150,2,2015
Uts_15_0y_0151,2,2015
Uts_15_0y_0152,1,2015
Uts_15_0y_0153,1,2015
Uts_15_0y_0154,1,2015
Uts_15_0y_0155,1,2015
Uts_15_0y_0156,2,2015
Uts_15_0y_0157,1,2015
Uts_15_0y_0158,2,2015
Uts_15_0y_0159,1,2015
Uts_15_0y_0160,2,2015
Uts_15_0y_0161,2,2015
Uts_15_0y_0162,2,2015
Uts_15_0y_0163,1,2015
Uts_15_0y_0164,2,2015
Uts_15_0y_0165,1,2015
Uts_15_0y_0166,1,2015
Uts_15_0y_0167,2,2015
Uts_15_0y_0168,1,2015
Uts_15_0y_0169,1,2015
Uts_15_0y_0170,2,2015
Uts_15_0y_0171,2,2015
Uts_15_0y_0172,1,2015
Uts_15_0y_0173,1,2015
Uts_15_0y_0174,1,2015
Uts_15_0y_0175,1,2015
Uts_15_0y_0176,2,2015
Uts_15_0y_0177,1,2015
Uts_15_0y_0178,1,2015
Uts_15_0y_0179,1,2015
Uts_15_0y_0180,1,2015
Uts_15_0y_0181,1,2015
Uts_15_0y_0182,2,2015
Uts_15_0y_0183,2,2015
Uts_15_0y_0184,2,2015
Uts_15_0y_0185,1,2015
Uts_15_0y_0186,2,2015
Uts_15_0y_0187,1,2015
Uts_15_0y_0188,1,2015
Uts_15_0y_0189,1,2015
Uts_15_0y_0190,1,2015
Uts_15_0y_0191,2,2015
Uts_15_0y_0192,2,2015
Uts_15_0y_0193,2,2015
Uts_15_0y_0194,2,2015
Uts_15_0y_0195,2,2015
Uts_15_0y_0196,1,2015
Uts_15_0y_0197,2,2015
Uts_15_0y_0198,1,2015
Uts_15_0y_0199,1,2015
Uts_15_0y_0200,2,2015
Uts_15_0y_0201,2,2015
Uts_15_0y_0202,2,2015
Uts_15_0y_0203,1,2015
Uts_15_0y_0204,2,2015
Uts_15_0y_0205,1,2015
Uts_15_0y_0206,2,2015
Uts_15_0y_0207,2,2015
Uts_15_0y_0208,2,2015
Uts_15_0y_0209,2,2015
Uts_15_0y_0210,1,2015
Uts_15_0y_0211,2,2015
Uts_15_0y_0212,2,2015
Uts_15_0y_0213,1,2015
Uts_15_0y_0214,1,2015
Uts_15_0y_0215,1,2015
Uts_15_0y_0216,1,2015
Uts_15_0y_0217,1,2015
Uts_15_0y_0218,2,2015
Uts_15_0y_0219,1,2015
Uts_15_0y_0220,2,2015
Uts_15_0y_0221,1,2015
Uts_15_0y_0222,1,2015
Uts_15_0y_0223,1,2015
Uts_15_0y_0224,1,2015
Uts_15_0y_0225,1,2015
Uts_15_0y_0226,2,2015
Uts_15_0y_0227,1,2015
Uts_15_0y_0228,1,2015
Uts_15_0y_0229,2,2015
Uts_15_0y_0230,1,2015
Uts_15_0y_0231,1,2015
Uts_15_0y_0232,2,2015
Uts_15_0y_0233,1,2015
Uts_15_0y_0234,1,2015
Uts_15_0y_0235,2,2015
Uts_15_0y_0236,1,2015
Uts_15_0y_0237,2,2015
Uts_15_0y_0238,1,2015
Uts_15_0y_0239,2,2015
Uts_15_0y_0240,1,2015
Uts_15_0y_0241,1,2015
Uts_15_0y_0242,2,2015
Uts_15_0y_0243,2,2015
Uts_15_0y_0244,1,2015
Uts_15_0y_0245,1,2015
Uts_15_0y_0246,2,2015
Uts_15_0y_0247,1,2015
Uts_15_0y_0248,1,2015
Uts_15_0y_0249,1,2015
Uts_15_0y_0250,2,2015
Uts_15_0y_0251,1,2015
Uts_15_0y_0252,1,2015
Uts_15_0y_0253,1,2015
Uts_15_0y_0254,2,2015
Uts_15_0y_0255,1,2015
Uts_15_0y_0256,2,2015
Uts_15_0y_0257,1,2015
Uts_15_0y_0258,2,2015
Uts_15_0y_0259,1,2015
Uts_15_0y_0260,1,2015
Uts_15_0y_0261,1,2015
Uts_15_0y_0262,1,2015
Uts_15_0y_0263,2,2015
Uts_15_0y_0264,2,2015
Uts_15_0y_0265,2,2015
Uts_15_0y_0266,1,2015
Uts_15_0y_0267,1,2015
Uts_15_0y_0268,1,2015
Uts_15_0y_0269,2,2015
Uts_15_0y_0270,2,2015
Uts_15_0y_0271,1,2015
Uts_15_0y_0272,2,2015
Uts_15_0y_0273,1,2015
Uts_15_0y_0274,2,2015
Uts_15_0y_0275,2,2015
Uts_15_0y_0276,1,2015
Uts_15_0y_0277,2,2015
Uts_15_0y_0278,1,2015
Uts_15_0y_0279,2,2015
Uts_15_0y_0280,2,2015
Uts_15_0y_0281,2,2015
Uts_15_0y_0282,1,2015
Uts_15_0y_0283,1,2015
Uts_15_0y_0284,1,2015
Uts_15_0y_0285,1,2015
Uts_15_0y_0286,2,2015
Uts_15_0y_0287,1,2015
Uts_15_0y_0288,2,2015
Uts_15_0y_0289,1,2015
Uts_15_0y_0290,2,2015
Uts_15_0y_0291,2,2015
Uts_15_0y_0292,1,2015
Uts_15_0y_0294,1,2015
Uts_15_0y_0295,1,2015
Uts_15_0y_0296,1,2015
Uts_15_0y_0297,2,2015
Uts_15_0y_0298,1,2015
Uts_15_0y_0299,1,2015
Uts_15_0y_0300,1,2015
Uts_15_0y_0301,1,2015
Uts_15_0y_0302,2,2015
Uts_15_0y_0303,1,2015
Uts_15_0y_0304,1,2015
Uts_15_0y_0305,1,2015
Uts_15_0y_0306,1,2015
Uts_15_0y_0307,2,2015
Uts_15_0y_0308,2,2015
Uts_15_0y_0309,2,2015
Uts_15_0y_0310,1,2015
Uts_15_0y_0311,1,2015
Uts_15_0y_0312,2,2015
Uts_15_0y_0313,1,2015
Uts_15_0y_0314,2,2015
Uts_15_0y_0315,1,2015
Uts_15_0y_0316,2,2015
Uts_15_0y_0317,2,2015
Uts_15_0y_0318,1,2015
Uts_15_0y_0319,2,2015
Uts_15_0y_0320,1,2015
Uts_15_0y_0321,1,2015
Uts_15_0y_0322,2,2015
Uts_15_0y_0323,1,2015
Uts_15_0y_0324,1,2015
Uts_15_0y_0325,1,2015
Uts_15_0y_0326,1,2015
Uts_15_0y_0327,1,2015
Uts_15_0y_0328,2,2015
Uts_15_0y_0329,1,2015
Uts_15_0y_0330,2,2015
Uts_15_0y_0331,2,2015
Uts_15_0y_0332,1,2015
Uts_15_0y_0333,1,2015
Uts_15_0y_0334,1,2015
Uts_15_0y_0335,2,2015
Uts_15_0y_0336,2,2015
Uts_15_0y_0337,1,2015
Uts_15_0y_0338,2,2015
Uts_15_0y_0339,1,2015
Uts_15_0y_0340,1,2015
Uts_15_0y_0341,1,2015
Uts_15_0y_0342,1,2015
Uts_15_0y_0343,1,2015
Uts_15_0y_0344,2,2015
Uts_15_0y_0345,2,2015
Uts_15_0y_0346,1,2015
Uts_15_0y_0347,2,2015
Uts_15_0y_0348,2,2015
Uts_15_0y_0349,2,2015
Uts_15_0y_0350,2,2015
Uts_15_0y_0351,2,2015
Uts_15_0y_0352,1,2015
Uts_15_0y_0353,2,2015
Uts_15_0y_0354,2,2015
Uts_15_0y_0355,1,2015
Uts_15_0y_0356,1,2015
Uts_15_0y_0357,2,2015
Uts_15_0y_0358,2,2015
Uts_15_0y_0359,1,2015
Uts_15_0y_0360,2,2015
Uts_15_0y_0361,1,2015
Uts_15_0y_0362,1,2015
Uts_15_0y_0363,2,2015
Uts_15_0y_0364,1,2015
Uts_15_0y_0365,2,2015
Uts_15_0y_0366,2,2015
Uts_15_0y_0367,2,2015
Uts_15_0y_0368,1,2015
Uts_15_0y_0369,2,2015
Uts_15_0y_0370,2,2015
Uts_15_0y_0371,1,2015
Uts_15_0y_0372,1,2015
Uts_15_0y_0373,2,2015
Uts_15_0y_0374,1,2015
Uts_15_0y_0375,2,2015
Uts_15_0y_0376,2,2015
Uts_15_0y_0377,2,2015
Uts_15_0y_0378,1,2015
Uts_15_0y_0379,1,2015
Uts_15_0y_0380,2,2015
Uts_15_0y_0381,2,2015
Uts_15_0y_0382,2,2015
Uts_15_0y_0383,2,2015
Uts_15_0y_0384,2,2015
Uts_15_0y_0385,2,2015
Uts_15_0y_0386,1,2015
Uts_15_0y_0387,2,2015
Uts_15_0y_0388,2,2015
Uts_15_0y_0389,1,2015
Uts_15_0y_0390,2,2015
Uts_15_0y_0391,2,2015
Uts_15_0y_0392,1,2015
Uts_15_0y_0393,1,2015
Uts_15_0y_0394,2,2015
Uts_15_0y_0395,1,2015
Uts_15_0y_0396,1,2015
Uts_15_0y_0397,2,2015
Uts_15_0y_0398,2,2015
Uts_15_0y_0399,1,2015
Uts_15_0y_0400,1,2015
Uts_15_0y_0401,1,2015
Uts_15_0y_0402,1,2015
Uts_15_0y_0403,1,2015
Uts_15_0y_0404,2,2015
Uts_15_0y_0405,2,2015
Uts_15_0y_0406,2,2015
Uts_15_0y_0407,1,2015
Uts_15_0y_0408,1,2015
Uts_15_0y_0409,1,2015
Uts_15_0y_0410,1,2015
Uts_15_0y_0411,1,2015
Uts_15_0y_0412,1,2015
Uts_15_0y_0413,1,2015
Uts_15_0y_0414,2,2015
Uts_15_0y_0415,1,2015
Uts_15_0y_0416,2,2015
Uts_15_0y_0417,2,2015
Uts_15_0y_0418,1,2015
Uts_15_0y_0419,1,2015
Uts_15_0y_0420,1,2015
Uts_15_0y_0421,1,2015
Uts_15_0y_0422,1,2015
Uts_15_0y_0423,1,2015
Uts_15_0y_0424,2,2015
Uts_15_0y_0425,2,2015
Uts_15_0y_0426,2,2015
Uts_15_0y_0427,2,2015
