"","ID","year","OffspID.ext","class","class.cor","Code","new_site_code","date","sample.date","box.info","Cap.no","Cap.notes.org","Ext.notes","other.notes","ID.tube","length.cm","scale.reading","scale.age","mature.male.parr","recapture","notes.fi","notes.eng"
"216","Uts_16_0y_0891",2016,"UTS_16_0y_0891","0y","0y",15,17,"9/9/2016","","BOX 11 0+, UTSJOKI 2016 SALMON, 8.9.2016 POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA 811-848, 9.9.2016 HOTELLIN NIVA, VASTARANTA 849-891, LO319",891,"891","ECG_050","",NA,NA,"",NA,NA,NA,"",""
"217","Uts_16_0y_0892",2016,"UTS_16_0y_0892","0y","0y",15,17,"9/9/2016","","BOX 12 0+, UTSJOKI 2016 SALMON, 9.9.2016 HOTELLIN NIVA, VASTARANTA, 892-972, LO320",892,"892","ECG_050","",NA,NA,"",NA,NA,NA,"",""
"218","Uts_16_0y_0972",2016,"UTS_16_0y_0972","0y","0y",15,17,"9/9/2016","","BOX 12 0+, UTSJOKI 2016 SALMON, 9.9.2016 HOTELLIN NIVA, VASTARANTA, 892-972, LO320",972,"972","ECG_051","",NA,NA,"",NA,NA,NA,"",""
"219","Uts_16_0y_0973",2016,"UTS_16_0y_0973","0y","0y",15,17,"9/9/2016","","BOX 13 0+, UTSJOKI 2016 SALMON, 9.9.2016 HOTELLIN NIVA, VASTARANTA, 973-1053, LO321",972,"972","ECG_051","",NA,NA,"",NA,NA,NA,"",""
"220","Uts_16_0y_1215",2016,"UTS_16_0y_1215","0y","0y",15,17,"9/9/2016","","BOX 15 0+, UTSJOKI 2016 SALMON, 9.9.2016 HOTELLIN NIVA, VASTARANTA 1135-1215, LO323",1215,"1215","ECG_054","",NA,NA,"",NA,NA,NA,"",""
"221","Uts_16_2y_0026",2016,"UTS_16_2y_0026","2y","2-3y",8,8,"9/12/2016","9/12/2016","BOX 36 2+, UTSJOKI 2016 SALMON, 2.9. UTSJOEN VANHA UOMA, 1-8, 5.9. HOTELLIN NIVA, 9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA 10-15, 8.9. KYLÄTALON SÄRKÄT, 20-21, 9.9. HOTELLIN NIVA, VASTARANTA, 16-19, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 22 , 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA 23-24, 12.9. POIKKISÄRKKÄ, 25-29, 13.9. VAAHTOKOSTESÄRKKÄ, 30-36, LO344",2,"2(pencil)","ECG_071","",2,9.7,"1+",1,NA,NA,"",""
"222","Uts_16_2y_0027",2016,"UTS_16_2y_0027","2y","2-3y",8,8,"9/12/2016","9/12/2016","BOX 36 2+, UTSJOKI 2016 SALMON, 2.9. UTSJOEN VANHA UOMA, 1-8, 5.9. HOTELLIN NIVA, 9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA 10-15, 8.9. KYLÄTALON SÄRKÄT, 20-21, 9.9. HOTELLIN NIVA, VASTARANTA, 16-19, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 22 , 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA 23-24, 12.9. POIKKISÄRKKÄ, 25-29, 13.9. VAAHTOKOSTESÄRKKÄ, 30-36, LO344",3,"3(pencil)","ECG_071","",3,10.3,"1+",1,NA,NA,"",""
"223","Uts_16_1y_0255",2016,"UTS_16_1y_0255","1y","1y",8,8,"9/12/2016","9/12/2016","BOX 34 1+, UTSJOKI 2016 SALMON, 12.9.2016 POIKKISÄRKKÄ, 244-301, 13.9.2016 VAAHTOKOSTESÄRKKÄ, 302-324, LO342",5,"5 (pencil)","ECG_69","",5,9.4,"1+",1,NA,NA,"",""
"224","Uts_16_3y_0043",2016,"UTS_16_3y_0043","3y","2-3y",8,8,"9/12/2016","9/12/2016","BOX 37 3+, UTSJOKI 2016 SALMON, 2.9. UTSJOKI VANHA UOMA, 1-5, 5.9. HOTELLIN NIVA, 6, 6.9. HOTELLIN NIVA, YLÄOSA, 7-9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA, 10-18, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 19-25, 8.9. KYLÄTALON SÄRKÄT, 26, 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA, 27-30, 9.9. HOTELLIN NIVA, VASTARANTA, 31-40, 12.9. POIKKISÄRKKÄ, 41-44, 13.9. VAAHTOKOSTESÄRKKÄ, 45, + Ptec.MALES 46,47,48, LO345",6,"6(pencil)","ECG_071","",6,15.8,"2+",2,NA,NA,"",""
"225","Uts_16_1y_0238",2016,"UTS_16_1y_0238","1y","1y",8,8,"9/12/2016","9/12/2016","BOX 33 1+, UTSJOKI 2016 SALMON, 8.9.2016 KYLÄTALON SÄRKÄT 163-167, 9.9.2016 HOTELLIN NIVA, VASTARANTA, 168-231, 12.9.2016 POIKKISÄRKKÄ, 232-243, LO341",7,"7 (pencil)","ECG_69","",7,6.4,"0+",0,NA,NA,"",""
"226","Uts_16_1y_0269",2016,"UTS_16_1y_0269","1y","1y",8,8,"9/12/2016","9/12/2016","BOX 34 1+, UTSJOKI 2016 SALMON, 12.9.2016 POIKKISÄRKKÄ, 244-301, 13.9.2016 VAAHTOKOSTESÄRKKÄ, 302-324, LO342",8,"8 (pencil)","ECG_69","",8,6.6,"0+",0,NA,NA,"",""
"227","Uts_16_3y_0042",2016,"UTS_16_3y_0042","3y","2-3y",8,8,"9/12/2016","9/12/2016","BOX 37 3+, UTSJOKI 2016 SALMON, 2.9. UTSJOKI VANHA UOMA, 1-5, 5.9. HOTELLIN NIVA, 6, 6.9. HOTELLIN NIVA, YLÄOSA, 7-9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA, 10-18, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 19-25, 8.9. KYLÄTALON SÄRKÄT, 26, 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA, 27-30, 9.9. HOTELLIN NIVA, VASTARANTA, 31-40, 12.9. POIKKISÄRKKÄ, 41-44, 13.9. VAAHTOKOSTESÄRKKÄ, 45, + Ptec.MALES 46,47,48, LO345",11,"11(pencil)","ECG_071","",11,13,"2+",2,NA,NA,"",""
"228","Uts_16_1y_0248",2016,"UTS_16_1y_0248","1y","1y",8,8,"9/12/2016","9/12/2016","BOX 34 1+, UTSJOKI 2016 SALMON, 12.9.2016 POIKKISÄRKKÄ, 244-301, 13.9.2016 VAAHTOKOSTESÄRKKÄ, 302-324, LO342",13,"13 (pencil)","ECG_69","",13,9.2,"1+",1,NA,NA,"",""
"229","Uts_16_2y_0025",2016,"UTS_16_2y_0025","2y","2-3y",8,8,"9/12/2016","","BOX 36 2+, UTSJOKI 2016 SALMON, 2.9. UTSJOEN VANHA UOMA, 1-8, 5.9. HOTELLIN NIVA, 9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA 10-15, 8.9. KYLÄTALON SÄRKÄT, 20-21, 9.9. HOTELLIN NIVA, VASTARANTA, 16-19, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 22 , 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA 23-24, 12.9. POIKKISÄRKKÄ, 25-29, 13.9. VAAHTOKOSTESÄRKKÄ, 30-36, LO344",25,"25","ECG_071","",NA,NA,"",NA,NA,NA,"",""
"230","Uts_16_2y_0029",2016,"UTS_16_2y_0029","2y","2-3y",8,8,"9/12/2016","","BOX 36 2+, UTSJOKI 2016 SALMON, 2.9. UTSJOEN VANHA UOMA, 1-8, 5.9. HOTELLIN NIVA, 9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA 10-15, 8.9. KYLÄTALON SÄRKÄT, 20-21, 9.9. HOTELLIN NIVA, VASTARANTA, 16-19, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 22 , 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA 23-24, 12.9. POIKKISÄRKKÄ, 25-29, 13.9. VAAHTOKOSTESÄRKKÄ, 30-36, LO344",29,"29","ECG_071","",NA,NA,"",NA,NA,NA,"",""
"231","Uts_16_3y_0041",2016,"UTS_16_3y_0041","3y","2-3y",8,8,"9/12/2016","","BOX 37 3+, UTSJOKI 2016 SALMON, 2.9. UTSJOKI VANHA UOMA, 1-5, 5.9. HOTELLIN NIVA, 6, 6.9. HOTELLIN NIVA, YLÄOSA, 7-9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA, 10-18, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 19-25, 8.9. KYLÄTALON SÄRKÄT, 26, 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA, 27-30, 9.9. HOTELLIN NIVA, VASTARANTA, 31-40, 12.9. POIKKISÄRKKÄ, 41-44, 13.9. VAAHTOKOSTESÄRKKÄ, 45, + Ptec.MALES 46,47,48, LO345",41,"41","ECG_071","",NA,NA,"",NA,NA,NA,"",""
"232","Uts_16_3y_0044",2016,"UTS_16_3y_0044","3y","2-3y",8,8,"9/12/2016","","BOX 37 3+, UTSJOKI 2016 SALMON, 2.9. UTSJOKI VANHA UOMA, 1-5, 5.9. HOTELLIN NIVA, 6, 6.9. HOTELLIN NIVA, YLÄOSA, 7-9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA, 10-18, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 19-25, 8.9. KYLÄTALON SÄRKÄT, 26, 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA, 27-30, 9.9. HOTELLIN NIVA, VASTARANTA, 31-40, 12.9. POIKKISÄRKKÄ, 41-44, 13.9. VAAHTOKOSTESÄRKKÄ, 45, + Ptec.MALES 46,47,48, LO345",44,"44","ECG_071","",NA,NA,"",NA,NA,NA,"",""
"233","Uts_16_1y_0243",2016,"UTS_16_1y_0243","1y","1y",8,8,"9/12/2016","","BOX 33 1+, UTSJOKI 2016 SALMON, 8.9.2016 KYLÄTALON SÄRKÄT 163-167, 9.9.2016 HOTELLIN NIVA, VASTARANTA, 168-231, 12.9.2016 POIKKISÄRKKÄ, 232-243, LO341",243,"243","ECG_69","",NA,NA,"",NA,NA,NA,"",""
"234","Uts_16_1y_0244",2016,"UTS_16_1y_0244","1y","1y",8,8,"9/12/2016","","BOX 34 1+, UTSJOKI 2016 SALMON, 12.9.2016 POIKKISÄRKKÄ, 244-301, 13.9.2016 VAAHTOKOSTESÄRKKÄ, 302-324, LO342",244,"244","ECG_69","",NA,NA,"",NA,NA,NA,"",""
"235","Uts_16_1y_0301",2016,"UTS_16_1y_0301","1y","1y",8,8,"9/12/2016","","BOX 34 1+, UTSJOKI 2016 SALMON, 12.9.2016 POIKKISÄRKKÄ, 244-301, 13.9.2016 VAAHTOKOSTESÄRKKÄ, 302-324, LO342",301,"301","ECG_70","",NA,NA,"",NA,NA,NA,"",""
"236","Uts_16_2y_0033",2016,"UTS_16_2y_0033","2y","2-3y",12,12,"9/13/2016","9/13/2016","BOX 36 2+, UTSJOKI 2016 SALMON, 2.9. UTSJOEN VANHA UOMA, 1-8, 5.9. HOTELLIN NIVA, 9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA 10-15, 8.9. KYLÄTALON SÄRKÄT, 20-21, 9.9. HOTELLIN NIVA, VASTARANTA, 16-19, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 22 , 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA 23-24, 12.9. POIKKISÄRKKÄ, 25-29, 13.9. VAAHTOKOSTESÄRKKÄ, 30-36, LO344",2,"2(pencil)","ECG_071","",2,10.2,"2+",2,NA,NA,"",""
"237","Uts_16_1y_0315",2016,"UTS_16_1y_0315","1y","1y",12,12,"9/13/2016","9/13/2016","BOX 34 1+, UTSJOKI 2016 SALMON, 12.9.2016 POIKKISÄRKKÄ, 244-301, 13.9.2016 VAAHTOKOSTESÄRKKÄ, 302-324, LO342",3,"3 (pencil)","ECG_70","",3,9.1,"1+",1,NA,NA,"",""
"238","Uts_16_1y_0306",2016,"UTS_16_1y_0306","1y","1y",12,12,"9/13/2016","9/13/2016","BOX 34 1+, UTSJOKI 2016 SALMON, 12.9.2016 POIKKISÄRKKÄ, 244-301, 13.9.2016 VAAHTOKOSTESÄRKKÄ, 302-324, LO342",5,"5 (pencil)","ECG_70","",5,9.2,"1+",1,NA,NA,"",""
"239","Uts_16_2y_0035",2016,"UTS_16_2y_0035","2y","2-3y",12,12,"9/13/2016","9/13/2016","BOX 36 2+, UTSJOKI 2016 SALMON, 2.9. UTSJOEN VANHA UOMA, 1-8, 5.9. HOTELLIN NIVA, 9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA 10-15, 8.9. KYLÄTALON SÄRKÄT, 20-21, 9.9. HOTELLIN NIVA, VASTARANTA, 16-19, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 22 , 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA 23-24, 12.9. POIKKISÄRKKÄ, 25-29, 13.9. VAAHTOKOSTESÄRKKÄ, 30-36, LO344",6,"6(pencil)","ECG_071","",6,9.3,"1+",1,NA,NA,"",""
"240","Uts_16_2y_0031",2016,"UTS_16_2y_0031","2y","2-3y",12,12,"9/13/2016","9/13/2016","BOX 36 2+, UTSJOKI 2016 SALMON, 2.9. UTSJOEN VANHA UOMA, 1-8, 5.9. HOTELLIN NIVA, 9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA 10-15, 8.9. KYLÄTALON SÄRKÄT, 20-21, 9.9. HOTELLIN NIVA, VASTARANTA, 16-19, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 22 , 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA 23-24, 12.9. POIKKISÄRKKÄ, 25-29, 13.9. VAAHTOKOSTESÄRKKÄ, 30-36, LO344",7,"7(pencil)","ECG_071","",7,10.4,"2+",2,NA,NA,"",""
"241","Uts_16_2y_0034",2016,"UTS_16_2y_0034","2y","2-3y",12,12,"9/13/2016","9/13/2016","BOX 36 2+, UTSJOKI 2016 SALMON, 2.9. UTSJOEN VANHA UOMA, 1-8, 5.9. HOTELLIN NIVA, 9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA 10-15, 8.9. KYLÄTALON SÄRKÄT, 20-21, 9.9. HOTELLIN NIVA, VASTARANTA, 16-19, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 22 , 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA 23-24, 12.9. POIKKISÄRKKÄ, 25-29, 13.9. VAAHTOKOSTESÄRKKÄ, 30-36, LO344",8,"8(pencil)","ECG_071","",8,9.9,"1+",1,NA,NA,"",""
"242","Uts_16_1y_0313",2016,"UTS_16_1y_0313","1y","1y",12,12,"9/13/2016","9/13/2016","BOX 34 1+, UTSJOKI 2016 SALMON, 12.9.2016 POIKKISÄRKKÄ, 244-301, 13.9.2016 VAAHTOKOSTESÄRKKÄ, 302-324, LO342",9,"9 (pencil)","ECG_70","",9,9.1,"1+",1,NA,NA,"",""
"243","Uts_16_1y_0308",2016,"UTS_16_1y_0308","1y","1y",12,12,"9/13/2016","9/13/2016","BOX 34 1+, UTSJOKI 2016 SALMON, 12.9.2016 POIKKISÄRKKÄ, 244-301, 13.9.2016 VAAHTOKOSTESÄRKKÄ, 302-324, LO342",10,"10 (pencil)","ECG_70","",10,9.1,"1+",1,NA,NA,"",""
"244","Uts_16_2y_0032",2016,"UTS_16_2y_0032","2y","2-3y",12,12,"9/13/2016","9/13/2016","BOX 36 2+, UTSJOKI 2016 SALMON, 2.9. UTSJOEN VANHA UOMA, 1-8, 5.9. HOTELLIN NIVA, 9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA 10-15, 8.9. KYLÄTALON SÄRKÄT, 20-21, 9.9. HOTELLIN NIVA, VASTARANTA, 16-19, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 22 , 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA 23-24, 12.9. POIKKISÄRKKÄ, 25-29, 13.9. VAAHTOKOSTESÄRKKÄ, 30-36, LO344",11,"11(pencil)","ECG_071","",11,9.4,"1+",1,NA,NA,"",""
"245","Uts_16_1y_0319",2016,"UTS_16_1y_0319","1y","1y",12,12,"9/13/2016","9/13/2016","BOX 34 1+, UTSJOKI 2016 SALMON, 12.9.2016 POIKKISÄRKKÄ, 244-301, 13.9.2016 VAAHTOKOSTESÄRKKÄ, 302-324, LO342",13,"13 (pencil)","ECG_70","",13,6.3,"0+",0,NA,NA,"",""
"246","Uts_16_2y_0030",2016,"UTS_16_2y_0030","2y","2-3y",12,12,"9/13/2016","","BOX 36 2+, UTSJOKI 2016 SALMON, 2.9. UTSJOEN VANHA UOMA, 1-8, 5.9. HOTELLIN NIVA, 9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA 10-15, 8.9. KYLÄTALON SÄRKÄT, 20-21, 9.9. HOTELLIN NIVA, VASTARANTA, 16-19, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 22 , 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA 23-24, 12.9. POIKKISÄRKKÄ, 25-29, 13.9. VAAHTOKOSTESÄRKKÄ, 30-36, LO344",30,"30","ECG_071","",NA,NA,"",NA,NA,NA,"",""
"247","Uts_16_2y_0036",2016,"UTS_16_2y_0036","2y","2-3y",12,12,"9/13/2016","","BOX 36 2+, UTSJOKI 2016 SALMON, 2.9. UTSJOEN VANHA UOMA, 1-8, 5.9. HOTELLIN NIVA, 9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA 10-15, 8.9. KYLÄTALON SÄRKÄT, 20-21, 9.9. HOTELLIN NIVA, VASTARANTA, 16-19, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 22 , 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA 23-24, 12.9. POIKKISÄRKKÄ, 25-29, 13.9. VAAHTOKOSTESÄRKKÄ, 30-36, LO344",36,"36","ECG_071","",NA,NA,"",NA,NA,NA,"",""
"248","Uts_16_3y_0045",2016,"UTS_16_3y_0045","3y","2-3y",12,12,"9/13/2016","","BOX 37 3+, UTSJOKI 2016 SALMON, 2.9. UTSJOKI VANHA UOMA, 1-5, 5.9. HOTELLIN NIVA, 6, 6.9. HOTELLIN NIVA, YLÄOSA, 7-9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA, 10-18, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 19-25, 8.9. KYLÄTALON SÄRKÄT, 26, 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA, 27-30, 9.9. HOTELLIN NIVA, VASTARANTA, 31-40, 12.9. POIKKISÄRKKÄ, 41-44, 13.9. VAAHTOKOSTESÄRKKÄ, 45, + Ptec.MALES 46,47,48, LO345",45,"45","ECG_071","",NA,NA,"",NA,NA,NA,"",""
"249","Uts_16_1y_0302",2016,"UTS_16_1y_0302","1y","1y",12,12,"9/13/2016","","BOX 34 1+, UTSJOKI 2016 SALMON, 12.9.2016 POIKKISÄRKKÄ, 244-301, 13.9.2016 VAAHTOKOSTESÄRKKÄ, 302-324, LO342",302,"302","ECG_70","",NA,NA,"",NA,NA,NA,"",""
"250","Uts_16_1y_0324",2016,"UTS_16_1y_0324","1y","1y",12,12,"9/13/2016","","BOX 34 1+, UTSJOKI 2016 SALMON, 12.9.2016 POIKKISÄRKKÄ, 244-301, 13.9.2016 VAAHTOKOSTESÄRKKÄ, 302-324, LO342",324,"324","ECG_70","",NA,NA,"",NA,NA,NA,"",""
"251","Uts_16_1y_0325",2016,"UTS_16_1y_0325","1y","1y",12,12,"9/13/2016","","BOX 35 1+, UTSJOKI 2016 SALMON, 13.9.2016 VAAHTOKOSTESÄRKKÄ, 325-330, LO343",325,"325","ECG_70","",NA,NA,"",NA,NA,NA,"",""
"252","Uts_16_1y_0330",2016,"UTS_16_1y_0330","1y","1y",12,12,"9/13/2016","","BOX 35 1+, UTSJOKI 2016 SALMON, 13.9.2016 VAAHTOKOSTESÄRKKÄ, 325-330, LO343",330,"330","ECG_70","",NA,NA,"",NA,NA,NA,"",""
"253","Uts_16_3y_0046",2016,"UTS_16_3y_0046","3y","2-3y",11,11,"9/20/2016","","BOX 37 3+, UTSJOKI 2016 SALMON, 2.9. UTSJOKI VANHA UOMA, 1-5, 5.9. HOTELLIN NIVA, 6, 6.9. HOTELLIN NIVA, YLÄOSA, 7-9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA, 10-18, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 19-25, 8.9. KYLÄTALON SÄRKÄT, 26, 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA, 27-30, 9.9. HOTELLIN NIVA, VASTARANTA, 31-40, 12.9. POIKKISÄRKKÄ, 41-44, 13.9. VAAHTOKOSTESÄRKKÄ, 45, + Ptec.MALES 46,47,48, LO345",46,"46","ECG_071","",NA,NA,"",NA,NA,NA,"",""
"254","Uts_16_3y_0047",2016,"UTS_16_3y_0047","3y","2-3y",11,11,"9/20/2016","","BOX 37 3+, UTSJOKI 2016 SALMON, 2.9. UTSJOKI VANHA UOMA, 1-5, 5.9. HOTELLIN NIVA, 6, 6.9. HOTELLIN NIVA, YLÄOSA, 7-9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA, 10-18, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 19-25, 8.9. KYLÄTALON SÄRKÄT, 26, 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA, 27-30, 9.9. HOTELLIN NIVA, VASTARANTA, 31-40, 12.9. POIKKISÄRKKÄ, 41-44, 13.9. VAAHTOKOSTESÄRKKÄ, 45, + Ptec.MALES 46,47,48, LO345",47,"47","ECG_071","",NA,NA,"",NA,NA,NA,"",""
"255","Uts_16_3y_0048",2016,"UTS_16_3y_0048","3y","2-3y",11,11,"9/20/2016","","BOX 37 3+, UTSJOKI 2016 SALMON, 2.9. UTSJOKI VANHA UOMA, 1-5, 5.9. HOTELLIN NIVA, 6, 6.9. HOTELLIN NIVA, YLÄOSA, 7-9, 7.9. SILLAN YLÄPUOLI, LÄNSIRANTA, 10-18, 8.9. SILLAN ALAPUOLI, ITÄRANTA, 19-25, 8.9. KYLÄTALON SÄRKÄT, 26, 8.9. POIKKISÄRKÄN YLÄPUOLI, LÄNSIRANTA, 27-30, 9.9. HOTELLIN NIVA, VASTARANTA, 31-40, 12.9. POIKKISÄRKKÄ, 41-44, 13.9. VAAHTOKOSTESÄRKKÄ, 45, + Ptec.MALES 46,47,48, LO345",48,"48","ECG_071","",NA,NA,"",NA,NA,NA,"",""
"256","Uts_17_2y_0635",2017,"UTS_17_2y_0635","2y","2-3y",14,16,"9/5/2017","9/5/2017","5.9.2017, Hotellin mutka, 0+ (kirkas) 350, 1+ (pinkki) 101, 2+ (vihreä) 19, 3+ (violetti) 3, yht. 473",1,"1","ECG_025","",1,12.6,"2+",2,NA,NA,"",""
"257","Uts_17_2y_0637",2017,"UTS_17_2y_0637","2y","2-3y",14,16,"9/5/2017","9/5/2017","5.9.2017, Hotellin mutka, 0+ (kirkas) 350, 1+ (pinkki) 101, 2+ (vihreä) 19, 3+ (violetti) 3, yht. 473",3,"3 RE ","ECG_025","",3,11.4,"2+",2,NA,3,"",""
"258","Uts_17_2y_0636",2017,"UTS_17_2y_0636","2y","2-3y",14,16,"9/5/2017","9/5/2017","5.9.2017, Hotellin mutka, 0+ (kirkas) 350, 1+ (pinkki) 101, 2+ (vihreä) 19, 3+ (violetti) 3, yht. 473",4,"4","ECG_025","",4,11.2,"2+",2,NA,NA,"",""
"259","Uts_17_2y_0638",2017,"UTS_17_2y_0638","2y","2-3y",14,16,"9/5/2017","9/5/2017","5.9.2017, Hotellin mutka, 0+ (kirkas) 350, 1+ (pinkki) 101, 2+ (vihreä) 19, 3+ (violetti) 3, yht. 473",5,"5","ECG_025","",5,10.7,"2+",2,NA,NA,"",""
"260","Uts_17_2y_0639",2017,"UTS_17_2y_0639","2y","2-3y",14,16,"9/5/2017","9/5/2017","5.9.2017, Hotellin mutka, 0+ (kirkas) 350, 1+ (pinkki) 101, 2+ (vihreä) 19, 3+ (violetti) 3, yht. 473",7,"7","ECG_025","",7,12.1,"2+",2,NA,NA,"",""
"261","Uts_17_2y_0640",2017,"UTS_17_2y_0640","2y","2-3y",14,16,"9/5/2017","9/5/2017","5.9.2017, Hotellin mutka, 0+ (kirkas) 350, 1+ (pinkki) 101, 2+ (vihreä) 19, 3+ (violetti) 3, yht. 473",8,"8","ECG_025","",8,11.5,"2+",2,NA,NA,"",""
"262","Uts_17_2y_0641",2017,"UTS_17_2y_0641","2y","2-3y",14,16,"9/5/2017","9/5/2017","5.9.2017, Hotellin mutka, 0+ (kirkas) 350, 1+ (pinkki) 101, 2+ (vihreä) 19, 3+ (violetti) 3, yht. 473",9,"9","ECG_025","",9,12,"2+",2,NA,NA,"",""
"263","Uts_17_2y_0642",2017,"UTS_17_2y_0642","2y","2-3y",14,16,"9/5/2017","9/5/2017","5.9.2017, Hotellin mutka, 0+ (kirkas) 350, 1+ (pinkki) 101, 2+ (vihreä) 19, 3+ (violetti) 3, yht. 473",10,"10","ECG_025","",10,12.4,"2+",2,NA,NA,"",""
"264","Uts_17_2y_0643",2017,"UTS_17_2y_0643","2y","2-3y",14,16,"9/5/2017","9/5/2017","5.9.2017, Hotellin mutka, 0+ (kirkas) 350, 1+ (pinkki) 101, 2+ (vihreä) 19, 3+ (violetti) 3, yht. 473",11,"11","ECG_025","",11,11.3,"2+",2,NA,NA,"",""
"265","Uts_17_2y_0644",2017,"UTS_17_2y_0644","2y","2-3y",14,16,"9/5/2017","9/5/2017","5.9.2017, Hotellin mutka, 0+ (kirkas) 350, 1+ (pinkki) 101, 2+ (vihreä) 19, 3+ (violetti) 3, yht. 473",12,"12","ECG_025","",12,10.6,"2+",2,NA,NA,"",""
"266","Uts_17_2y_0645",2017,"UTS_17_2y_0645","2y","2-3y",14,16,"9/5/2017","9/5/2017","5.9.2017, Hotellin mutka, 0+ (kirkas) 350, 1+ (pinkki) 101, 2+ (vihreä) 19, 3+ (violetti) 3, yht. 473",13,"13","ECG_025","",13,9.6,"1+",1,NA,NA,"",""
"267","Uts_17_2y_0646",2017,"UTS_17_2y_0646","2y","2-3y",14,16,"9/5/2017","9/5/2017","5.9.2017, Hotellin mutka, 0+ (kirkas) 350, 1+ (pinkki) 101, 2+ (vihreä) 19, 3+ (violetti) 3, yht. 473",14,"14","ECG_025","",14,10.2,"2+",2,NA,NA,"",""
"268","Uts_17_2y_0647",2017,"UTS_17_2y_0647","2y","2-3y",14,16,"9/5/2017","9/5/2017","5.9.2017, Hotellin mutka, 0+ (kirkas) 350, 1+ (pinkki) 101, 2+ (vihreä) 19, 3+ (violetti) 3, yht. 473",15,"15","ECG_025","",15,10,"1+",1,NA,NA,"",""
"269","Uts_17_2y_0648",2017,"UTS_17_2y_0648","2y","2-3y",14,16,"9/5/2017","9/5/2017","5.9.2017, Hotellin mutka, 0+ (kirkas) 350, 1+ (pinkki) 101, 2+ (vihreä) 19, 3+ (violetti) 3, yht. 473",16,"16","ECG_025","",16,10.2,"2+",2,NA,NA,"",""
"270","Uts_17_2y_0649",2017,"UTS_17_2y_0649","2y","2-3y",14,16,"9/5/2017","9/5/2017","5.9.2017, Hotellin mutka, 0+ (kirkas) 350, 1+ (pinkki) 101, 2+ (vihreä) 19, 3+ (violetti) 3, yht. 473",17,"17","ECG_025","",17,10.3,"2+",2,NA,NA,"",""
