"","ID","sex","type","class.cor","year","BirthYear","scale.seaage","Scale.smoltage","InterpAge","Respawner","respawner.info","total.age","total.age.int","birthyear.int"
"8170","Uts_15_2y_0054","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8171","Uts_15_2y_0055","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8172","Uts_15_2y_0056","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8173","Uts_15_2y_0057","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8174","Uts_15_2y_0058","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8175","Uts_15_2y_0059","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8176","Uts_15_2y_0060","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8177","Uts_15_2y_0061","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8178","Uts_15_2y_0062","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8179","Uts_15_2y_0063","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8180","Uts_15_2y_0064","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8181","Uts_15_2y_0065","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8182","Uts_15_2y_0066","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8183","Uts_15_2y_0067","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8184","Uts_15_2y_0068","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8185","Uts_15_2y_0069","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8186","Uts_15_2y_0070","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8187","Uts_15_2y_0071","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8188","Uts_15_2y_0072","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8189","Uts_15_2y_0073","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8190","Uts_15_2y_0074","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8191","Uts_15_2y_0075","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8192","Uts_15_2y_0076","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8193","Uts_15_2y_0077","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8194","Uts_15_2y_0078","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8195","Uts_15_2y_0079","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8196","Uts_15_2y_0080","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8197","Uts_15_2y_0081","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8198","Uts_15_2y_0082","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8199","Uts_15_2y_0083","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8200","Uts_15_2y_0084","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8201","Uts_15_2y_0085","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8202","Uts_15_2y_0086","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8203","Uts_15_2y_0087","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8204","Uts_15_2y_0088","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8205","Uts_15_2y_0089","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8206","Uts_15_2y_0090","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8207","Uts_15_2y_0091","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8208","Uts_15_2y_0092","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8209","Uts_15_2y_0093","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8210","Uts_15_2y_0094","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8211","Uts_15_2y_0095","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8212","Uts_15_2y_0096","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8213","Uts_15_2y_0097","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8214","Uts_15_2y_0098","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8215","Uts_15_2y_0099","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8216","Uts_15_2y_0100","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8217","Uts_15_2y_0101","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8218","Uts_15_2y_0102","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8219","Uts_15_2y_0103","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8220","Uts_15_2y_0104","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8221","Uts_15_2y_0105","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8222","Uts_15_2y_0106","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8223","Uts_15_2y_0107","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8224","Uts_15_2y_0108","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8225","Uts_15_2y_0109","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8226","Uts_15_2y_0110","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8227","Uts_15_2y_0111","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8228","Uts_15_2y_0112","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8229","Uts_15_2y_0113","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8230","Uts_15_2y_0114","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8231","Uts_15_2y_0115","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8232","Uts_15_2y_0116","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8233","Uts_15_2y_0117","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8234","Uts_15_2y_0118","M","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8235","Uts_15_2y_0119","F","Offspring","2-3+",2015,2013,NA,NA,NA,NA,NA,2,2,2013
"8236","Uts_16_0y_0001","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8237","Uts_16_0y_0002","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8238","Uts_16_0y_0003","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8239","Uts_16_0y_0004","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8240","Uts_16_0y_0005","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8241","Uts_16_0y_0006","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8242","Uts_16_0y_0007","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8243","Uts_16_0y_0008","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8244","Uts_16_0y_0009","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8245","Uts_16_0y_0010","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8246","Uts_16_0y_0011","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8247","Uts_16_0y_0012","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8248","Uts_16_0y_0013","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8249","Uts_16_0y_0014","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8250","Uts_16_0y_0015","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8251","Uts_16_0y_0016","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8252","Uts_16_0y_0017","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8253","Uts_16_0y_0018","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8254","Uts_16_0y_0019","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8255","Uts_16_0y_0020","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8256","Uts_16_0y_0021","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8257","Uts_16_0y_0022","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8258","Uts_16_0y_0023","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8259","Uts_16_0y_0024","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8260","Uts_16_0y_0025","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8261","Uts_16_0y_0026","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8262","Uts_16_0y_0027","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8263","Uts_16_0y_0028","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8264","Uts_16_0y_0029","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8265","Uts_16_0y_0030","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8266","Uts_16_0y_0031","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8267","Uts_16_0y_0032","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8268","Uts_16_0y_0033","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8269","Uts_16_0y_0034","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8270","Uts_16_0y_0035","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8271","Uts_16_0y_0036","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8272","Uts_16_0y_0037","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8273","Uts_16_0y_0038","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8274","Uts_16_0y_0039","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8275","Uts_16_0y_0040","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8276","Uts_16_0y_0041","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8277","Uts_16_0y_0042","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8278","Uts_16_0y_0043","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8279","Uts_16_0y_0044","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8280","Uts_16_0y_0045","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8281","Uts_16_0y_0046","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8282","Uts_16_0y_0047","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8283","Uts_16_0y_0048","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8284","Uts_16_0y_0049","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8285","Uts_16_0y_0050","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8286","Uts_16_0y_0051","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8287","Uts_16_0y_0052","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8288","Uts_16_0y_0053","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8289","Uts_16_0y_0054","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8290","Uts_16_0y_0055","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8291","Uts_16_0y_0056","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8292","Uts_16_0y_0057","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8293","Uts_16_0y_0058","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8294","Uts_16_0y_0059","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8295","Uts_16_0y_0060","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8296","Uts_16_0y_0061","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8297","Uts_16_0y_0062","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8298","Uts_16_0y_0063","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8299","Uts_16_0y_0064","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8300","Uts_16_0y_0065","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8301","Uts_16_0y_0066","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8302","Uts_16_0y_0067","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8303","Uts_16_0y_0068","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8304","Uts_16_0y_0069","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8305","Uts_16_0y_0070","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8306","Uts_16_0y_0071","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8307","Uts_16_0y_0072","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8308","Uts_16_0y_0073","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8309","Uts_16_0y_0074","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8310","Uts_16_0y_0075","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8311","Uts_16_0y_0076","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8312","Uts_16_0y_0077","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8313","Uts_16_0y_0078","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8314","Uts_16_0y_0079","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8315","Uts_16_0y_0080","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8316","Uts_16_0y_0081","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8317","Uts_16_0y_0082","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8318","Uts_16_0y_0083","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8319","Uts_16_0y_0084","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8320","Uts_16_0y_0085","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8321","Uts_16_0y_0086","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8322","Uts_16_0y_0087","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8323","Uts_16_0y_0088","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8324","Uts_16_0y_0089","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8325","Uts_16_0y_0090","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8326","Uts_16_0y_0091","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8327","Uts_16_0y_0092","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8328","Uts_16_0y_0093","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8329","Uts_16_0y_0094","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8330","Uts_16_0y_0095","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8331","Uts_16_0y_0096","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8332","Uts_16_0y_0097","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8333","Uts_16_0y_0098","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8334","Uts_16_0y_0099","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8335","Uts_16_0y_0100","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8336","Uts_16_0y_0101","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8337","Uts_16_0y_0102","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8338","Uts_16_0y_0103","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8339","Uts_16_0y_0104","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8340","Uts_16_0y_0105","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8341","Uts_16_0y_0106","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8342","Uts_16_0y_0107","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8343","Uts_16_0y_0108","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8344","Uts_16_0y_0109","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8345","Uts_16_0y_0110","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8346","Uts_16_0y_0111","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8347","Uts_16_0y_0112","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8348","Uts_16_0y_0113","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8349","Uts_16_0y_0114","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8350","Uts_16_0y_0115","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8351","Uts_16_0y_0116","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8352","Uts_16_0y_0117","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8353","Uts_16_0y_0118","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8354","Uts_16_0y_0119","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8355","Uts_16_0y_0120","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8356","Uts_16_0y_0121","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8357","Uts_16_0y_0122","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8358","Uts_16_0y_0123","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8359","Uts_16_0y_0124","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8360","Uts_16_0y_0125","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8361","Uts_16_0y_0126","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8362","Uts_16_0y_0127","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8363","Uts_16_0y_0128","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8364","Uts_16_0y_0129","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8365","Uts_16_0y_0130","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8366","Uts_16_0y_0131","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8367","Uts_16_0y_0132","M","Offspring","0+",2016,NA,NA,NA,NA,NA,NA,0,0,2016
"8368","Uts_16_0y_0133","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8369","Uts_16_0y_0134","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8370","Uts_16_0y_0135",NA,"Offspring","0+",2016,NA,NA,NA,NA,NA,NA,0,0,2016
"8371","Uts_16_0y_0136","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8372","Uts_16_0y_0137","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8373","Uts_16_0y_0138","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8374","Uts_16_0y_0139",NA,"Offspring","0+",2016,NA,NA,NA,NA,NA,NA,0,0,2016
"8375","Uts_16_0y_0140","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8376","Uts_16_0y_0141","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8377","Uts_16_0y_0142","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8378","Uts_16_0y_0143","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8379","Uts_16_0y_0144","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8380","Uts_16_0y_0145","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8381","Uts_16_0y_0146","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8382","Uts_16_0y_0147","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8383","Uts_16_0y_0148","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8384","Uts_16_0y_0149","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8385","Uts_16_0y_0150","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8386","Uts_16_0y_0151","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8387","Uts_16_0y_0152","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8388","Uts_16_0y_0153","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8389","Uts_16_0y_0154","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8390","Uts_16_0y_0155","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8391","Uts_16_0y_0156","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8392","Uts_16_0y_0157","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8393","Uts_16_0y_0158","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8394","Uts_16_0y_0159","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8395","Uts_16_0y_0160","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8396","Uts_16_0y_0161","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8397","Uts_16_0y_0162","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8398","Uts_16_0y_0163","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8399","Uts_16_0y_0164","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8400","Uts_16_0y_0165","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8401","Uts_16_0y_0166","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8402","Uts_16_0y_0167","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8403","Uts_16_0y_0168","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8404","Uts_16_0y_0169","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8405","Uts_16_0y_0170","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8406","Uts_16_0y_0171","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8407","Uts_16_0y_0172","F","Offspring","0+",2016,NA,NA,NA,NA,NA,NA,0,0,2016
"8408","Uts_16_0y_0173","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8409","Uts_16_0y_0174","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8410","Uts_16_0y_0175","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8411","Uts_16_0y_0176","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8412","Uts_16_0y_0177","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8413","Uts_16_0y_0178","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8414","Uts_16_0y_0179",NA,"Offspring","0+",2016,NA,NA,NA,NA,NA,NA,0,0,2016
"8415","Uts_16_0y_0180","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8416","Uts_16_0y_0181","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8417","Uts_16_0y_0182","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8418","Uts_16_0y_0183","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8419","Uts_16_0y_0184","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8420","Uts_16_0y_0185","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8421","Uts_16_0y_0186","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8422","Uts_16_0y_0187","M","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8423","Uts_16_0y_0188","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
"8424","Uts_16_0y_0189","F","Offspring","0+",2016,2016,NA,NA,NA,NA,NA,0,0,2016
